image_id,split,class_id,class_name,file_name,original_path,cropped_path,true_color,conflict_color,truth_source,truth_status,acceptable_true_colors,review_status,review_notes,preliminary_color_guess,selection_rank,selection_bucket,selection_tier,quality_score,color_group,candidate_source,prior_issue_flag,reviewer_check_needed,include_in_analysis,include_in_primary_main_analysis,include_in_v2_auxiliary_analysis,exclusion_reason,notes
test_01593,test,169,Nissan NV Passenger Van 2012,test_01593.jpg,data/raw/stanford_cars/cars_test/01593.jpg,data/processed/stanford_cars/clean_crops/test_01593.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,46,quality_ranked_fill,base_reviewed_strict_colors,0.8048,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_01672,test,149,Jeep Compass SUV 2012,test_01672.jpg,data/raw/stanford_cars/cars_test/01672.jpg,data/processed/stanford_cars/clean_crops/test_01672.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,52,quality_ranked_fill,base_reviewed_strict_colors,0.8031,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_01909,test,169,Nissan NV Passenger Van 2012,test_01909.jpg,data/raw/stanford_cars/cars_test/01909.jpg,data/processed/stanford_cars/clean_crops/test_01909.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,43,expanded_red,expanded_v3_red_clean_subset,0.774,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.774; color_confidence=0.946; background_complexity=0.6277; foreground_dominant_share=0.1069
test_02405,test,85,Dodge Caravan Minivan 1997,test_02405.jpg,data/raw/stanford_cars/cars_test/02405.jpg,data/processed/stanford_cars/clean_crops/test_02405.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,71,quality_ranked_fill,base_reviewed_strict_colors,0.7977,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_02679,test,139,Hyundai Elantra Touring Hatchback 2012,test_02679.jpg,data/raw/stanford_cars/cars_test/02679.jpg,data/processed/stanford_cars/clean_crops/test_02679.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,66,quality_ranked_fill,base_reviewed_strict_colors,0.7984,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_02925,test,110,Ford Edge SUV 2012,test_02925.jpg,data/raw/stanford_cars/cars_test/02925.jpg,data/processed/stanford_cars/clean_crops/test_02925.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,86,quality_ranked_fill,base_reviewed_strict_colors,0.7936,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03118,test,139,Hyundai Elantra Touring Hatchback 2012,test_03118.jpg,data/raw/stanford_cars/cars_test/03118.jpg,data/processed/stanford_cars/clean_crops/test_03118.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,35,expanded_red,expanded_v3_red_clean_subset,0.7799,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7799; color_confidence=0.944; background_complexity=0.4208; foreground_dominant_share=0.0697
test_03302,test,124,HUMMER H3T Crew Cab 2010,test_03302.jpg,data/raw/stanford_cars/cars_test/03302.jpg,data/processed/stanford_cars/clean_crops/test_03302.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,6,guaranteed_red,base_reviewed_strict_colors,0.8531,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03419,test,191,Volkswagen Golf Hatchback 1991,test_03419.jpg,data/raw/stanford_cars/cars_test/03419.jpg,data/processed/stanford_cars/clean_crops/test_03419.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,67,quality_ranked_fill,base_reviewed_strict_colors,0.7983,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03590,test,196,smart fortwo Convertible 2012,test_03590.jpg,data/raw/stanford_cars/cars_test/03590.jpg,data/processed/stanford_cars/clean_crops/test_03590.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,58,quality_ranked_fill,base_reviewed_strict_colors,0.801,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03719,test,167,Mitsubishi Lancer Sedan 2012,test_03719.jpg,data/raw/stanford_cars/cars_test/03719.jpg,data/processed/stanford_cars/clean_crops/test_03719.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,85,quality_ranked_fill,base_reviewed_strict_colors,0.7939,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_03893,test,95,Dodge Durango SUV 2007,test_03893.jpg,data/raw/stanford_cars/cars_test/03893.jpg,data/processed/stanford_cars/clean_crops/test_03893.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,34,quality_ranked_fill,base_reviewed_strict_colors,0.8088,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_04452,test,79,Chrysler 300 SRT-8 2010,test_04452.jpg,data/raw/stanford_cars/cars_test/04452.jpg,data/processed/stanford_cars/clean_crops/test_04452.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,108,quality_ranked_fill,base_reviewed_strict_colors,0.7869,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_04688,test,103,Ferrari 458 Italia Convertible 2012,test_04688.jpg,data/raw/stanford_cars/cars_test/04688.jpg,data/processed/stanford_cars/clean_crops/test_04688.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,65,quality_ranked_fill,base_reviewed_strict_colors,0.7987,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_04721,test,172,Plymouth Neon Coupe 1999,test_04721.jpg,data/raw/stanford_cars/cars_test/04721.jpg,data/processed/stanford_cars/clean_crops/test_04721.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,102,quality_ranked_fill,base_reviewed_strict_colors,0.7877,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_05596,test,135,Hyundai Elantra Sedan 2007,test_05596.jpg,data/raw/stanford_cars/cars_test/05596.jpg,data/processed/stanford_cars/clean_crops/test_05596.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,62,quality_ranked_fill,base_reviewed_strict_colors,0.8003,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_05791,test,89,Dodge Journey SUV 2012,test_05791.jpg,data/raw/stanford_cars/cars_test/05791.jpg,data/processed/stanford_cars/clean_crops/test_05791.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,34,expanded_red,expanded_v3_red_clean_subset,0.7801,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7801; color_confidence=0.942; background_complexity=0.4685; foreground_dominant_share=0.0645
test_05992,test,194,Volvo 240 Sedan 1993,test_05992.jpg,data/raw/stanford_cars/cars_test/05992.jpg,data/processed/stanford_cars/clean_crops/test_05992.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,33,quality_ranked_fill,base_reviewed_strict_colors,0.809,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_06012,test,49,Buick Verano Sedan 2012,test_06012.jpg,data/raw/stanford_cars/cars_test/06012.jpg,data/processed/stanford_cars/clean_crops/test_06012.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,47,expanded_red,expanded_v3_red_clean_subset,0.7704,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7704; color_confidence=0.936; background_complexity=0.5342; foreground_dominant_share=0.059
test_06420,test,112,Ford GT Coupe 2006,test_06420.jpg,data/raw/stanford_cars/cars_test/06420.jpg,data/processed/stanford_cars/clean_crops/test_06420.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,43,quality_ranked_fill,base_reviewed_strict_colors,0.8056,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_06488,test,38,BMW Z4 Convertible 2012,test_06488.jpg,data/raw/stanford_cars/cars_test/06488.jpg,data/processed/stanford_cars/clean_crops/test_06488.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,32,expanded_red,expanded_v3_red_clean_subset,0.7821,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7821; color_confidence=0.906; background_complexity=0.596; foreground_dominant_share=0.1055
test_06865,test,97,Dodge Charger SRT-8 2009,test_06865.jpg,data/raw/stanford_cars/cars_test/06865.jpg,data/processed/stanford_cars/clean_crops/test_06865.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,40,quality_ranked_fill,base_reviewed_strict_colors,0.8061,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_07513,test,162,Mercedes-Benz C-Class Sedan 2012,test_07513.jpg,data/raw/stanford_cars/cars_test/07513.jpg,data/processed/stanford_cars/clean_crops/test_07513.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,39,expanded_red,expanded_v3_red_clean_subset,0.7776,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7776; color_confidence=0.945; background_complexity=0.6085; foreground_dominant_share=0.1037
train_00046,train,25,Audi TT RS Coupe 2012,train_00046.jpg,data/raw/stanford_cars/cars_train/00046.jpg,data/processed/stanford_cars/clean_crops/train_00046.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,88,quality_ranked_fill,base_reviewed_strict_colors,0.7921,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_00966,train,27,BMW 1 Series Convertible 2012,train_00966.jpg,data/raw/stanford_cars/cars_train/00966.jpg,data/processed/stanford_cars/clean_crops/train_00966.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,38,quality_ranked_fill,base_reviewed_strict_colors,0.8065,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_01144,train,190,Volkswagen Golf Hatchback 2012,train_01144.jpg,data/raw/stanford_cars/cars_train/01144.jpg,data/processed/stanford_cars/clean_crops/train_01144.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,20,quality_ranked_fill,base_reviewed_strict_colors,0.8181,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_01395,train,30,BMW 3 Series Wagon 2012,train_01395.jpg,data/raw/stanford_cars/cars_train/01395.jpg,data/processed/stanford_cars/clean_crops/train_01395.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,44,expanded_red,expanded_v3_red_clean_subset,0.7736,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7736; color_confidence=0.943; background_complexity=0.5355; foreground_dominant_share=0.137
train_01557,train,50,Buick Enclave SUV 2012,train_01557.jpg,data/raw/stanford_cars/cars_train/01557.jpg,data/processed/stanford_cars/clean_crops/train_01557.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,38,expanded_red,expanded_v3_red_clean_subset,0.7779,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7779; color_confidence=0.954; background_complexity=0.6404; foreground_dominant_share=0.2331
train_01724,train,115,Ford Focus Sedan 2007,train_01724.jpg,data/raw/stanford_cars/cars_train/01724.jpg,data/processed/stanford_cars/clean_crops/train_01724.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,41,expanded_red,expanded_v3_red_clean_subset,0.7772,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7772; color_confidence=0.916; background_complexity=0.4458; foreground_dominant_share=0.1014
train_02396,train,87,Dodge Ram Pickup 3500 Quad Cab 2009,train_02396.jpg,data/raw/stanford_cars/cars_train/02396.jpg,data/processed/stanford_cars/clean_crops/train_02396.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,76,quality_ranked_fill,base_reviewed_strict_colors,0.7959,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_02608,train,76,Chrysler Aspen SUV 2009,train_02608.jpg,data/raw/stanford_cars/cars_train/02608.jpg,data/processed/stanford_cars/clean_crops/train_02608.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,15,quality_ranked_fill,base_reviewed_strict_colors,0.8216,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_02863,train,108,Ford Freestar Minivan 2007,train_02863.jpg,data/raw/stanford_cars/cars_train/02863.jpg,data/processed/stanford_cars/clean_crops/train_02863.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,80,quality_ranked_fill,base_reviewed_strict_colors,0.7954,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_02890,train,168,Nissan Leaf Hatchback 2012,train_02890.jpg,data/raw/stanford_cars/cars_train/02890.jpg,data/processed/stanford_cars/clean_crops/train_02890.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,107,quality_ranked_fill,base_reviewed_strict_colors,0.787,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_02898,train,77,Chrysler Sebring Convertible 2010,train_02898.jpg,data/raw/stanford_cars/cars_train/02898.jpg,data/processed/stanford_cars/clean_crops/train_02898.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,45,expanded_red,expanded_v3_red_clean_subset,0.7728,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7728; color_confidence=0.941; background_complexity=0.5897; foreground_dominant_share=0.0719
train_03610,train,96,Dodge Charger Sedan 2012,train_03610.jpg,data/raw/stanford_cars/cars_train/03610.jpg,data/processed/stanford_cars/clean_crops/train_03610.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,33,expanded_red,expanded_v3_red_clean_subset,0.7806,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7806; color_confidence=0.915; background_complexity=0.6399; foreground_dominant_share=0.1439
train_03771,train,162,Mercedes-Benz C-Class Sedan 2012,train_03771.jpg,data/raw/stanford_cars/cars_train/03771.jpg,data/processed/stanford_cars/clean_crops/train_03771.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,68,quality_ranked_fill,base_reviewed_strict_colors,0.7982,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_03809,train,155,Land Rover LR2 SUV 2012,train_03809.jpg,data/raw/stanford_cars/cars_train/03809.jpg,data/processed/stanford_cars/clean_crops/train_03809.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,24,quality_ranked_fill,base_reviewed_strict_colors,0.8156,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_03923,train,48,Buick Rainier SUV 2007,train_03923.jpg,data/raw/stanford_cars/cars_train/03923.jpg,data/processed/stanford_cars/clean_crops/train_03923.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,116,quality_ranked_fill,base_reviewed_strict_colors,0.7844,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04049,train,77,Chrysler Sebring Convertible 2010,train_04049.jpg,data/raw/stanford_cars/cars_train/04049.jpg,data/processed/stanford_cars/clean_crops/train_04049.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,115,quality_ranked_fill,base_reviewed_strict_colors,0.7851,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04125,train,159,Mazda Tribute SUV 2011,train_04125.jpg,data/raw/stanford_cars/cars_train/04125.jpg,data/processed/stanford_cars/clean_crops/train_04125.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,27,quality_ranked_fill,base_reviewed_strict_colors,0.8141,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04796,train,107,Ford Mustang Convertible 2007,train_04796.jpg,data/raw/stanford_cars/cars_train/04796.jpg,data/processed/stanford_cars/clean_crops/train_04796.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,23,quality_ranked_fill,base_reviewed_strict_colors,0.8159,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04837,train,91,Dodge Dakota Club Cab 2007,train_04837.jpg,data/raw/stanford_cars/cars_train/04837.jpg,data/processed/stanford_cars/clean_crops/train_04837.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,40,expanded_red,expanded_v3_red_clean_subset,0.7774,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7774; color_confidence=0.935; background_complexity=0.5669; foreground_dominant_share=0.1766
train_04878,train,96,Dodge Charger Sedan 2012,train_04878.jpg,data/raw/stanford_cars/cars_train/04878.jpg,data/processed/stanford_cars/clean_crops/train_04878.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,97,quality_ranked_fill,base_reviewed_strict_colors,0.7886,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_05058,train,33,BMW X6 SUV 2012,train_05058.jpg,data/raw/stanford_cars/cars_train/05058.jpg,data/processed/stanford_cars/clean_crops/train_05058.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,21,quality_ranked_fill,base_reviewed_strict_colors,0.8165,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_05174,train,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,train_05174.jpg,data/raw/stanford_cars/cars_train/05174.jpg,data/processed/stanford_cars/clean_crops/train_05174.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,46,expanded_red,expanded_v3_red_clean_subset,0.7713,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7713; color_confidence=0.944; background_complexity=0.4276; foreground_dominant_share=0.0723
train_05289,train,104,Ferrari 458 Italia Coupe 2012,train_05289.jpg,data/raw/stanford_cars/cars_train/05289.jpg,data/processed/stanford_cars/clean_crops/train_05289.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,37,expanded_red,expanded_v3_red_clean_subset,0.7788,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7788; color_confidence=0.943; background_complexity=0.377; foreground_dominant_share=0.0572
train_06122,train,35,BMW M5 Sedan 2010,train_06122.jpg,data/raw/stanford_cars/cars_train/06122.jpg,data/processed/stanford_cars/clean_crops/train_06122.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,42,expanded_red,expanded_v3_red_clean_subset,0.7762,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7762; color_confidence=0.943; background_complexity=0.5253; foreground_dominant_share=0.1487
train_06236,train,23,Audi S4 Sedan 2012,train_06236.jpg,data/raw/stanford_cars/cars_train/06236.jpg,data/processed/stanford_cars/clean_crops/train_06236.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,81,quality_ranked_fill,base_reviewed_strict_colors,0.7947,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_06365,train,172,Plymouth Neon Coupe 1999,train_06365.jpg,data/raw/stanford_cars/cars_train/06365.jpg,data/processed/stanford_cars/clean_crops/train_06365.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,75,quality_ranked_fill,base_reviewed_strict_colors,0.7966,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_06464,train,113,Ford F-150 Regular Cab 2012,train_06464.jpg,data/raw/stanford_cars/cars_train/06464.jpg,data/processed/stanford_cars/clean_crops/train_06464.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,100,quality_ranked_fill,base_reviewed_strict_colors,0.7879,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07332,train,94,Dodge Durango SUV 2012,train_07332.jpg,data/raw/stanford_cars/cars_train/07332.jpg,data/processed/stanford_cars/clean_crops/train_07332.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,16,quality_ranked_fill,base_reviewed_strict_colors,0.8211,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07371,train,84,Dodge Caliber Wagon 2007,train_07371.jpg,data/raw/stanford_cars/cars_train/07371.jpg,data/processed/stanford_cars/clean_crops/train_07371.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,56,quality_ranked_fill,base_reviewed_strict_colors,0.802,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07492,train,182,Suzuki Kizashi Sedan 2012,train_07492.jpg,data/raw/stanford_cars/cars_train/07492.jpg,data/processed/stanford_cars/clean_crops/train_07492.jpg,red,blue,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,red,36,expanded_red,expanded_v3_red_clean_subset,0.7794,red,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7794; color_confidence=0.947; background_complexity=0.3465; foreground_dominant_share=0.0637
train_07790,train,102,Ferrari California Convertible 2012,train_07790.jpg,data/raw/stanford_cars/cars_train/07790.jpg,data/processed/stanford_cars/clean_crops/train_07790.jpg,red,blue,reviewed,reviewed_base_strict_colors,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,112,quality_ranked_fill,base_reviewed_strict_colors,0.7864,red,strict_colors_base_manifest,no,no,yes,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_00209,test,87,Dodge Ram Pickup 3500 Quad Cab 2009,test_00209.jpg,data/raw/stanford_cars/cars_test/00209.jpg,data/processed/stanford_cars/clean_crops/test_00209.jpg,white,black,reviewed,reviewed_base_strict_colors,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,gray,98,quality_ranked_fill,base_reviewed_strict_colors,0.7885,white,strict_colors_base_manifest,yes,no,yes,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
test_00806,test,14,Audi TTS Coupe 2012,test_00806.jpg,data/raw/stanford_cars/cars_test/00806.jpg,data/processed/stanford_cars/clean_crops/test_00806.jpg,white,black,manual_review_v3,manual_expansion_include_v3,,manual_expansion_include_v3,manual_expansion_include_clean_visual_color,white,12,expanded_white,expanded_v3_white_clean_subset,0.7791,white,clean_subset_manual_review_v3,no,no,yes,yes,yes,,manual_expansion_include_v3 | manual_expansion_include_clean_visual_color | quality_score=0.7791; color_confidence=0.888; background_complexity=0.4838; foreground_dominant_share=0.2213
