image_id,split,class_id,class_name,file_name,original_path,cropped_path,true_color,conflict_color,truth_source,acceptable_true_colors,review_status,review_notes,preliminary_color_guess,selection_rank,selection_bucket,quality_score,prior_issue_flag,reviewer_check_needed,include_in_primary_main_analysis,include_in_v2_auxiliary_analysis,exclusion_reason,notes
train_03125,train,170,Nissan Juke Hatchback 2012,train_03125.jpg,data/raw/stanford_cars/cars_train/03125.jpg,data/processed/stanford_cars/clean_crops/train_03125.jpg,white,black,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,gray,95,quality_ranked_fill,0.7894,yes,no,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
train_03134,train,121,GMC Acadia SUV 2012,train_03134.jpg,data/raw/stanford_cars/cars_train/03134.jpg,data/processed/stanford_cars/clean_crops/train_03134.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,111,quality_ranked_fill,0.7865,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
train_03771,train,162,Mercedes-Benz C-Class Sedan 2012,train_03771.jpg,data/raw/stanford_cars/cars_train/03771.jpg,data/processed/stanford_cars/clean_crops/train_03771.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,68,quality_ranked_fill,0.7982,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_03809,train,155,Land Rover LR2 SUV 2012,train_03809.jpg,data/raw/stanford_cars/cars_train/03809.jpg,data/processed/stanford_cars/clean_crops/train_03809.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,24,quality_ranked_fill,0.8156,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_03820,train,164,Mercedes-Benz E-Class Sedan 2012,train_03820.jpg,data/raw/stanford_cars/cars_train/03820.jpg,data/processed/stanford_cars/clean_crops/train_03820.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,17,quality_ranked_fill,0.8195,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_03923,train,48,Buick Rainier SUV 2007,train_03923.jpg,data/raw/stanford_cars/cars_train/03923.jpg,data/processed/stanford_cars/clean_crops/train_03923.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,116,quality_ranked_fill,0.7844,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04049,train,77,Chrysler Sebring Convertible 2010,train_04049.jpg,data/raw/stanford_cars/cars_train/04049.jpg,data/processed/stanford_cars/clean_crops/train_04049.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,115,quality_ranked_fill,0.7851,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04125,train,159,Mazda Tribute SUV 2011,train_04125.jpg,data/raw/stanford_cars/cars_train/04125.jpg,data/processed/stanford_cars/clean_crops/train_04125.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,27,quality_ranked_fill,0.8141,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04796,train,107,Ford Mustang Convertible 2007,train_04796.jpg,data/raw/stanford_cars/cars_train/04796.jpg,data/processed/stanford_cars/clean_crops/train_04796.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,23,quality_ranked_fill,0.8159,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04878,train,96,Dodge Charger Sedan 2012,train_04878.jpg,data/raw/stanford_cars/cars_train/04878.jpg,data/processed/stanford_cars/clean_crops/train_04878.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,97,quality_ranked_fill,0.7886,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_05058,train,33,BMW X6 SUV 2012,train_05058.jpg,data/raw/stanford_cars/cars_train/05058.jpg,data/processed/stanford_cars/clean_crops/train_05058.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,21,quality_ranked_fill,0.8165,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_05272,train,21,Audi S5 Convertible 2012,train_05272.jpg,data/raw/stanford_cars/cars_train/05272.jpg,data/processed/stanford_cars/clean_crops/train_05272.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,35,quality_ranked_fill,0.808,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_05311,train,144,Jaguar XK XKR 2012,train_05311.jpg,data/raw/stanford_cars/cars_train/05311.jpg,data/processed/stanford_cars/clean_crops/train_05311.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,10,guaranteed_black,0.8317,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_05653,train,90,Dodge Dakota Crew Cab 2010,train_05653.jpg,data/raw/stanford_cars/cars_train/05653.jpg,data/processed/stanford_cars/clean_crops/train_05653.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,48,quality_ranked_fill,0.8042,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_05759,train,63,Chevrolet Sonic Sedan 2012,train_05759.jpg,data/raw/stanford_cars/cars_train/05759.jpg,data/processed/stanford_cars/clean_crops/train_05759.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,117,quality_ranked_fill,0.7841,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
train_05773,train,130,Hyundai Veloster Hatchback 2012,train_05773.jpg,data/raw/stanford_cars/cars_train/05773.jpg,data/processed/stanford_cars/clean_crops/train_05773.jpg,white,black,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,103,quality_ranked_fill,0.7877,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_05942,train,68,Chevrolet TrailBlazer SS 2009,train_05942.jpg,data/raw/stanford_cars/cars_train/05942.jpg,data/processed/stanford_cars/clean_crops/train_05942.jpg,white,black,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,74,quality_ranked_fill,0.7968,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_06150,train,169,Nissan NV Passenger Van 2012,train_06150.jpg,data/raw/stanford_cars/cars_train/06150.jpg,data/processed/stanford_cars/clean_crops/train_06150.jpg,white,black,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=other -> white; reason=other_wrong_audit,other,50,quality_ranked_fill,0.8033,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=other -> white; reason=other_wrong_audit
train_06236,train,23,Audi S4 Sedan 2012,train_06236.jpg,data/raw/stanford_cars/cars_train/06236.jpg,data/processed/stanford_cars/clean_crops/train_06236.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,81,quality_ranked_fill,0.7947,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_06365,train,172,Plymouth Neon Coupe 1999,train_06365.jpg,data/raw/stanford_cars/cars_train/06365.jpg,data/processed/stanford_cars/clean_crops/train_06365.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,75,quality_ranked_fill,0.7966,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_06414,train,120,GMC Yukon Hybrid SUV 2012,train_06414.jpg,data/raw/stanford_cars/cars_train/06414.jpg,data/processed/stanford_cars/clean_crops/train_06414.jpg,black,white,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit,blue,119,quality_ranked_fill,0.7832,yes,no,yes,yes,,prior_issue_flag | codex_second_review_correction: reviewed=blue -> black; reason=other_wrong_audit
train_06464,train,113,Ford F-150 Regular Cab 2012,train_06464.jpg,data/raw/stanford_cars/cars_train/06464.jpg,data/processed/stanford_cars/clean_crops/train_06464.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,100,quality_ranked_fill,0.7879,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_06880,train,72,Chevrolet Monte Carlo Coupe 2007,train_06880.jpg,data/raw/stanford_cars/cars_train/06880.jpg,data/processed/stanford_cars/clean_crops/train_06880.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,96,quality_ranked_fill,0.7893,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=blue
train_07139,train,64,Chevrolet Express Cargo Van 2007,train_07139.jpg,data/raw/stanford_cars/cars_train/07139.jpg,data/processed/stanford_cars/clean_crops/train_07139.jpg,white,black,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,gray,25,guaranteed_gray,0.8152,yes,no,yes,yes,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
train_07332,train,94,Dodge Durango SUV 2012,train_07332.jpg,data/raw/stanford_cars/cars_train/07332.jpg,data/processed/stanford_cars/clean_crops/train_07332.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,16,quality_ranked_fill,0.8211,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07371,train,84,Dodge Caliber Wagon 2007,train_07371.jpg,data/raw/stanford_cars/cars_train/07371.jpg,data/processed/stanford_cars/clean_crops/train_07371.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,56,quality_ranked_fill,0.802,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07790,train,102,Ferrari California Convertible 2012,train_07790.jpg,data/raw/stanford_cars/cars_train/07790.jpg,data/processed/stanford_cars/clean_crops/train_07790.jpg,red,blue,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,red,112,quality_ranked_fill,0.7864,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07828,train,119,GMC Savana Van 2012,train_07828.jpg,data/raw/stanford_cars/cars_train/07828.jpg,data/processed/stanford_cars/clean_crops/train_07828.jpg,white,black,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,white,4,guaranteed_white,0.8591,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_08107,train,79,Chrysler 300 SRT-8 2010,train_08107.jpg,data/raw/stanford_cars/cars_train/08107.jpg,data/processed/stanford_cars/clean_crops/train_08107.jpg,black,white,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=black,black,54,quality_ranked_fill,0.8028,no,no,yes,yes,,codex_single_review_contact_sheet_confirmed: reviewed=black
test_00392,test,121,GMC Acadia SUV 2012,test_00392.jpg,data/raw/stanford_cars/cars_test/00392.jpg,data/processed/stanford_cars/clean_crops/test_00392.jpg,silver,blue,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=silver,gray,118,quality_ranked_fill,0.7838,yes,no,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=silver
test_00601,test,81,Chrysler PT Cruiser Convertible 2008,test_00601.jpg,data/raw/stanford_cars/cars_test/00601.jpg,data/processed/stanford_cars/clean_crops/test_00601.jpg,other,red,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> other; reason=other_wrong_audit,blue,29,quality_ranked_fill,0.8109,yes,yes,no,no,ambiguous_true_color_excluded:other,prior_issue_flag | reviewer_check_needed | codex_second_review_correction: reviewed=blue -> other; reason=other_wrong_audit
test_01104,test,56,Chevrolet Corvette ZR1 2012,test_01104.jpg,data/raw/stanford_cars/cars_test/01104.jpg,data/processed/stanford_cars/clean_crops/test_01104.jpg,silver,blue,reviewed,white,codex_second_review_boundary_case,codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=white,gray,60,quality_ranked_fill,0.8008,yes,yes,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | reviewer_check_needed | codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=white
test_01195,test,195,Volvo XC90 SUV 2007,test_01195.jpg,data/raw/stanford_cars/cars_test/01195.jpg,data/processed/stanford_cars/clean_crops/test_01195.jpg,silver,blue,reviewed,gray,codex_second_review_boundary_case,codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=gray,gray,47,quality_ranked_fill,0.8046,yes,yes,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | reviewer_check_needed | codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=gray
test_01497,test,121,GMC Acadia SUV 2012,test_01497.jpg,data/raw/stanford_cars/cars_test/01497.jpg,data/processed/stanford_cars/clean_crops/test_01497.jpg,silver,blue,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=silver,gray,55,quality_ranked_fill,0.8026,yes,yes,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | reviewer_check_needed | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=silver | persistent_silver_white_boundary_after_v2_refresh
test_01536,test,146,Jeep Wrangler SUV 2012,test_01536.jpg,data/raw/stanford_cars/cars_test/01536.jpg,data/processed/stanford_cars/clean_crops/test_01536.jpg,silver,blue,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=silver,gray,26,quality_ranked_fill,0.8149,yes,no,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=silver
test_02874,test,49,Buick Verano Sedan 2012,test_02874.jpg,data/raw/stanford_cars/cars_test/02874.jpg,data/processed/stanford_cars/clean_crops/test_02874.jpg,other,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=other,other,8,guaranteed_other,0.8371,no,yes,no,no,ambiguous_true_color_excluded:other,reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=other
test_03269,test,126,Honda Odyssey Minivan 2012,test_03269.jpg,data/raw/stanford_cars/cars_test/03269.jpg,data/processed/stanford_cars/clean_crops/test_03269.jpg,blue,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=blue,blue,41,quality_ranked_fill,0.8059,no,no,no,no,dark_low_saturation_color_boundary_case,codex_single_review_contact_sheet_confirmed: reviewed=blue
test_04145,test,195,Volvo XC90 SUV 2007,test_04145.jpg,data/raw/stanford_cars/cars_test/04145.jpg,data/processed/stanford_cars/clean_crops/test_04145.jpg,other,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=other,other,32,quality_ranked_fill,0.81,no,yes,no,no,ambiguous_true_color_excluded:other,reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=other
test_06162,test,11,Aston Martin Virage Coupe 2012,test_06162.jpg,data/raw/stanford_cars/cars_test/06162.jpg,data/processed/stanford_cars/clean_crops/test_06162.jpg,other,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=other,other,77,quality_ranked_fill,0.7958,no,yes,no,no,ambiguous_true_color_excluded:other,reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=other
test_06418,test,145,Jeep Patriot SUV 2012,test_06418.jpg,data/raw/stanford_cars/cars_test/06418.jpg,data/processed/stanford_cars/clean_crops/test_06418.jpg,other,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=other,other,39,quality_ranked_fill,0.8063,no,yes,no,no,ambiguous_true_color_excluded:other,reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=other
test_06909,test,185,Tesla Model S Sedan 2012,test_06909.jpg,data/raw/stanford_cars/cars_test/06909.jpg,data/processed/stanford_cars/clean_crops/test_06909.jpg,silver,blue,reviewed,white,codex_second_review_boundary_case,codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=white,gray,37,quality_ranked_fill,0.8073,yes,yes,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | reviewer_check_needed | codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=white
train_00483,train,90,Dodge Dakota Crew Cab 2010,train_00483.jpg,data/raw/stanford_cars/cars_train/00483.jpg,data/processed/stanford_cars/clean_crops/train_00483.jpg,other,red,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=yellow -> reviewed=other,yellow,51,guaranteed_yellow,0.8032,yes,yes,no,no,ambiguous_true_color_excluded:other,prior_issue_flag | reviewer_check_needed | codex_single_review_contact_sheet_correction: provisional=yellow -> reviewed=other
train_01310,train,172,Plymouth Neon Coupe 1999,train_01310.jpg,data/raw/stanford_cars/cars_train/01310.jpg,data/processed/stanford_cars/clean_crops/train_01310.jpg,green,yellow,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> green; reason=other_wrong_audit,blue,101,quality_ranked_fill,0.7878,yes,no,no,no,dark_low_saturation_color_boundary_case,prior_issue_flag | codex_second_review_correction: reviewed=blue -> green; reason=other_wrong_audit
train_01358,train,59,Chevrolet Camaro Convertible 2012,train_01358.jpg,data/raw/stanford_cars/cars_train/01358.jpg,data/processed/stanford_cars/clean_crops/train_01358.jpg,silver,blue,reviewed,gray,codex_second_review_boundary_case,codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=gray,gray,106,quality_ranked_fill,0.7871,yes,yes,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | reviewer_check_needed | codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=gray
train_01446,train,144,Jaguar XK XKR 2012,train_01446.jpg,data/raw/stanford_cars/cars_train/01446.jpg,data/processed/stanford_cars/clean_crops/train_01446.jpg,silver,blue,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=white -> reviewed=silver,white,7,quality_ranked_fill,0.853,yes,yes,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | reviewer_check_needed | codex_single_review_contact_sheet_correction: provisional=white -> reviewed=silver | persistent_silver_white_boundary_after_v2_refresh
train_02408,train,154,Land Rover Range Rover SUV 2012,train_02408.jpg,data/raw/stanford_cars/cars_train/02408.jpg,data/processed/stanford_cars/clean_crops/train_02408.jpg,green,yellow,reviewed,,codex_second_review_corrected,codex_second_review_correction: reviewed=blue -> green; reason=other_wrong_audit,blue,109,quality_ranked_fill,0.7869,yes,no,no,no,dark_low_saturation_color_boundary_case,prior_issue_flag | codex_second_review_correction: reviewed=blue -> green; reason=other_wrong_audit
train_02901,train,37,BMW X3 SUV 2012,train_02901.jpg,data/raw/stanford_cars/cars_train/02901.jpg,data/processed/stanford_cars/clean_crops/train_02901.jpg,silver,blue,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=silver,gray,42,quality_ranked_fill,0.8059,yes,no,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=silver
train_03515,train,144,Jaguar XK XKR 2012,train_03515.jpg,data/raw/stanford_cars/cars_train/03515.jpg,data/processed/stanford_cars/clean_crops/train_03515.jpg,silver,blue,reviewed,,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=white -> reviewed=silver,white,99,quality_ranked_fill,0.788,yes,no,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=white -> reviewed=silver
train_05584,train,34,BMW M3 Coupe 2012,train_05584.jpg,data/raw/stanford_cars/cars_train/05584.jpg,data/processed/stanford_cars/clean_crops/train_05584.jpg,silver,blue,reviewed,gray,codex_second_review_boundary_case,codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=gray,blue,22,quality_ranked_fill,0.8164,yes,yes,no,no,ambiguous_true_color_excluded:silver,prior_issue_flag | reviewer_check_needed | codex_second_review_boundary_case: reviewed=silver; acceptable_true_colors=gray
train_06345,train,52,Cadillac SRX SUV 2012,train_06345.jpg,data/raw/stanford_cars/cars_train/06345.jpg,data/processed/stanford_cars/clean_crops/train_06345.jpg,gray,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=gray,gray,49,quality_ranked_fill,0.804,no,no,no,no,ambiguous_true_color_excluded:gray,codex_single_review_contact_sheet_confirmed: reviewed=gray
train_06380,train,160,McLaren MP4-12C Coupe 2012,train_06380.jpg,data/raw/stanford_cars/cars_train/06380.jpg,data/processed/stanford_cars/clean_crops/train_06380.jpg,other,red,reviewed,,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=other,other,2,guaranteed_other,0.8751,no,yes,no,no,ambiguous_true_color_excluded:other,reviewer_check_needed | codex_single_review_contact_sheet_confirmed: reviewed=other
