image_id,split,class_id,class_name,file_name,source_image_path,original_path,cropped_path,width,height,original_width,original_height,bbox,bbox_xywh,bbox_area_ratio,bbox_width,bbox_height,aspect_ratio,crop_box,crop_width,crop_height,crop_fill_ratio,target_short_edge,cropped_width,cropped_height,true_color,estimated_color,preliminary_color_guess,color_confidence,needs_manual_review,foreground_dominant_share,background_complexity,quality_score,keep,drop,keep_or_drop,keep_reason,passed_clean_filters,filter_fail_reasons,crop_source,mask_source,focus_pixel_count,score_summary,notes,manual_exclusion_reason,duplicate_group_id,duplicate_canonical_image_id
test_02011,test,6,Acura Integra Type R 2001,test_02011.jpg,data/raw/stanford_cars/cars_test/02011.jpg,data/raw/stanford_cars/cars_test/02011.jpg,,600,400,600,400,"[30, 27, 552, 306]","[30, 27, 522, 279]",0.6068,522,279,1.871,"[0, 0, 600, 356]",600,356,0.6818,256,,,yellow,yellow,yellow,0.907,0,0.103,0.7248,0.7129,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('yellow', 5006.24684446305), ('orange', 357.6514252871275)]; dominant_share=0.086","body_core=chromatic; top_scores=[('yellow', 5006.24684446305), ('orange', 357.6514252871275)]; dominant_share=0.086",,,
test_02013,test,127,Honda Odyssey Minivan 2007,test_02013.jpg,data/raw/stanford_cars/cars_test/02013.jpg,data/raw/stanford_cars/cars_test/02013.jpg,,625,417,625,417,"[28, 37, 599, 350]","[28, 37, 571, 313]",0.6857,571,313,1.8243,"[0, 0, 625, 406]",625,406,0.7043,256,,,white,white,white,0.886,0,0.1749,0.5981,0.7338,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.757; dominant_share=0.286,body_core=neutral_bright; bright_neutral=0.757; dominant_share=0.286,,,
test_02016,test,183,Suzuki SX4 Hatchback 2012,test_02016.jpg,data/raw/stanford_cars/cars_test/02016.jpg,data/raw/stanford_cars/cars_test/02016.jpg,,1600,1200,1600,1200,"[136, 367, 1546, 1177]","[136, 367, 1410, 810]",0.5948,1410,810,1.7407,"[0, 221, 1600, 1200]",1600,979,0.7291,256,,,gray,gray,gray,0.821,0,0.0963,0.4258,0.7463,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.953; mean_value=0.556; dominant_share=0.096,body_core=neutral_mid; total_neutral=0.953; mean_value=0.556; dominant_share=0.096,,,
test_02022,test,47,Buick Regal GS 2012,test_02022.jpg,data/raw/stanford_cars/cars_test/02022.jpg,data/raw/stanford_cars/cars_test/02022.jpg,,750,469,750,469,"[111, 82, 674, 381]","[111, 82, 563, 299]",0.4786,563,299,1.8829,"[10, 28, 750, 435]",740,407,0.5589,256,,,black,black,black,0.803,0,0.2888,0.63,0.6554,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_dark; dark_neutral=0.411; dominant_share=0.275,body_core=neutral_dark; dark_neutral=0.411; dominant_share=0.275,,,
test_02023,test,86,Dodge Ram Pickup 3500 Crew Cab 2010,test_02023.jpg,data/raw/stanford_cars/cars_test/02023.jpg,data/raw/stanford_cars/cars_test/02023.jpg,,640,480,640,480,"[3, 77, 623, 434]","[3, 77, 620, 357]",0.7205,620,357,1.7367,"[0, 13, 640, 480]",640,467,0.7406,256,,,white,white,white,0.808,0,0.1357,0.5329,0.7385,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.449; dominant_share=0.153,body_core=neutral_bright; bright_neutral=0.449; dominant_share=0.153,,,
test_02024,test,14,Audi TTS Coupe 2012,test_02024.jpg,data/raw/stanford_cars/cars_test/02024.jpg,data/raw/stanford_cars/cars_test/02024.jpg,data/processed/stanford_cars/clean_crops/test_02024.jpg,600,400,600,400,"[31, 72, 579, 383]","[31, 72, 548, 311]",0.7101,548,311,1.7621,"[0, 16, 600, 400]",600,384,0.7397,256,400,256,white,white,white,0.838,0,0.1727,0.369,0.7634,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.524; dominant_share=0.272,body_core=neutral_bright; bright_neutral=0.524; dominant_share=0.272,,,
test_02050,test,7,Acura ZDX Hatchback 2012,test_02050.jpg,data/raw/stanford_cars/cars_test/02050.jpg,data/raw/stanford_cars/cars_test/02050.jpg,data/processed/stanford_cars/clean_crops/test_02050.jpg,640,410,640,410,"[10, 42, 621, 362]","[10, 42, 611, 320]",0.7451,611,320,1.9094,"[0, 0, 640, 410]",640,410,0.7451,256,400,256,other,brown,other,0.837,0,0.0733,0.3816,0.7633,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('brown', 1411.0613802224398), ('red', 453.9448165297508)]; dominant_share=0.091","body_core=chromatic; top_scores=[('brown', 1411.0613802224398), ('red', 453.9448165297508)]; dominant_share=0.091",,,
test_02064,test,183,Suzuki SX4 Hatchback 2012,test_02064.jpg,data/raw/stanford_cars/cars_test/02064.jpg,data/raw/stanford_cars/cars_test/02064.jpg,,1600,1062,1600,1062,"[126, 216, 1469, 997]","[126, 216, 1343, 781]",0.6173,1343,781,1.7196,"[0, 75, 1600, 1062]",1600,987,0.6642,256,,,red,red,red,0.941,0,0.0706,0.5146,0.7329,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 7435.751104742289), ('orange', 69.22900095582008)]; dominant_share=0.079","body_core=chromatic; top_scores=[('red', 7435.751104742289), ('orange', 69.22900095582008)]; dominant_share=0.079",,,
test_02065,test,182,Suzuki Kizashi Sedan 2012,test_02065.jpg,data/raw/stanford_cars/cars_test/02065.jpg,data/raw/stanford_cars/cars_test/02065.jpg,,1289,768,1289,768,"[157, 116, 1138, 654]","[157, 116, 981, 538]",0.5331,981,538,1.8234,"[0, 19, 1289, 751]",1289,732,0.5594,256,,,blue,blue,blue,0.807,0,0.1006,0.3156,0.6561,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 651.6857488378882), ('red', 291.5160391777754)]; dominant_share=0.111","body_core=chromatic; top_scores=[('blue', 651.6857488378882), ('red', 291.5160391777754)]; dominant_share=0.111",,,
test_02066,test,90,Dodge Dakota Crew Cab 2010,test_02066.jpg,data/raw/stanford_cars/cars_test/02066.jpg,data/raw/stanford_cars/cars_test/02066.jpg,,625,468,625,468,"[63, 102, 579, 400]","[63, 102, 516, 298]",0.5257,516,298,1.7315,"[0, 48, 625, 454]",625,406,0.606,256,,,gray,gray,gray,0.821,0,0.221,0.4255,0.6875,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.859; mean_value=0.413; dominant_share=0.259,body_core=neutral_mid; total_neutral=0.859; mean_value=0.413; dominant_share=0.259,,,
test_02075,test,170,Nissan Juke Hatchback 2012,test_02075.jpg,data/raw/stanford_cars/cars_test/02075.jpg,data/raw/stanford_cars/cars_test/02075.jpg,,1024,684,1024,684,"[47, 38, 982, 577]","[47, 38, 935, 539]",0.7195,935,539,1.7347,"[0, 0, 1024, 674]",1024,674,0.7302,256,,,white,white,white,0.81,0,0.2238,0.495,0.7503,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.444; dominant_share=0.175,body_core=neutral_bright; bright_neutral=0.444; dominant_share=0.175,,,
test_02077,test,94,Dodge Durango SUV 2012,test_02077.jpg,data/raw/stanford_cars/cars_test/02077.jpg,data/raw/stanford_cars/cars_test/02077.jpg,,710,440,710,440,"[108, 73, 635, 367]","[108, 73, 527, 294]",0.496,527,294,1.7925,"[13, 20, 710, 420]",697,400,0.5557,256,,,gray,gray,gray,0.792,0,0.2713,0.7112,0.6389,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.663; mean_value=0.261; dominant_share=0.331,body_core=neutral_mid; total_neutral=0.663; mean_value=0.261; dominant_share=0.331,,,
test_02081,test,137,Hyundai Genesis Sedan 2012,test_02081.jpg,data/raw/stanford_cars/cars_test/02081.jpg,data/raw/stanford_cars/cars_test/02081.jpg,,750,469,750,469,"[58, 90, 674, 438]","[58, 90, 616, 348]",0.6094,616,348,1.7701,"[0, 27, 750, 469]",750,442,0.6467,256,,,gray,gray,gray,0.804,0,0.1226,0.7027,0.6669,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.851; mean_value=0.594; dominant_share=0.113,body_core=neutral_mid; total_neutral=0.851; mean_value=0.594; dominant_share=0.113,,,
test_02091,test,87,Dodge Ram Pickup 3500 Quad Cab 2009,test_02091.jpg,data/raw/stanford_cars/cars_test/02091.jpg,data/raw/stanford_cars/cars_test/02091.jpg,,640,478,640,478,"[38, 88, 599, 404]","[38, 88, 561, 316]",0.5795,561,316,1.7753,"[0, 31, 640, 461]",640,430,0.6442,256,,,blue,blue,blue,0.938,0,0.1278,0.5471,0.7187,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 999.0704092755914), ('orange', 29.418227970600128)]; dominant_share=0.137","body_core=chromatic; top_scores=[('blue', 999.0704092755914), ('orange', 29.418227970600128)]; dominant_share=0.137",,,
test_02099,test,13,Audi A5 Coupe 2012,test_02099.jpg,data/raw/stanford_cars/cars_test/02099.jpg,data/raw/stanford_cars/cars_test/02099.jpg,,1024,768,1024,768,"[36, 99, 967, 610]","[36, 99, 931, 511]",0.6049,931,511,1.8219,"[0, 7, 1024, 702]",1024,695,0.6685,256,,,gray,gray,gray,0.809,0,0.1722,0.4914,0.7023,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.862; mean_value=0.555; dominant_share=0.138,body_core=neutral_mid; total_neutral=0.862; mean_value=0.555; dominant_share=0.138,,,
test_02112,test,43,Bentley Continental GT Coupe 2007,test_02112.jpg,data/raw/stanford_cars/cars_test/02112.jpg,data/raw/stanford_cars/cars_test/02112.jpg,,580,364,580,364,"[39, 68, 543, 348]","[39, 68, 504, 280]",0.6684,504,280,1.8,"[0, 18, 580, 364]",580,346,0.7032,256,,,gray,gray,gray,0.769,0,0.1499,0.5934,0.7015,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.655; mean_value=0.414; dominant_share=0.111,body_core=neutral_mid; total_neutral=0.655; mean_value=0.414; dominant_share=0.111,,,
test_02121,test,160,McLaren MP4-12C Coupe 2012,test_02121.jpg,data/raw/stanford_cars/cars_test/02121.jpg,data/raw/stanford_cars/cars_test/02121.jpg,,986,603,986,603,"[334, 208, 832, 486]","[334, 208, 498, 278]",0.2329,498,278,1.7914,"[244, 158, 922, 536]",678,378,0.5402,256,,,other,orange,other,0.867,0,0.0916,0.5772,0.5039,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('orange', 9024.001697480679), ('brown', 1917.6618385910988)]; dominant_share=0.098","body_core=chromatic; top_scores=[('orange', 9024.001697480679), ('brown', 1917.6618385910988)]; dominant_share=0.098",,,
test_02131,test,15,Audi R8 Coupe 2012,test_02131.jpg,data/raw/stanford_cars/cars_test/02131.jpg,data/raw/stanford_cars/cars_test/02131.jpg,,800,600,800,600,"[7, 100, 783, 520]","[7, 100, 776, 420]",0.679,776,420,1.8476,"[0, 24, 800, 596]",800,572,0.7122,256,,,white,white,white,0.814,0,0.083,0.5376,0.7237,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.492; dominant_share=0.128,body_core=neutral_bright; bright_neutral=0.492; dominant_share=0.128,,,
test_02143,test,17,Audi 100 Sedan 1994,test_02143.jpg,data/raw/stanford_cars/cars_test/02143.jpg,data/raw/stanford_cars/cars_test/02143.jpg,,800,495,800,495,"[13, 26, 796, 479]","[13, 26, 783, 453]",0.8957,783,453,1.7285,"[0, 0, 800, 495]",800,495,0.8957,256,,,white,white,white,0.812,0,0.1414,0.7365,0.7418,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.441; dominant_share=0.195,body_core=neutral_bright; bright_neutral=0.441; dominant_share=0.195,,,
test_02180,test,66,Chevrolet Cobalt SS 2010,test_02180.jpg,data/raw/stanford_cars/cars_test/02180.jpg,data/raw/stanford_cars/cars_test/02180.jpg,,960,720,960,720,"[44, 147, 860, 590]","[44, 147, 816, 443]",0.523,816,443,1.842,"[0, 67, 960, 670]",960,603,0.6245,256,,,yellow,yellow,yellow,0.93,0,0.0834,0.6419,0.6951,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('yellow', 9181.12615416199), ('brown', 393.74752302467823)]; dominant_share=0.111","body_core=chromatic; top_scores=[('yellow', 9181.12615416199), ('brown', 393.74752302467823)]; dominant_share=0.111",,,
test_02182,test,6,Acura Integra Type R 2001,test_02182.jpg,data/raw/stanford_cars/cars_test/02182.jpg,data/raw/stanford_cars/cars_test/02182.jpg,data/processed/stanford_cars/clean_crops/test_02182.jpg,1024,768,1024,768,"[26, 132, 1009, 675]","[26, 132, 983, 543]",0.6787,983,543,1.8103,"[0, 34, 1024, 768]",1024,734,0.7102,256,357,256,yellow,yellow,yellow,0.937,0,0.2105,0.5954,0.7616,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('yellow', 8719.58094277978), ('red', 354.0962023213506)]; dominant_share=0.210","body_core=chromatic; top_scores=[('yellow', 8719.58094277978), ('red', 354.0962023213506)]; dominant_share=0.210",,,
test_02207,test,112,Ford GT Coupe 2006,test_02207.jpg,data/raw/stanford_cars/cars_test/02207.jpg,data/raw/stanford_cars/cars_test/02207.jpg,,1000,667,1000,667,"[219, 263, 816, 586]","[219, 263, 597, 323]",0.2891,597,323,1.8483,"[112, 205, 923, 644]",811,439,0.5416,256,,,white,white,white,0.806,0,0.1986,0.5688,0.5517,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.452; dominant_share=0.131,body_core=neutral_bright; bright_neutral=0.452; dominant_share=0.131,,,
test_02225,test,66,Chevrolet Cobalt SS 2010,test_02225.jpg,data/raw/stanford_cars/cars_test/02225.jpg,data/raw/stanford_cars/cars_test/02225.jpg,,700,469,700,469,"[46, 55, 665, 391]","[46, 55, 619, 336]",0.6335,619,336,1.8423,"[0, 0, 700, 451]",700,451,0.6588,256,,,yellow,yellow,yellow,0.955,0,0.1641,0.5759,0.7286,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('yellow', 13011.736512310803), ('brown', 108.66896376758814)]; dominant_share=0.234","body_core=chromatic; top_scores=[('yellow', 13011.736512310803), ('brown', 108.66896376758814)]; dominant_share=0.234",,,
test_02227,test,117,Ford Fiesta Sedan 2012,test_02227.jpg,data/raw/stanford_cars/cars_test/02227.jpg,data/raw/stanford_cars/cars_test/02227.jpg,,1024,768,1024,768,"[72, 214, 976, 723]","[72, 214, 904, 509]",0.5851,904,509,1.776,"[0, 122, 1024, 768]",1024,646,0.6956,256,,,white,white,white,0.879,0,0.2536,0.5258,0.7568,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.656; dominant_share=0.396,body_core=neutral_bright; bright_neutral=0.656; dominant_share=0.396,,,
test_02240,test,163,Mercedes-Benz SL-Class Coupe 2009,test_02240.jpg,data/raw/stanford_cars/cars_test/02240.jpg,data/raw/stanford_cars/cars_test/02240.jpg,,1920,1440,1920,1440,"[469, 638, 1596, 1293]","[469, 638, 1127, 655]",0.267,1127,655,1.7206,"[266, 520, 1799, 1411]",1533,891,0.5404,256,,,blue,blue,blue,0.797,0,0.0913,0.517,0.5241,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 1690.3993618488312), ('red', 713.8676484376192)]; dominant_share=0.118","body_core=chromatic; top_scores=[('blue', 1690.3993618488312), ('red', 713.8676484376192)]; dominant_share=0.118",,,
test_02247,test,160,McLaren MP4-12C Coupe 2012,test_02247.jpg,data/raw/stanford_cars/cars_test/02247.jpg,data/raw/stanford_cars/cars_test/02247.jpg,,628,405,628,405,"[28, 54, 588, 367]","[28, 54, 560, 313]",0.6892,560,313,1.7891,"[0, 0, 628, 405]",628,405,0.6892,256,,,other,orange,other,0.912,0,0.1733,0.5006,0.7424,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('orange', 6425.386804267764), ('brown', 442.80795623362064)]; dominant_share=0.084","body_core=chromatic; top_scores=[('orange', 6425.386804267764), ('brown', 442.80795623362064)]; dominant_share=0.084",,,
test_02252,test,108,Ford Freestar Minivan 2007,test_02252.jpg,data/raw/stanford_cars/cars_test/02252.jpg,data/raw/stanford_cars/cars_test/02252.jpg,,700,700,700,700,"[64, 257, 656, 570]","[64, 257, 592, 313]",0.3782,592,313,1.8914,"[0, 201, 700, 626]",700,425,0.6228,256,,,other,orange,other,0.709,0,0.2078,0.6442,0.6394,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('orange', 950.5825747996569), ('brown', 731.6288606077433)]; dominant_share=0.149","body_core=chromatic; top_scores=[('orange', 950.5825747996569), ('brown', 731.6288606077433)]; dominant_share=0.149",,,
test_02274,test,155,Land Rover LR2 SUV 2012,test_02274.jpg,data/raw/stanford_cars/cars_test/02274.jpg,data/raw/stanford_cars/cars_test/02274.jpg,,640,480,640,480,"[45, 138, 605, 445]","[45, 138, 560, 307]",0.5596,560,307,1.8241,"[0, 83, 640, 480]",640,397,0.6766,256,,,gray,gray,gray,0.813,0,0.1663,0.7603,0.6812,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.887; mean_value=0.444; dominant_share=0.136,body_core=neutral_mid; total_neutral=0.887; mean_value=0.444; dominant_share=0.136,,,
test_02275,test,155,Land Rover LR2 SUV 2012,test_02275.jpg,data/raw/stanford_cars/cars_test/02275.jpg,data/raw/stanford_cars/cars_test/02275.jpg,,640,480,640,480,"[33, 73, 606, 411]","[33, 73, 573, 338]",0.6304,573,338,1.6953,"[0, 12, 640, 472]",640,460,0.6579,256,,,red,red,red,0.9,0,0.2018,0.2859,0.7467,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 206.2571766898036), ('blue', 37.94024536758661)]; dominant_share=0.298","body_core=chromatic; top_scores=[('red', 206.2571766898036), ('blue', 37.94024536758661)]; dominant_share=0.298",,,
test_02278,test,168,Nissan Leaf Hatchback 2012,test_02278.jpg,data/raw/stanford_cars/cars_test/02278.jpg,data/raw/stanford_cars/cars_test/02278.jpg,,640,480,640,480,"[30, 114, 606, 449]","[30, 114, 576, 335]",0.6281,576,335,1.7194,"[0, 54, 640, 480]",640,426,0.7077,256,,,blue,blue,blue,0.951,0,0.0836,0.5367,0.7587,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 8019.481202363968), ('orange', 10.85678344964981)]; dominant_share=0.142","body_core=chromatic; top_scores=[('blue', 8019.481202363968), ('orange', 10.85678344964981)]; dominant_share=0.142",,,
test_02283,test,59,Chevrolet Camaro Convertible 2012,test_02283.jpg,data/raw/stanford_cars/cars_test/02283.jpg,data/raw/stanford_cars/cars_test/02283.jpg,,640,480,640,480,"[24, 103, 561, 387]","[24, 103, 537, 284]",0.4964,537,284,1.8908,"[0, 52, 640, 438]",640,386,0.6173,256,,,red,red,red,0.944,0,0.175,0.4639,0.7115,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 5578.508520193398), ('blue', 97.86976420134306)]; dominant_share=0.171","body_core=chromatic; top_scores=[('red', 5578.508520193398), ('blue', 97.86976420134306)]; dominant_share=0.171",,,
test_02310,test,98,Eagle Talon Hatchback 1998,test_02310.jpg,data/raw/stanford_cars/cars_test/02310.jpg,data/raw/stanford_cars/cars_test/02310.jpg,,2539,1682,2539,1682,"[283, 333, 2049, 1305]","[283, 333, 1766, 972]",0.4019,1766,972,1.8169,"[0, 158, 2367, 1480]",2367,1322,0.5486,256,,,white,white,white,0.917,0,0.3577,0.5593,0.7114,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.726; dominant_share=0.596,body_core=neutral_bright; bright_neutral=0.726; dominant_share=0.596,,,
test_02318,test,187,Toyota Camry Sedan 2012,test_02318.jpg,data/raw/stanford_cars/cars_test/02318.jpg,data/raw/stanford_cars/cars_test/02318.jpg,,640,480,640,480,"[20, 103, 607, 426]","[20, 103, 587, 323]",0.6172,587,323,1.8173,"[0, 45, 640, 480]",640,435,0.681,256,,,white,white,white,0.868,0,0.1788,0.6151,0.7138,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.730; dominant_share=0.183,body_core=neutral_bright; bright_neutral=0.730; dominant_share=0.183,,,
test_02333,test,145,Jeep Patriot SUV 2012,test_02333.jpg,data/raw/stanford_cars/cars_test/02333.jpg,data/raw/stanford_cars/cars_test/02333.jpg,,1280,853,1280,853,"[413, 255, 1206, 671]","[413, 255, 793, 416]",0.3021,793,416,1.9062,"[270, 180, 1280, 746]",1010,566,0.5771,256,,,gray,gray,gray,0.781,0,0.2953,0.5163,0.6125,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.653; mean_value=0.391; dominant_share=0.231,body_core=neutral_mid; total_neutral=0.653; mean_value=0.391; dominant_share=0.231,,,
test_02366,test,193,Volvo C30 Hatchback 2012,test_02366.jpg,data/raw/stanford_cars/cars_test/02366.jpg,data/raw/stanford_cars/cars_test/02366.jpg,,704,528,704,528,"[120, 105, 631, 398]","[120, 105, 511, 293]",0.4028,511,293,1.744,"[28, 52, 704, 451]",676,399,0.5551,256,,,white,white,white,0.849,0,0.1932,0.6149,0.6387,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.581; dominant_share=0.278,body_core=neutral_bright; bright_neutral=0.581; dominant_share=0.278,,,
test_02377,test,193,Volvo C30 Hatchback 2012,test_02377.jpg,data/raw/stanford_cars/cars_test/02377.jpg,data/raw/stanford_cars/cars_test/02377.jpg,,660,400,660,400,"[34, 39, 611, 370]","[34, 39, 577, 331]",0.7234,577,331,1.7432,"[0, 0, 660, 400]",660,400,0.7234,256,,,red,red,red,0.845,0,0.0599,0.5919,0.7332,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 2646.155431084335), ('orange', 754.5125840380788)]; dominant_share=0.060","body_core=chromatic; top_scores=[('red', 2646.155431084335), ('orange', 754.5125840380788)]; dominant_share=0.060",,,
test_02378,test,75,Chevrolet Silverado 1500 Regular Cab 2012,test_02378.jpg,data/raw/stanford_cars/cars_test/02378.jpg,data/raw/stanford_cars/cars_test/02378.jpg,,640,480,640,480,"[24, 79, 624, 409]","[24, 79, 600, 330]",0.6445,600,330,1.8182,"[0, 20, 640, 468]",640,448,0.6906,256,,,gray,gray,gray,0.756,0,0.1255,0.5803,0.6914,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.580; mean_value=0.427; dominant_share=0.119,body_core=neutral_mid; total_neutral=0.580; mean_value=0.427; dominant_share=0.119,,,
test_02396,test,189,Toyota 4Runner SUV 2012,test_02396.jpg,data/raw/stanford_cars/cars_test/02396.jpg,data/raw/stanford_cars/cars_test/02396.jpg,,625,468,625,468,"[5, 57, 584, 389]","[5, 57, 579, 332]",0.6572,579,332,1.744,"[0, 0, 625, 449]",625,449,0.685,256,,,black,black,black,0.824,0,0.2696,0.5571,0.7363,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_dark; dark_neutral=0.470; dominant_share=0.338,body_core=neutral_dark; dark_neutral=0.470; dominant_share=0.338,,,
test_02399,test,61,Chevrolet Impala Sedan 2007,test_02399.jpg,data/raw/stanford_cars/cars_test/02399.jpg,data/raw/stanford_cars/cars_test/02399.jpg,,800,600,800,600,"[115, 105, 756, 444]","[115, 105, 641, 339]",0.4527,641,339,1.8909,"[0, 44, 800, 505]",800,461,0.5892,256,,,blue,blue,blue,0.915,0,0.1514,0.6167,0.6718,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 1225.7146636769176), ('yellow', 77.33455440402031)]; dominant_share=0.129","body_core=chromatic; top_scores=[('blue', 1225.7146636769176), ('yellow', 77.33455440402031)]; dominant_share=0.129",,,
test_02405,test,85,Dodge Caravan Minivan 1997,test_02405.jpg,data/raw/stanford_cars/cars_test/02405.jpg,data/raw/stanford_cars/cars_test/02405.jpg,data/processed/stanford_cars/clean_crops/test_02405.jpg,968,572,968,572,"[17, 45, 952, 550]","[17, 45, 935, 505]",0.8528,935,505,1.8515,"[0, 0, 968, 572]",968,572,0.8528,256,433,256,red,red,red,0.93,0,0.0663,0.5142,0.7977,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 3267.370054677129), ('blue', 128.00462791323662)]; dominant_share=0.085","body_core=chromatic; top_scores=[('red', 3267.370054677129), ('blue', 128.00462791323662)]; dominant_share=0.085",,,
test_02413,test,107,Ford Mustang Convertible 2007,test_02413.jpg,data/raw/stanford_cars/cars_test/02413.jpg,data/raw/stanford_cars/cars_test/02413.jpg,,3456,2592,3456,2592,"[215, 403, 3299, 2075]","[215, 403, 3084, 1672]",0.5756,3084,1672,1.8445,"[0, 102, 3456, 2376]",3456,2274,0.6561,256,,,gray,gray,gray,0.799,0,0.0982,0.4483,0.696,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.827; mean_value=0.598; dominant_share=0.104,body_core=neutral_mid; total_neutral=0.827; mean_value=0.598; dominant_share=0.104,,,
test_02415,test,13,Audi A5 Coupe 2012,test_02415.jpg,data/raw/stanford_cars/cars_test/02415.jpg,data/raw/stanford_cars/cars_test/02415.jpg,,640,480,640,480,"[56, 59, 608, 378]","[56, 59, 552, 319]",0.5732,552,319,1.7304,"[0, 2, 640, 435]",640,433,0.6354,256,,,gray,gray,gray,0.829,0,0.1277,0.4985,0.6867,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.977; mean_value=0.392; dominant_share=0.134,body_core=neutral_mid; total_neutral=0.977; mean_value=0.392; dominant_share=0.134,,,
