review_id,image_file,audit_row_id,target_row_id,sample_id,image_id,image_path,model,condition,robustness_variant,audit_source_module,true_color,false_prompt_color,model_output,source_dataset,is_conflict_aligned,is_faithful,audit_group,parsed_label,match_strategy,review_status,body_color_visible,visual_clarity,body_color_salience,specular_reflection,shadow_or_night_effect,background_color_bias,multi_car_interference,occlusion,include_in_validity_analysis,audit_notes,reviewer_initials,row_complete,analysis_inclusion
VC-056,images/VC-056.jpg,audit_048,target_014_main_original_C3_vcor_test_blue_fc0797898c,vcor_test_blue_fc0797898c_C3_presupposition_correction_allowed,vcor_test_blue_fc0797898c,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_fc0797898c.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,blue,red,Red,VCoR,True,False,target_conflict_flip,red,target_case,complete,yes,clear,high,moderate,none_minor,moderate,none,none,include,,Yutong Liu,Complete,include
VC-057,images/VC-057.jpg,audit_055,target_010_main_original_C3_train_05773,train_05773_C3_presupposition_correction_allowed,train_05773,data/processed/stanford_cars/clean_crops/train_05773.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,StanfordCars,True,False,target_conflict_flip,black,target_case,complete,yes,clear,medium,moderate,none_minor,moderate,none,none,include,,Yutong Liu,Complete,include
VC-058,images/VC-058.jpg,audit_027,target_029_main_original_C4_train_08107,train_05311_C4_stronger_open_conflict,train_05311,data/processed/stanford_cars/clean_crops/train_05311.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,,control_for_main_original_C4,black,white,Black,StanfordCars,False,True,matched_faithful_control,black,matched_true_color_source_condition,complete,partly,moderate,high,strong,moderate,none_minor,none,moderate,include,"Rear-only view limits visible body area and has strong reflections, but the primary black colour remains judgeable.",Yutong Liu,Complete,include
VC-059,images/VC-059.jpg,audit_079,target_039_wording_variant_C3_v2_train_08107,train_08107__C3_v2,train_08107,data/processed/stanford_cars/clean_crops/train_08107.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,wording_variant_C3_v2,black,white,White,StanfordCars,True,False,target_conflict_flip,white,target_case,complete,yes,moderate,high,strong,none_minor,moderate,present,none,include,Exhibition lighting creates strong reflections; other display vehicles are visible behind the primary black car.,Yutong Liu,Complete,include
VC-060,images/VC-060.jpg,audit_044,target_012_main_original_C3_train_08107,train_08107_C3_presupposition_correction_allowed,train_08107,data/processed/stanford_cars/clean_crops/train_08107.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,black,white,White,StanfordCars,True,False,target_conflict_flip,white,target_case,complete,yes,moderate,high,strong,none_minor,moderate,present,none,include,Exhibition lighting creates strong reflections; other display vehicles are visible behind the primary black car.,Yutong Liu,Complete,include
VC-061,images/VC-061.jpg,audit_070,target_030_main_original_C4_vcor_test_black_9be75bffb3,vcor_test_black_9be75bffb3_C4_stronger_open_conflict,vcor_test_black_9be75bffb3,data_external/vcor_selected/candidate_pool/black/vcor_test_black_9be75bffb3.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,black,white,White,VCoR,True,False,target_conflict_flip,white,target_case,complete,yes,clear,high,moderate,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-062,images/VC-062.jpg,audit_042,target_001_main_original_C3_test_03234,test_03234_C3_presupposition_correction_allowed,test_03234,data/processed/stanford_cars/clean_crops/test_03234.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,black,white,White,StanfordCars,True,False,target_conflict_flip,white,target_case,complete,yes,clear,high,moderate,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-063,images/VC-063.jpg,audit_020,target_023_main_original_C3_vcor_train_white_422cd72c41,vcor_train_white_23346783ff_C3_presupposition_correction_allowed,vcor_train_white_23346783ff,data_external/vcor_selected/candidate_pool/white/vcor_train_white_23346783ff.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,white,black,White,VCoR,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,clear,medium,none_minor,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-064,images/VC-064.jpg,audit_077,target_035_main_original_C4_vcor_train_white_4726bf9d2c,vcor_train_white_4726bf9d2c_C4_stronger_open_conflict,vcor_train_white_4726bf9d2c,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4726bf9d2c.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,complete,yes,clear,medium,none_minor,none_minor,moderate,none,none,include,,Yutong Liu,Complete,include
VC-065,images/VC-065.jpg,audit_025,target_025_main_original_C3_vcor_train_white_4726bf9d2c,vcor_train_white_4c1616d6f4_C3_presupposition_correction_allowed,vcor_train_white_4c1616d6f4,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4c1616d6f4.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,white,black,White,VCoR,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,moderate,medium,none_minor,moderate,moderate,none,none,include,,Yutong Liu,Complete,include
VC-066,images/VC-066.jpg,audit_072,target_028_main_original_C4_train_03125,train_03125_C4_stronger_open_conflict,train_03125,data/processed/stanford_cars/clean_crops/train_03125.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,StanfordCars,True,False,target_conflict_flip,black,target_case,complete,yes,moderate,medium,moderate,none_minor,strong,none,minor,include,Exhibition lighting and red floor introduce a noticeable colour cast around the white body.,Yutong Liu,Complete,include
VC-067,images/VC-067.jpg,audit_009,target_003_main_original_C3_test_03865,train_01917_C3_presupposition_correction_allowed,train_01917,data/processed/stanford_cars/clean_crops/train_01917.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,white,black,White,StanfordCars,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,partly,moderate,medium,strong,none_minor,moderate,none,minor,include,Showroom reflections and foreground signage reduce the clean visible body area.,Yutong Liu,Complete,include
VC-068,images/VC-068.jpg,audit_040,target_040_wording_variant_C3_v2_vcor_test_white_cc79dd085a,vcor_train_white_23346783ff__C3_v2,vcor_train_white_23346783ff,data_external/vcor_selected/candidate_pool/white/vcor_train_white_23346783ff.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,control_for_wording_variant_C3_v2,white,black,White,VCoR,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,clear,medium,none_minor,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-069,images/VC-069.jpg,audit_026,target_024_main_original_C3_vcor_train_white_46e3655634,vcor_train_white_4dde922c1d_C3_presupposition_correction_allowed,vcor_train_white_4dde922c1d,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4dde922c1d.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,white,black,White,VCoR,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,clear,medium,moderate,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-070,images/VC-070.jpg,audit_022,target_018_main_original_C3_vcor_train_white_0403cc673a,vcor_train_white_3193719724_C3_presupposition_correction_allowed,vcor_train_white_3193719724,data_external/vcor_selected/candidate_pool/white/vcor_train_white_3193719724.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,white,black,White,VCoR,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,clear,medium,none_minor,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-071,images/VC-071.jpg,audit_000,target_012_main_original_C3_train_08107,test_03602_C3_presupposition_correction_allowed,test_03602,data/processed/stanford_cars/clean_crops/test_03602.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,black,white,Black,StanfordCars,False,True,matched_faithful_control,black,matched_true_color_source_condition,complete,yes,clear,high,moderate,none_minor,moderate,none,none,include,,Yutong Liu,Complete,include
VC-072,images/VC-072.jpg,audit_049,target_000_main_original_C3_test_00209,test_00209_C3_presupposition_correction_allowed,test_00209,data/processed/stanford_cars/clean_crops/test_00209.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,StanfordCars,True,False,target_conflict_flip,black,target_case,complete,yes,clear,medium,none_minor,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-073,images/VC-073.jpg,audit_019,target_020_main_original_C3_vcor_train_white_119357b266,vcor_train_white_1238ede032_C3_presupposition_correction_allowed,vcor_train_white_1238ede032,data_external/vcor_selected/candidate_pool/white/vcor_train_white_1238ede032.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,white,black,White,VCoR,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,clear,medium,none_minor,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-074,images/VC-074.jpg,audit_041,target_041_wording_variant_C3_v2_vcor_train_white_54322230fe,vcor_train_white_380aa05f84__C3_v2,vcor_train_white_380aa05f84,data_external/vcor_selected/candidate_pool/white/vcor_train_white_380aa05f84.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,control_for_wording_variant_C3_v2,white,black,White,VCoR,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,clear,medium,none_minor,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-075,images/VC-075.jpg,audit_010,target_009_main_original_C3_train_03125,train_05942_C3_presupposition_correction_allowed,train_05942,data/processed/stanford_cars/clean_crops/train_05942.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,white,black,White,StanfordCars,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,clear,medium,none_minor,moderate,moderate,none,none,include,,Yutong Liu,Complete,include
VC-076,images/VC-076.jpg,audit_057,target_015_main_original_C3_vcor_test_white_ac8fd42ee4,vcor_test_white_ac8fd42ee4_C3_presupposition_correction_allowed,vcor_test_white_ac8fd42ee4,data_external/vcor_selected/candidate_pool/white/vcor_test_white_ac8fd42ee4.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,complete,yes,clear,medium,none_minor,none_minor,none_minor,none,none,include,,Yutong Liu,Complete,include
VC-077,images/VC-077.jpg,audit_002,target_006_main_original_C3_test_08002,test_05126_C3_presupposition_correction_allowed,test_05126,data/processed/stanford_cars/clean_crops/test_05126.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,black,white,Black,StanfordCars,False,True,matched_faithful_control,black,matched_true_color_source_condition,complete,partly,low,low,strong,strong,strong,none,none,unsure,Low-resolution dark scene with strong low-key illumination; the black body is visible but reliability is uncertain.,Yutong Liu,Complete,unsure
VC-078,images/VC-078.jpg,audit_067,target_025_main_original_C3_vcor_train_white_4726bf9d2c,vcor_train_white_4726bf9d2c_C3_presupposition_correction_allowed,vcor_train_white_4726bf9d2c,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4726bf9d2c.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,complete,yes,clear,medium,none_minor,none_minor,moderate,none,none,include,,Yutong Liu,Complete,include
VC-079,images/VC-079.jpg,audit_083,target_041_wording_variant_C3_v2_vcor_train_white_54322230fe,vcor_train_white_54322230fe__C3_v2,vcor_train_white_54322230fe,data_external/vcor_selected/candidate_pool/white/vcor_train_white_54322230fe.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,wording_variant_C3_v2,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,complete,yes,moderate,medium,none_minor,none_minor,moderate,none,none,include,,Yutong Liu,Complete,include
VC-080,images/VC-080.jpg,audit_068,target_026_main_original_C3_vcor_train_white_54322230fe,vcor_train_white_54322230fe_C3_presupposition_correction_allowed,vcor_train_white_54322230fe,data_external/vcor_selected/candidate_pool/white/vcor_train_white_54322230fe.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,complete,yes,moderate,medium,none_minor,none_minor,moderate,none,none,include,,Yutong Liu,Complete,include
VC-081,images/VC-081.jpg,audit_001,target_001_main_original_C3_test_03234,test_03801_C3_presupposition_correction_allowed,test_03801,data/processed/stanford_cars/clean_crops/test_03801.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,black,white,Black,StanfordCars,False,True,matched_faithful_control,black,matched_true_color_source_condition,complete,yes,moderate,high,none_minor,moderate,strong,none,none,include,"Dark body is judgeable, but the tilted outdoor image has strong stylized foliage/background colour.",Yutong Liu,Complete,include
VC-082,images/VC-082.jpg,audit_011,target_007_main_original_C3_train_00272,train_07139_C3_presupposition_correction_allowed,train_07139,data/processed/stanford_cars/clean_crops/train_07139.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,,control_for_main_original_C3,white,black,White,StanfordCars,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,moderate,medium,none_minor,none_minor,moderate,none,none,include,,Yutong Liu,Complete,include
VC-083,images/VC-083.jpg,audit_066,target_024_main_original_C3_vcor_train_white_46e3655634,vcor_train_white_46e3655634_C3_presupposition_correction_allowed,vcor_train_white_46e3655634,data_external/vcor_selected/candidate_pool/white/vcor_train_white_46e3655634.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,complete,partly,clear,medium,none_minor,none_minor,none_minor,none,minor,include,,Yutong Liu,Complete,include
VC-084,images/VC-084.jpg,audit_029,target_028_main_original_C4_train_03125,train_05942_C4_stronger_open_conflict,train_05942,data/processed/stanford_cars/clean_crops/train_05942.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,,control_for_main_original_C4,white,black,White,StanfordCars,False,True,matched_faithful_control,white,matched_true_color_source_condition,complete,yes,clear,medium,none_minor,moderate,moderate,none,none,include,,Yutong Liu,Complete,include
