audit_row_id,target_row_id,sample_id,image_id,image_path,model,condition,robustness_variant,audit_source_module,true_color,false_prompt_color,model_output,source_dataset,is_conflict_aligned,is_faithful,audit_group,parsed_label,match_strategy,audit_visual_clarity,audit_body_color_salience,audit_specular_reflection,audit_shadow_or_night_effect,audit_background_color_bias,audit_multi_car_interference,audit_occlusion,audit_notes,audit_reviewer,audit_review_date
audit_058,target_016_main_original_C3_vcor_test_white_c27b6c305a,vcor_test_white_c27b6c305a_C3_presupposition_correction_allowed,vcor_test_white_c27b6c305a,data_external/vcor_selected/candidate_pool/white/vcor_test_white_c27b6c305a.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_059,target_017_main_original_C3_vcor_test_white_cc79dd085a,vcor_test_white_cc79dd085a_C3_presupposition_correction_allowed,vcor_test_white_cc79dd085a,data_external/vcor_selected/candidate_pool/white/vcor_test_white_cc79dd085a.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_060,target_018_main_original_C3_vcor_train_white_0403cc673a,vcor_train_white_0403cc673a_C3_presupposition_correction_allowed,vcor_train_white_0403cc673a,data_external/vcor_selected/candidate_pool/white/vcor_train_white_0403cc673a.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_061,target_019_main_original_C3_vcor_train_white_07e38253c0,vcor_train_white_07e38253c0_C3_presupposition_correction_allowed,vcor_train_white_07e38253c0,data_external/vcor_selected/candidate_pool/white/vcor_train_white_07e38253c0.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_062,target_020_main_original_C3_vcor_train_white_119357b266,vcor_train_white_119357b266_C3_presupposition_correction_allowed,vcor_train_white_119357b266,data_external/vcor_selected/candidate_pool/white/vcor_train_white_119357b266.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_063,target_021_main_original_C3_vcor_train_white_24008a96fd,vcor_train_white_24008a96fd_C3_presupposition_correction_allowed,vcor_train_white_24008a96fd,data_external/vcor_selected/candidate_pool/white/vcor_train_white_24008a96fd.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_064,target_022_main_original_C3_vcor_train_white_2491c92cf7,vcor_train_white_2491c92cf7_C3_presupposition_correction_allowed,vcor_train_white_2491c92cf7,data_external/vcor_selected/candidate_pool/white/vcor_train_white_2491c92cf7.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_065,target_023_main_original_C3_vcor_train_white_422cd72c41,vcor_train_white_422cd72c41_C3_presupposition_correction_allowed,vcor_train_white_422cd72c41,data_external/vcor_selected/candidate_pool/white/vcor_train_white_422cd72c41.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_066,target_024_main_original_C3_vcor_train_white_46e3655634,vcor_train_white_46e3655634_C3_presupposition_correction_allowed,vcor_train_white_46e3655634,data_external/vcor_selected/candidate_pool/white/vcor_train_white_46e3655634.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_067,target_025_main_original_C3_vcor_train_white_4726bf9d2c,vcor_train_white_4726bf9d2c_C3_presupposition_correction_allowed,vcor_train_white_4726bf9d2c,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4726bf9d2c.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_068,target_026_main_original_C3_vcor_train_white_54322230fe,vcor_train_white_54322230fe_C3_presupposition_correction_allowed,vcor_train_white_54322230fe,data_external/vcor_selected/candidate_pool/white/vcor_train_white_54322230fe.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_original,main_original_C3,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,moderate,none_minor,none,none,"White car is clear, but the image has warm outdoor lighting and shadowed regions.",Codex local visual review,2026-05-01
audit_069,target_029_main_original_C4_train_08107,train_08107_C4_stronger_open_conflict,train_08107,data/processed/stanford_cars/clean_crops/train_08107.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,black,white,White,StanfordCars,True,False,target_conflict_flip,white,target_case,moderate,medium,strong,moderate,moderate,present,none,Glossy black car in an indoor/showroom-like scene with strong reflections and nearby vehicles; color remains inspectable but not pristine.,Codex local visual review,2026-05-01
audit_070,target_030_main_original_C4_vcor_test_black_9be75bffb3,vcor_test_black_9be75bffb3_C4_stronger_open_conflict,vcor_test_black_9be75bffb3,data_external/vcor_selected/candidate_pool/black/vcor_test_black_9be75bffb3.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,black,white,White,VCoR,True,False,target_conflict_flip,white,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_071,target_027_main_original_C4_train_00272,train_00272_C4_stronger_open_conflict,train_00272,data/processed/stanford_cars/clean_crops/train_00272.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,StanfordCars,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_072,target_028_main_original_C4_train_03125,train_03125_C4_stronger_open_conflict,train_03125,data/processed/stanford_cars/clean_crops/train_03125.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,StanfordCars,True,False,target_conflict_flip,black,target_case,clear,high,moderate,moderate,moderate,none,none,"White vehicle is clear, but indoor lighting and dark/red surroundings add visible contextual color contrast.",Codex local visual review,2026-05-01
audit_073,target_031_main_original_C4_vcor_test_white_c27b6c305a,vcor_test_white_c27b6c305a_C4_stronger_open_conflict,vcor_test_white_c27b6c305a,data_external/vcor_selected/candidate_pool/white/vcor_test_white_c27b6c305a.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_074,target_032_main_original_C4_vcor_train_white_07e38253c0,vcor_train_white_07e38253c0_C4_stronger_open_conflict,vcor_train_white_07e38253c0,data_external/vcor_selected/candidate_pool/white/vcor_train_white_07e38253c0.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_075,target_033_main_original_C4_vcor_train_white_119357b266,vcor_train_white_119357b266_C4_stronger_open_conflict,vcor_train_white_119357b266,data_external/vcor_selected/candidate_pool/white/vcor_train_white_119357b266.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_076,target_034_main_original_C4_vcor_train_white_422cd72c41,vcor_train_white_422cd72c41_C4_stronger_open_conflict,vcor_train_white_422cd72c41,data_external/vcor_selected/candidate_pool/white/vcor_train_white_422cd72c41.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_077,target_035_main_original_C4_vcor_train_white_4726bf9d2c,vcor_train_white_4726bf9d2c_C4_stronger_open_conflict,vcor_train_white_4726bf9d2c,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4726bf9d2c.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_078,target_036_main_original_C4_vcor_train_white_54322230fe,vcor_train_white_54322230fe_C4_stronger_open_conflict,vcor_train_white_54322230fe,data_external/vcor_selected/candidate_pool/white/vcor_train_white_54322230fe.jpg,LLaVA-1.5-7B,C4_stronger_open_conflict,C4_original,main_original_C4,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,moderate,none_minor,none,none,"White car is clear, but the image has warm outdoor lighting and shadowed regions.",Codex local visual review,2026-05-01
audit_079,target_039_wording_variant_C3_v2_train_08107,train_08107__C3_v2,train_08107,data/processed/stanford_cars/clean_crops/train_08107.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,wording_variant_C3_v2,black,white,White,StanfordCars,True,False,target_conflict_flip,white,target_case,moderate,medium,strong,moderate,moderate,present,none,Glossy black car in an indoor/showroom-like scene with strong reflections and nearby vehicles; color remains inspectable but not pristine.,Codex local visual review,2026-05-01
audit_080,target_038_wording_variant_C3_v2_test_07534,test_07534__C3_v2,test_07534,data/processed/stanford_cars/clean_crops/test_07534.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,wording_variant_C3_v2,blue,red,Red,StanfordCars,True,False,target_conflict_flip,red,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_081,target_037_wording_variant_C3_v2_test_00209,test_00209__C3_v2,test_00209,data/processed/stanford_cars/clean_crops/test_00209.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,wording_variant_C3_v2,white,black,Black,StanfordCars,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_082,target_040_wording_variant_C3_v2_vcor_test_white_cc79dd085a,vcor_test_white_cc79dd085a__C3_v2,vcor_test_white_cc79dd085a,data_external/vcor_selected/candidate_pool/white/vcor_test_white_cc79dd085a.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,wording_variant_C3_v2,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,none_minor,none_minor,none,none,Body color is reviewable from the local image/contact sheet.,Codex local visual review,2026-05-01
audit_083,target_041_wording_variant_C3_v2_vcor_train_white_54322230fe,vcor_train_white_54322230fe__C3_v2,vcor_train_white_54322230fe,data_external/vcor_selected/candidate_pool/white/vcor_train_white_54322230fe.jpg,LLaVA-1.5-7B,C3_presupposition_correction_allowed,C3_v2,wording_variant_C3_v2,white,black,Black,VCoR,True,False,target_conflict_flip,black,target_case,clear,high,none_minor,moderate,none_minor,none,none,"White car is clear, but the image has warm outdoor lighting and shadowed regions.",Codex local visual review,2026-05-01
