candidate_id,candidate_rank,image_id,source_dataset,split,assigned_true_color,source_path,staged_path,keep,drop,decision,rejection_reason,reviewer_note
vcor_test_red_044ed301f3,1,vcor_test_red_044ed301f3,VCoR,test,red,data_external/vcor_raw/vcor_extracted/test/red/044ed301f3.jpg,data_external/vcor_selected/candidate_pool/red/vcor_test_red_044ed301f3.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=44; quality_score=4.0670; passes_auto_screen
vcor_train_blue_0318f4a1b0,172,vcor_train_blue_0318f4a1b0,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0318f4a1b0.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0318f4a1b0.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=112; quality_score=4.4110; highlight_overexposed
vcor_train_blue_03477e17c6,173,vcor_train_blue_03477e17c6,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/03477e17c6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_03477e17c6.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=216; quality_score=3.2127; secondary_car_interference
vcor_train_blue_0377a24bff,174,vcor_train_blue_0377a24bff,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0377a24bff.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0377a24bff.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=50; quality_score=4.7895; secondary_car_interference
vcor_train_blue_03be27b6e5,175,vcor_train_blue_03be27b6e5,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/03be27b6e5.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_03be27b6e5.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=71; quality_score=4.6739; passes_auto_screen
vcor_train_blue_03d38afc66,176,vcor_train_blue_03d38afc66,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/03d38afc66.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_03d38afc66.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=140; quality_score=4.2588; secondary_car_interference
vcor_train_blue_041d372f77,177,vcor_train_blue_041d372f77,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/041d372f77.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_041d372f77.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=74; quality_score=4.6519; secondary_car_interference
vcor_train_blue_0480cbc67c,178,vcor_train_blue_0480cbc67c,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0480cbc67c.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0480cbc67c.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=207; quality_score=3.4718; secondary_car_interference
vcor_train_blue_053bde080a,179,vcor_train_blue_053bde080a,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/053bde080a.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_053bde080a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=169; quality_score=4.0209; passes_auto_screen
vcor_train_blue_055f9d04c3,180,vcor_train_blue_055f9d04c3,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/055f9d04c3.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_055f9d04c3.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=195; quality_score=3.6610; passes_auto_screen
vcor_train_blue_069e6f6a49,181,vcor_train_blue_069e6f6a49,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/069e6f6a49.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_069e6f6a49.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=170; quality_score=4.0106; secondary_car_interference
vcor_train_blue_06e8625283,182,vcor_train_blue_06e8625283,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/06e8625283.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_06e8625283.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=47; quality_score=4.7952; passes_auto_screen
vcor_train_blue_079523ff49,183,vcor_train_blue_079523ff49,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/079523ff49.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_079523ff49.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=88; quality_score=4.5553; passes_auto_screen
vcor_train_blue_07a61dd4ae,184,vcor_train_blue_07a61dd4ae,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/07a61dd4ae.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_07a61dd4ae.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=179; quality_score=3.9112; secondary_car_interference
vcor_train_blue_07bb0fe4f6,185,vcor_train_blue_07bb0fe4f6,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/07bb0fe4f6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_07bb0fe4f6.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=136; quality_score=4.2698; passes_auto_screen
vcor_train_blue_07c85eb69b,186,vcor_train_blue_07c85eb69b,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/07c85eb69b.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_07c85eb69b.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=222; quality_score=2.6327; secondary_car_interference
vcor_train_blue_0810fc4a63,187,vcor_train_blue_0810fc4a63,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0810fc4a63.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0810fc4a63.jpg,1,0,include,,auto_keep_rank=13; quality_score=5.0795; passes_auto_screen
vcor_train_blue_0896ab4970,188,vcor_train_blue_0896ab4970,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0896ab4970.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0896ab4970.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=92; quality_score=4.5219; highlight_overexposed
vcor_train_blue_089722a833,189,vcor_train_blue_089722a833,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/089722a833.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_089722a833.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=202; quality_score=3.5499; highlight_overexposed
vcor_train_blue_089dbf187d,190,vcor_train_blue_089dbf187d,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/089dbf187d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_089dbf187d.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=156; quality_score=4.1498; secondary_car_interference
vcor_train_blue_08deb4855f,191,vcor_train_blue_08deb4855f,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/08deb4855f.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_08deb4855f.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=168; quality_score=4.0330; highlight_overexposed
vcor_train_blue_090d4fe427,192,vcor_train_blue_090d4fe427,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/090d4fe427.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_090d4fe427.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=95; quality_score=4.5034; passes_auto_screen
vcor_train_blue_09354ebb93,193,vcor_train_blue_09354ebb93,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/09354ebb93.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_09354ebb93.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=142; quality_score=4.2437; passes_auto_screen
vcor_train_blue_09ea952ed3,194,vcor_train_blue_09ea952ed3,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/09ea952ed3.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_09ea952ed3.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=187; quality_score=3.7874; secondary_car_interference
vcor_train_blue_09f5ffc371,195,vcor_train_blue_09f5ffc371,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/09f5ffc371.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_09f5ffc371.jpg,1,0,include,,auto_keep_rank=5; quality_score=5.1721; passes_auto_screen
vcor_train_blue_0a0963575d,196,vcor_train_blue_0a0963575d,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0a0963575d.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0a0963575d.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=209; quality_score=3.4205; secondary_car_interference
vcor_train_blue_0a217b9d50,197,vcor_train_blue_0a217b9d50,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0a217b9d50.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0a217b9d50.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=123; quality_score=4.3558; passes_auto_screen
vcor_train_blue_0aacb2b119,198,vcor_train_blue_0aacb2b119,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0aacb2b119.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0aacb2b119.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=181; quality_score=3.8675; secondary_car_interference
vcor_train_blue_0abddc1783,199,vcor_train_blue_0abddc1783,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0abddc1783.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0abddc1783.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=126; quality_score=4.3341; passes_auto_screen
vcor_train_blue_0af94ce829,200,vcor_train_blue_0af94ce829,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0af94ce829.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0af94ce829.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=79; quality_score=4.6282; passes_auto_screen
vcor_train_blue_0b02172dc2,201,vcor_train_blue_0b02172dc2,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0b02172dc2.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0b02172dc2.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=193; quality_score=3.6825; passes_auto_screen
vcor_train_blue_0b1a24e0af,202,vcor_train_blue_0b1a24e0af,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0b1a24e0af.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0b1a24e0af.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=115; quality_score=4.3908; highlight_overexposed
vcor_train_blue_0b7f8b5239,203,vcor_train_blue_0b7f8b5239,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0b7f8b5239.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0b7f8b5239.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=178; quality_score=3.9135; passes_auto_screen
vcor_train_blue_0c25ef51bb,204,vcor_train_blue_0c25ef51bb,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0c25ef51bb.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0c25ef51bb.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=148; quality_score=4.2161; secondary_car_interference
vcor_train_blue_0cb5ebb904,205,vcor_train_blue_0cb5ebb904,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0cb5ebb904.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0cb5ebb904.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=73; quality_score=4.6618; passes_auto_screen
vcor_train_blue_0ce8a60c73,206,vcor_train_blue_0ce8a60c73,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0ce8a60c73.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0ce8a60c73.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=66; quality_score=4.6987; highlight_overexposed
vcor_train_blue_0cfb53bcf0,207,vcor_train_blue_0cfb53bcf0,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0cfb53bcf0.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0cfb53bcf0.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=131; quality_score=4.3152; passes_auto_screen
vcor_train_blue_0d54ffef81,208,vcor_train_blue_0d54ffef81,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0d54ffef81.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0d54ffef81.jpg,1,0,include,,auto_keep_rank=22; quality_score=4.9765; passes_auto_screen
vcor_train_blue_0d89819055,209,vcor_train_blue_0d89819055,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0d89819055.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0d89819055.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=97; quality_score=4.4974; passes_auto_screen
vcor_train_blue_0dabad452a,210,vcor_train_blue_0dabad452a,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0dabad452a.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0dabad452a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=116; quality_score=4.3818; passes_auto_screen
vcor_train_blue_0db160b67b,211,vcor_train_blue_0db160b67b,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0db160b67b.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0db160b67b.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=62; quality_score=4.7352; passes_auto_screen
vcor_train_blue_0dc4569418,212,vcor_train_blue_0dc4569418,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0dc4569418.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0dc4569418.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=117; quality_score=4.3801; secondary_car_interference
vcor_train_blue_0e4a335005,213,vcor_train_blue_0e4a335005,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0e4a335005.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0e4a335005.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=133; quality_score=4.3082; secondary_car_interference
vcor_train_blue_0e8b9cb763,214,vcor_train_blue_0e8b9cb763,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0e8b9cb763.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0e8b9cb763.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=176; quality_score=3.9535; secondary_car_interference
vcor_train_blue_0e93f737b8,215,vcor_train_blue_0e93f737b8,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0e93f737b8.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0e93f737b8.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=210; quality_score=3.3774; secondary_car_interference
vcor_train_blue_0eb925ff0e,216,vcor_train_blue_0eb925ff0e,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0eb925ff0e.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0eb925ff0e.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=198; quality_score=3.6274; secondary_car_interference
vcor_train_blue_0ec5e0cba8,217,vcor_train_blue_0ec5e0cba8,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0ec5e0cba8.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0ec5e0cba8.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=57; quality_score=4.7665; passes_auto_screen
vcor_train_blue_0edc87db56,218,vcor_train_blue_0edc87db56,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0edc87db56.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0edc87db56.jpg,1,0,include,,auto_keep_rank=30; quality_score=4.9110; passes_auto_screen
vcor_train_blue_0f2c47a824,219,vcor_train_blue_0f2c47a824,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0f2c47a824.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0f2c47a824.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=52; quality_score=4.7851; passes_auto_screen
vcor_train_blue_0fa44a4a43,220,vcor_train_blue_0fa44a4a43,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0fa44a4a43.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0fa44a4a43.jpg,1,0,include,,auto_keep_rank=4; quality_score=5.2053; passes_auto_screen
vcor_train_blue_0fe2f148d1,221,vcor_train_blue_0fe2f148d1,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/0fe2f148d1.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_0fe2f148d1.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=125; quality_score=4.3394; secondary_car_interference
vcor_train_blue_1001153512,222,vcor_train_blue_1001153512,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/1001153512.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_1001153512.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=129; quality_score=4.3267; secondary_car_interference
vcor_train_blue_1029f00eea,223,vcor_train_blue_1029f00eea,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/1029f00eea.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_1029f00eea.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=219; quality_score=2.9247; passes_auto_screen
vcor_train_blue_1052aef969,224,vcor_train_blue_1052aef969,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/1052aef969.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_1052aef969.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=150; quality_score=4.1985; secondary_car_interference
vcor_train_blue_1069f73363,225,vcor_train_blue_1069f73363,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/1069f73363.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_1069f73363.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=54; quality_score=4.7793; passes_auto_screen
vcor_train_blue_1139401ef6,226,vcor_train_blue_1139401ef6,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/1139401ef6.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_1139401ef6.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=165; quality_score=4.0537; passes_auto_screen
vcor_train_blue_1183a92e74,227,vcor_train_blue_1183a92e74,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/1183a92e74.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_1183a92e74.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=72; quality_score=4.6625; passes_auto_screen
vcor_train_blue_11a3274237,228,vcor_train_blue_11a3274237,VCoR,train,blue,data_external/vcor_raw/vcor_extracted/train/blue/11a3274237.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_train_blue_11a3274237.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=45; quality_score=4.8020; secondary_car_interference
vcor_test_green_0174bfb8dd,1,vcor_test_green_0174bfb8dd,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/0174bfb8dd.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0174bfb8dd.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=213; quality_score=3.2017; secondary_car_interference
vcor_test_green_044c3fb74a,2,vcor_test_green_044c3fb74a,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/044c3fb74a.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_044c3fb74a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=158; quality_score=3.6454; secondary_car_interference
vcor_test_green_05a6a4302a,3,vcor_test_green_05a6a4302a,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/05a6a4302a.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_05a6a4302a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=173; quality_score=3.5352; passes_auto_screen
vcor_test_green_077494412e,4,vcor_test_green_077494412e,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/077494412e.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_077494412e.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=67; quality_score=4.3202; passes_auto_screen
vcor_test_green_07f848564a,5,vcor_test_green_07f848564a,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/07f848564a.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_07f848564a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=80; quality_score=4.2002; secondary_car_interference
vcor_test_green_099aee3195,6,vcor_test_green_099aee3195,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/099aee3195.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_099aee3195.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=189; quality_score=3.4177; passes_auto_screen
vcor_test_green_0a5bceb5ed,7,vcor_test_green_0a5bceb5ed,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/0a5bceb5ed.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0a5bceb5ed.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=177; quality_score=3.5158; passes_auto_screen
vcor_test_green_0ab0ae24e8,8,vcor_test_green_0ab0ae24e8,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/0ab0ae24e8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0ab0ae24e8.jpg,1,0,include,,auto_keep_rank=10; quality_score=4.7532; passes_auto_screen
vcor_test_green_0b5c800dd8,9,vcor_test_green_0b5c800dd8,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/0b5c800dd8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0b5c800dd8.jpg,1,0,include,,auto_keep_rank=18; quality_score=4.6979; passes_auto_screen
vcor_test_green_0be657cf88,10,vcor_test_green_0be657cf88,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/0be657cf88.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0be657cf88.jpg,1,0,include,,auto_keep_rank=41; quality_score=4.5069; passes_auto_screen
vcor_test_green_0cc0f5ad2d,11,vcor_test_green_0cc0f5ad2d,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/0cc0f5ad2d.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_0cc0f5ad2d.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=85; quality_score=4.1878; passes_auto_screen
vcor_test_green_1385d23c97,12,vcor_test_green_1385d23c97,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/1385d23c97.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1385d23c97.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=226; quality_score=3.0584; secondary_car_interference
vcor_test_green_14b2939176,13,vcor_test_green_14b2939176,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/14b2939176.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_14b2939176.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=57; quality_score=4.3647; passes_auto_screen
vcor_test_green_151150bbb1,14,vcor_test_green_151150bbb1,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/151150bbb1.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_151150bbb1.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=242; quality_score=2.8603; secondary_car_interference|weak_color_match
vcor_test_green_161cc3db12,15,vcor_test_green_161cc3db12,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/161cc3db12.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_161cc3db12.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=167; quality_score=3.5893; passes_auto_screen
vcor_test_green_17632bf148,16,vcor_test_green_17632bf148,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/17632bf148.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_17632bf148.jpg,1,0,include,,auto_keep_rank=12; quality_score=4.7508; passes_auto_screen
vcor_test_green_1acad4c6a5,17,vcor_test_green_1acad4c6a5,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/1acad4c6a5.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1acad4c6a5.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=152; quality_score=3.6639; passes_auto_screen
vcor_test_green_1b203c6b70,18,vcor_test_green_1b203c6b70,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/1b203c6b70.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1b203c6b70.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=111; quality_score=3.9872; secondary_car_interference
vcor_test_green_1c8cb508d5,19,vcor_test_green_1c8cb508d5,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/1c8cb508d5.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1c8cb508d5.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=82; quality_score=4.1992; passes_auto_screen
vcor_test_green_1d7f565673,20,vcor_test_green_1d7f565673,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/1d7f565673.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1d7f565673.jpg,1,0,include,,auto_keep_rank=19; quality_score=4.6914; passes_auto_screen
vcor_test_green_1d8c22e15a,21,vcor_test_green_1d8c22e15a,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/1d8c22e15a.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1d8c22e15a.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=186; quality_score=3.4361; secondary_car_interference
vcor_test_green_1ed6e614ae,22,vcor_test_green_1ed6e614ae,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/1ed6e614ae.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1ed6e614ae.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=174; quality_score=3.5329; secondary_car_interference
vcor_test_green_1ed83be18e,23,vcor_test_green_1ed83be18e,VCoR,test,green,data_external/vcor_raw/vcor_extracted/test/green/1ed83be18e.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1ed83be18e.jpg,0,1,exclude,not_selected_after_strict_auto_screen,auto_rank=285; quality_score=0.8508; car_too_small|weak_color_match
