candidate_id,image_id,assigned_true_color,source_path,staged_path,width,height,car_detection_count,primary_car_score,primary_car_area_ratio,secondary_car_area_ratio,sharpness_score,highlight_ratio,shadow_ratio,color_match_ratio,quality_score,auto_recommend_keep,auto_rank_within_color,auto_reason
vcor_test_green_1385d23c97,vcor_test_green_1385d23c97,green,data_external/vcor_raw/vcor_extracted/test/green/1385d23c97.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1385d23c97.jpg,1081,567,2,0.9912,0.8184,0.4889,422.0218,0.0083,0.0535,0.2306,3.0584,0,226,secondary_car_interference
vcor_test_green_14b2939176,vcor_test_green_14b2939176,green,data_external/vcor_raw/vcor_extracted/test/green/14b2939176.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_14b2939176.jpg,272,110,1,0.9986,0.9288,0.0000,531.2482,0.1023,0.1147,0.4583,4.3647,0,57,passes_auto_screen
vcor_test_green_151150bbb1,vcor_test_green_151150bbb1,green,data_external/vcor_raw/vcor_extracted/test/green/151150bbb1.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_151150bbb1.jpg,263,146,2,0.9960,0.8332,0.4124,426.2628,0.0280,0.0171,0.0901,2.8603,0,242,secondary_car_interference|weak_color_match
vcor_test_green_161cc3db12,vcor_test_green_161cc3db12,green,data_external/vcor_raw/vcor_extracted/test/green/161cc3db12.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_161cc3db12.jpg,229,102,1,0.6109,0.9396,0.0000,621.6398,0.0361,0.0640,0.2114,3.5893,0,167,passes_auto_screen
vcor_test_green_17632bf148,vcor_test_green_17632bf148,green,data_external/vcor_raw/vcor_extracted/test/green/17632bf148.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_17632bf148.jpg,235,131,2,0.9988,0.9818,0.0071,328.6278,0.0014,0.0441,0.4975,4.7508,1,12,passes_auto_screen
vcor_test_green_1acad4c6a5,vcor_test_green_1acad4c6a5,green,data_external/vcor_raw/vcor_extracted/test/green/1acad4c6a5.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1acad4c6a5.jpg,174,84,1,0.9763,0.9098,0.0000,344.5321,0.0107,0.0480,0.1297,3.6639,0,152,passes_auto_screen
vcor_test_green_1b203c6b70,vcor_test_green_1b203c6b70,green,data_external/vcor_raw/vcor_extracted/test/green/1b203c6b70.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1b203c6b70.jpg,293,162,2,0.9878,0.9660,0.4563,302.3181,0.0073,0.0180,0.4523,3.9872,0,111,secondary_car_interference
vcor_test_green_1c8cb508d5,vcor_test_green_1c8cb508d5,green,data_external/vcor_raw/vcor_extracted/test/green/1c8cb508d5.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1c8cb508d5.jpg,187,155,1,0.9867,0.9893,0.0000,267.7649,0.0119,0.0178,0.2653,4.1992,0,82,passes_auto_screen
vcor_test_green_1d7f565673,vcor_test_green_1d7f565673,green,data_external/vcor_raw/vcor_extracted/test/green/1d7f565673.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1d7f565673.jpg,495,342,1,0.9888,0.9478,0.0000,358.9522,0.0156,0.0122,0.4943,4.6914,1,19,passes_auto_screen
vcor_test_green_1d8c22e15a,vcor_test_green_1d8c22e15a,green,data_external/vcor_raw/vcor_extracted/test/green/1d8c22e15a.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1d8c22e15a.jpg,854,308,2,0.9991,0.8969,0.4481,377.7827,0.0133,0.1089,0.3181,3.4361,0,186,secondary_car_interference
vcor_test_green_1ed6e614ae,vcor_test_green_1ed6e614ae,green,data_external/vcor_raw/vcor_extracted/test/green/1ed6e614ae.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1ed6e614ae.jpg,142,82,2,0.5205,0.7343,0.2614,490.5985,0.0025,0.0813,0.5192,3.5329,0,174,secondary_car_interference
vcor_test_green_1ed83be18e,vcor_test_green_1ed83be18e,green,data_external/vcor_raw/vcor_extracted/test/green/1ed83be18e.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1ed83be18e.jpg,1238,625,10,0.4351,0.0104,0.0078,140.1913,0.0000,0.0016,0.0184,0.8508,0,285,car_too_small|weak_color_match
vcor_test_green_1fada4c0a8,vcor_test_green_1fada4c0a8,green,data_external/vcor_raw/vcor_extracted/test/green/1fada4c0a8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_1fada4c0a8.jpg,176,82,2,0.9963,0.7608,0.2230,367.8228,0.0160,0.0881,0.5399,4.0489,0,105,secondary_car_interference
vcor_test_green_2066af6dc4,vcor_test_green_2066af6dc4,green,data_external/vcor_raw/vcor_extracted/test/green/2066af6dc4.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_2066af6dc4.jpg,232,134,2,0.9454,0.6488,0.5463,527.9312,0.0227,0.0073,0.5609,3.4569,0,183,secondary_car_interference
vcor_test_green_252fe9fbe8 - Copy,vcor_test_green_252fe9fbe8 - Copy,green,data_external/vcor_raw/vcor_extracted/test/green/252fe9fbe8 - Copy.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_252fe9fbe8 - Copy.jpg,187,118,4,0.7359,0.7182,0.1473,203.0201,0.0124,0.0005,0.2643,3.1140,0,220,secondary_car_interference
vcor_test_green_2638c942da,vcor_test_green_2638c942da,green,data_external/vcor_raw/vcor_extracted/test/green/2638c942da.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_2638c942da.jpg,962,469,2,0.9995,0.9616,0.4480,194.3855,0.0250,0.0013,0.1159,2.9759,0,234,secondary_car_interference
vcor_test_green_26ca7cfea7,vcor_test_green_26ca7cfea7,green,data_external/vcor_raw/vcor_extracted/test/green/26ca7cfea7.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_26ca7cfea7.jpg,262,103,3,0.9985,0.8721,0.4185,422.0846,0.0002,0.1417,0.1639,3.0249,0,230,secondary_car_interference
vcor_test_green_2792577c0a,vcor_test_green_2792577c0a,green,data_external/vcor_raw/vcor_extracted/test/green/2792577c0a.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_2792577c0a.jpg,191,154,1,0.6299,0.9282,0.0000,570.8249,0.0107,0.0061,0.0215,3.1952,0,214,weak_color_match
vcor_test_green_2982160f2d,vcor_test_green_2982160f2d,green,data_external/vcor_raw/vcor_extracted/test/green/2982160f2d.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_2982160f2d.jpg,260,78,3,0.9947,0.9160,0.4675,343.2076,0.0001,0.0280,0.4627,3.9019,0,125,secondary_car_interference
vcor_test_green_2a3578bbae - Copy,vcor_test_green_2a3578bbae - Copy,green,data_external/vcor_raw/vcor_extracted/test/green/2a3578bbae - Copy.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_2a3578bbae - Copy.jpg,900,492,8,0.3839,0.8739,0.0025,229.3457,0.0038,0.0022,0.0882,2.9990,0,232,weak_color_match
vcor_test_green_2f6b3badf8,vcor_test_green_2f6b3badf8,green,data_external/vcor_raw/vcor_extracted/test/green/2f6b3badf8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_2f6b3badf8.jpg,271,92,4,0.9949,0.9108,0.4719,386.0520,0.0148,0.0238,0.5318,4.0447,0,106,secondary_car_interference
vcor_test_green_31745746a1,vcor_test_green_31745746a1,green,data_external/vcor_raw/vcor_extracted/test/green/31745746a1.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_31745746a1.jpg,169,103,1,0.9794,0.9183,0.0000,358.0631,0.0824,0.0125,0.4776,4.5028,1,42,passes_auto_screen
vcor_test_green_31d0875a34,vcor_test_green_31d0875a34,green,data_external/vcor_raw/vcor_extracted/test/green/31d0875a34.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_31d0875a34.jpg,677,323,1,0.9906,0.9236,0.0000,269.3654,0.0226,0.0617,0.4679,4.5206,1,39,passes_auto_screen
vcor_test_green_373a84b5e7,vcor_test_green_373a84b5e7,green,data_external/vcor_raw/vcor_extracted/test/green/373a84b5e7.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_373a84b5e7.jpg,214,108,1,0.9976,0.8666,0.0000,310.3301,0.0080,0.0179,0.0855,3.5176,0,176,weak_color_match
vcor_test_green_396caa7031,vcor_test_green_396caa7031,green,data_external/vcor_raw/vcor_extracted/test/green/396caa7031.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_396caa7031.jpg,205,138,17,0.9991,0.9773,0.2527,470.6918,0.0100,0.0037,0.3926,4.1658,0,88,secondary_car_interference
vcor_test_green_3d0f92031f,vcor_test_green_3d0f92031f,green,data_external/vcor_raw/vcor_extracted/test/green/3d0f92031f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_3d0f92031f.jpg,227,145,8,0.7975,0.9106,0.1243,339.4167,0.0226,0.0101,0.0009,3.0502,0,227,secondary_car_interference|weak_color_match
vcor_test_green_43b4542805,vcor_test_green_43b4542805,green,data_external/vcor_raw/vcor_extracted/test/green/43b4542805.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_43b4542805.jpg,181,122,3,0.9688,0.8316,0.0153,333.3389,0.0183,0.1710,0.0995,3.2725,0,204,weak_color_match
vcor_test_green_4628d52721,vcor_test_green_4628d52721,green,data_external/vcor_raw/vcor_extracted/test/green/4628d52721.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_4628d52721.jpg,893,261,1,0.9991,0.8973,0.0000,329.2544,0.0620,0.0690,0.5675,4.6692,1,23,passes_auto_screen
vcor_test_green_474ad00ff9,vcor_test_green_474ad00ff9,green,data_external/vcor_raw/vcor_extracted/test/green/474ad00ff9.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_474ad00ff9.jpg,235,97,2,0.9943,0.8721,0.4269,249.2455,0.0001,0.1223,0.5462,3.9826,0,112,secondary_car_interference
vcor_test_green_49efa1724c,vcor_test_green_49efa1724c,green,data_external/vcor_raw/vcor_extracted/test/green/49efa1724c.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_49efa1724c.jpg,211,110,2,0.9979,0.7987,0.5895,195.6940,0.0008,0.1030,0.5267,3.4093,0,190,secondary_car_interference
vcor_test_green_4b4ef9186a,vcor_test_green_4b4ef9186a,green,data_external/vcor_raw/vcor_extracted/test/green/4b4ef9186a.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_4b4ef9186a.jpg,256,78,1,0.9985,0.8403,0.0000,813.2919,0.1107,0.0812,0.4964,4.3063,0,71,passes_auto_screen
vcor_test_green_4bef7bbfd0,vcor_test_green_4bef7bbfd0,green,data_external/vcor_raw/vcor_extracted/test/green/4bef7bbfd0.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_4bef7bbfd0.jpg,289,160,1,0.4567,0.9685,0.0000,504.2889,0.0446,0.4840,0.2216,3.1190,0,219,too_dark
vcor_test_green_4bfdd697c2,vcor_test_green_4bfdd697c2,green,data_external/vcor_raw/vcor_extracted/test/green/4bfdd697c2.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_4bfdd697c2.jpg,183,90,3,0.9950,0.9641,0.4271,270.0703,0.0155,0.0550,0.5954,4.3412,0,63,secondary_car_interference
vcor_test_green_4fae55c80c,vcor_test_green_4fae55c80c,green,data_external/vcor_raw/vcor_extracted/test/green/4fae55c80c.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_4fae55c80c.jpg,258,174,0,0.0000,0.0000,0.0000,387.8159,0.0052,0.0789,0.0123,0.7454,0,287,car_too_small|weak_color_match
vcor_test_green_501a92a709,vcor_test_green_501a92a709,green,data_external/vcor_raw/vcor_extracted/test/green/501a92a709.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_501a92a709.jpg,1217,614,4,0.9455,0.8139,0.0630,99.9569,0.0389,0.0010,0.5287,3.8900,0,127,passes_auto_screen
vcor_test_green_50bb5f0abc,vcor_test_green_50bb5f0abc,green,data_external/vcor_raw/vcor_extracted/test/green/50bb5f0abc.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_50bb5f0abc.jpg,1337,656,1,0.9972,0.7866,0.0000,193.8141,0.0090,0.0005,0.6287,4.5518,1,34,passes_auto_screen
vcor_test_green_5190c3bcbb,vcor_test_green_5190c3bcbb,green,data_external/vcor_raw/vcor_extracted/test/green/5190c3bcbb.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_5190c3bcbb.jpg,134,79,1,0.8439,0.8328,0.0000,396.7281,0.0039,0.0027,0.3138,3.9178,0,121,passes_auto_screen
vcor_test_green_51a99cd620,vcor_test_green_51a99cd620,green,data_external/vcor_raw/vcor_extracted/test/green/51a99cd620.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_51a99cd620.jpg,731,420,2,0.9930,0.9161,0.0563,129.3330,0.0017,0.1201,0.4985,4.0859,0,98,passes_auto_screen
vcor_test_green_51c7dd21ec,vcor_test_green_51c7dd21ec,green,data_external/vcor_raw/vcor_extracted/test/green/51c7dd21ec.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_51c7dd21ec.jpg,243,132,1,0.9822,0.8868,0.0000,473.9239,0.0535,0.0564,0.1606,3.6403,0,160,passes_auto_screen
vcor_test_green_566c05bf37,vcor_test_green_566c05bf37,green,data_external/vcor_raw/vcor_extracted/test/green/566c05bf37.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_566c05bf37.jpg,192,78,2,0.9990,0.9236,0.2060,530.4106,0.0001,0.0937,0.5554,4.4525,1,46,secondary_car_interference
vcor_test_green_5b0c894f7b,vcor_test_green_5b0c894f7b,green,data_external/vcor_raw/vcor_extracted/test/green/5b0c894f7b.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_5b0c894f7b.jpg,189,69,2,0.9991,0.9438,0.4224,419.4544,0.0029,0.0650,0.0843,3.0378,0,229,secondary_car_interference|weak_color_match
vcor_test_green_5b239ac624,vcor_test_green_5b239ac624,green,data_external/vcor_raw/vcor_extracted/test/green/5b239ac624.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_5b239ac624.jpg,178,101,2,0.9854,0.7967,0.2290,521.5088,0.0285,0.0238,0.5162,4.0935,0,96,secondary_car_interference
vcor_test_green_5cf2f60e34,vcor_test_green_5cf2f60e34,green,data_external/vcor_raw/vcor_extracted/test/green/5cf2f60e34.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_5cf2f60e34.jpg,800,316,1,0.9952,0.8715,0.0000,231.8463,0.0392,0.1126,0.5716,4.5504,1,36,passes_auto_screen
vcor_test_green_5e9c57e3f7,vcor_test_green_5e9c57e3f7,green,data_external/vcor_raw/vcor_extracted/test/green/5e9c57e3f7.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_5e9c57e3f7.jpg,251,153,7,0.9199,0.9057,0.0072,292.4288,0.0052,0.0028,0.0547,3.4650,0,182,weak_color_match
vcor_test_green_5fd4779be8,vcor_test_green_5fd4779be8,green,data_external/vcor_raw/vcor_extracted/test/green/5fd4779be8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_5fd4779be8.jpg,177,107,2,0.9562,0.8343,0.1267,261.7984,0.0054,0.0028,0.3651,3.9598,0,115,secondary_car_interference
vcor_test_green_601d951b4f,vcor_test_green_601d951b4f,green,data_external/vcor_raw/vcor_extracted/test/green/601d951b4f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_601d951b4f.jpg,256,134,3,0.9962,0.8772,0.2310,320.8958,0.0080,0.0210,0.5782,4.4429,1,48,secondary_car_interference
vcor_test_green_613a0f4105,vcor_test_green_613a0f4105,green,data_external/vcor_raw/vcor_extracted/test/green/613a0f4105.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_613a0f4105.jpg,1025,571,1,0.9485,0.7588,0.0000,124.5921,0.0180,0.0001,0.3684,3.5744,0,169,passes_auto_screen
vcor_test_green_650c865454,vcor_test_green_650c865454,green,data_external/vcor_raw/vcor_extracted/test/green/650c865454.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_650c865454.jpg,265,70,1,0.9993,0.9268,0.0000,708.7890,0.0522,0.0172,0.4357,4.4624,1,44,passes_auto_screen
vcor_test_green_66f040fa36,vcor_test_green_66f040fa36,green,data_external/vcor_raw/vcor_extracted/test/green/66f040fa36.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_66f040fa36.jpg,1041,625,1,0.9701,0.8357,0.0000,191.7057,0.0025,0.1646,0.2866,3.6100,0,164,passes_auto_screen
vcor_test_green_6807063e3b,vcor_test_green_6807063e3b,green,data_external/vcor_raw/vcor_extracted/test/green/6807063e3b.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_6807063e3b.jpg,157,91,6,0.9977,0.8497,0.1794,577.2469,0.1222,0.0194,0.5386,4.2268,0,79,secondary_car_interference|highlight_overexposed
vcor_test_green_680dec6895,vcor_test_green_680dec6895,green,data_external/vcor_raw/vcor_extracted/test/green/680dec6895.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_680dec6895.jpg,224,121,0,0.0000,0.0000,0.0000,540.4233,0.2702,0.0091,0.2601,1.1170,0,282,car_too_small|highlight_overexposed
vcor_test_green_6b283952d2,vcor_test_green_6b283952d2,green,data_external/vcor_raw/vcor_extracted/test/green/6b283952d2.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_6b283952d2.jpg,203,94,3,0.9993,0.9225,0.4183,396.1189,0.0048,0.0447,0.0393,2.9065,0,238,secondary_car_interference|weak_color_match
vcor_test_green_6b64efcffd,vcor_test_green_6b64efcffd,green,data_external/vcor_raw/vcor_extracted/test/green/6b64efcffd.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_6b64efcffd.jpg,438,236,2,0.9961,0.9055,0.0102,431.8961,0.1367,0.0238,0.4867,4.4225,0,52,highlight_overexposed
vcor_test_green_6c7d8eeadb,vcor_test_green_6c7d8eeadb,green,data_external/vcor_raw/vcor_extracted/test/green/6c7d8eeadb.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_6c7d8eeadb.jpg,292,157,5,0.7730,0.6422,0.2395,241.6183,0.0038,0.0000,0.0011,2.3388,0,266,secondary_car_interference|weak_color_match
vcor_test_green_72bc845603,vcor_test_green_72bc845603,green,data_external/vcor_raw/vcor_extracted/test/green/72bc845603.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_72bc845603.jpg,201,97,5,0.9961,0.8631,0.3870,524.9066,0.0103,0.0534,0.3876,3.6846,0,149,secondary_car_interference
vcor_test_green_774674a18b,vcor_test_green_774674a18b,green,data_external/vcor_raw/vcor_extracted/test/green/774674a18b.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_774674a18b.jpg,234,87,2,0.9972,0.9189,0.3346,389.1368,0.0047,0.0428,0.4007,3.9203,0,120,secondary_car_interference
vcor_test_green_791f99e91b,vcor_test_green_791f99e91b,green,data_external/vcor_raw/vcor_extracted/test/green/791f99e91b.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_791f99e91b.jpg,598,248,1,0.9982,0.9249,0.0000,255.6887,0.0075,0.1590,0.2627,3.9371,0,118,passes_auto_screen
vcor_test_green_7a9edbc580,vcor_test_green_7a9edbc580,green,data_external/vcor_raw/vcor_extracted/test/green/7a9edbc580.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7a9edbc580.jpg,238,163,1,0.8014,0.9870,0.0000,661.8846,0.0207,0.1798,0.2798,3.9101,0,124,passes_auto_screen
vcor_test_green_7ab5560b8b - Copy,vcor_test_green_7ab5560b8b - Copy,green,data_external/vcor_raw/vcor_extracted/test/green/7ab5560b8b - Copy.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7ab5560b8b - Copy.jpg,234,111,6,0.9941,0.8668,0.0155,484.9638,0.0210,0.0628,0.0001,3.2195,0,210,weak_color_match
vcor_test_green_7b12becb2c,vcor_test_green_7b12becb2c,green,data_external/vcor_raw/vcor_extracted/test/green/7b12becb2c.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7b12becb2c.jpg,253,108,2,0.9975,0.9609,0.4468,574.7382,0.0417,0.0441,0.5709,4.2274,0,78,secondary_car_interference
vcor_test_green_7b81c21069,vcor_test_green_7b81c21069,green,data_external/vcor_raw/vcor_extracted/test/green/7b81c21069.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7b81c21069.jpg,1054,555,2,0.9937,0.9723,0.4835,264.9141,0.1166,0.0784,0.0007,2.6460,0,252,secondary_car_interference|weak_color_match
vcor_test_green_7ba7376d2b,vcor_test_green_7ba7376d2b,green,data_external/vcor_raw/vcor_extracted/test/green/7ba7376d2b.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7ba7376d2b.jpg,280,65,1,0.9996,0.9182,0.0000,560.1714,0.0109,0.0063,0.5540,4.8018,1,6,passes_auto_screen
vcor_test_green_7fdecd10a4,vcor_test_green_7fdecd10a4,green,data_external/vcor_raw/vcor_extracted/test/green/7fdecd10a4.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7fdecd10a4.jpg,235,125,1,0.9968,0.9240,0.0000,263.9732,0.0063,0.0283,0.5514,4.7880,1,7,passes_auto_screen
vcor_test_green_7ffa14bb51,vcor_test_green_7ffa14bb51,green,data_external/vcor_raw/vcor_extracted/test/green/7ffa14bb51.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_7ffa14bb51.jpg,208,118,4,0.9563,0.8470,0.5465,304.2051,0.0568,0.0014,0.0060,2.4395,0,261,secondary_car_interference|weak_color_match
vcor_test_green_85d057ef7c,vcor_test_green_85d057ef7c,green,data_external/vcor_raw/vcor_extracted/test/green/85d057ef7c.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_85d057ef7c.jpg,173,67,3,0.9993,0.8117,0.5485,336.6663,0.0029,0.0368,0.3316,3.2438,0,207,secondary_car_interference
vcor_test_green_865a437742,vcor_test_green_865a437742,green,data_external/vcor_raw/vcor_extracted/test/green/865a437742.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_865a437742.jpg,446,284,4,0.9782,0.9436,0.5124,280.6936,0.0146,0.0434,0.4521,3.8216,0,134,secondary_car_interference
vcor_test_green_86a0219951,vcor_test_green_86a0219951,green,data_external/vcor_raw/vcor_extracted/test/green/86a0219951.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_86a0219951.jpg,268,139,4,0.9868,0.8592,0.1631,353.3344,0.0209,0.0831,0.5356,4.3103,0,69,secondary_car_interference
vcor_test_green_897d4a300f,vcor_test_green_897d4a300f,green,data_external/vcor_raw/vcor_extracted/test/green/897d4a300f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_897d4a300f.jpg,289,92,1,0.9998,0.8818,0.0000,532.6946,0.0308,0.2845,0.2552,3.6801,0,150,too_dark
vcor_test_green_8fc4187dc0,vcor_test_green_8fc4187dc0,green,data_external/vcor_raw/vcor_extracted/test/green/8fc4187dc0.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_8fc4187dc0.jpg,347,209,3,0.9843,0.8359,0.0527,353.6600,0.0042,0.0592,0.4440,4.2315,0,77,passes_auto_screen
vcor_test_green_90f22d323f,vcor_test_green_90f22d323f,green,data_external/vcor_raw/vcor_extracted/test/green/90f22d323f.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_90f22d323f.jpg,453,171,1,0.9981,0.9185,0.0000,208.0671,0.0042,0.0875,0.5216,4.5129,1,40,passes_auto_screen
vcor_test_green_9228b09654,vcor_test_green_9228b09654,green,data_external/vcor_raw/vcor_extracted/test/green/9228b09654.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9228b09654.jpg,1360,381,3,0.9994,0.8766,0.5404,159.3442,0.0122,0.0301,0.4566,3.4029,0,191,secondary_car_interference
vcor_test_green_95b873b66e,vcor_test_green_95b873b66e,green,data_external/vcor_raw/vcor_extracted/test/green/95b873b66e.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_95b873b66e.jpg,308,145,3,0.9976,0.9070,0.2083,340.1524,0.0092,0.0065,0.2586,3.7494,0,138,secondary_car_interference
vcor_test_green_963b29c7b7,vcor_test_green_963b29c7b7,green,data_external/vcor_raw/vcor_extracted/test/green/963b29c7b7.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_963b29c7b7.jpg,230,92,2,0.9991,0.9556,0.4940,376.4230,0.0049,0.0666,0.6122,4.2770,0,73,secondary_car_interference
vcor_test_green_96a6c09c80,vcor_test_green_96a6c09c80,green,data_external/vcor_raw/vcor_extracted/test/green/96a6c09c80.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_96a6c09c80.jpg,1088,790,0,0.0000,0.0000,0.0000,172.1256,0.0055,0.0263,0.0108,0.5449,0,288,car_too_small|weak_color_match
vcor_test_green_9b0a749209,vcor_test_green_9b0a749209,green,data_external/vcor_raw/vcor_extracted/test/green/9b0a749209.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9b0a749209.jpg,1491,554,2,0.9986,0.8919,0.3675,285.1145,0.0243,0.0820,0.3439,3.6167,0,162,secondary_car_interference
vcor_test_green_9b53ab52fa,vcor_test_green_9b53ab52fa,green,data_external/vcor_raw/vcor_extracted/test/green/9b53ab52fa.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9b53ab52fa.jpg,686,302,1,0.9988,0.9201,0.0000,272.0342,0.0303,0.0516,0.5320,4.6812,1,20,passes_auto_screen
vcor_test_green_9c6544c3cd,vcor_test_green_9c6544c3cd,green,data_external/vcor_raw/vcor_extracted/test/green/9c6544c3cd.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9c6544c3cd.jpg,302,158,1,0.9970,0.8599,0.0000,771.2600,0.0263,0.0916,0.0069,3.2116,0,211,weak_color_match
vcor_test_green_9d7735d456,vcor_test_green_9d7735d456,green,data_external/vcor_raw/vcor_extracted/test/green/9d7735d456.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9d7735d456.jpg,242,138,8,0.9994,0.9381,0.1730,310.2844,0.0022,0.0249,0.1808,3.6580,0,155,secondary_car_interference
vcor_test_green_9f7a45c8b8,vcor_test_green_9f7a45c8b8,green,data_external/vcor_raw/vcor_extracted/test/green/9f7a45c8b8.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9f7a45c8b8.jpg,272,133,1,0.5493,0.7511,0.0000,344.4603,0.0008,0.0799,0.1725,3.0920,0,225,passes_auto_screen
vcor_test_green_9f99025e1d,vcor_test_green_9f99025e1d,green,data_external/vcor_raw/vcor_extracted/test/green/9f99025e1d.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_9f99025e1d.jpg,323,108,3,0.9996,0.8411,0.4174,411.5977,0.0174,0.0671,0.5211,3.9122,0,123,secondary_car_interference
vcor_test_green_a0d92655f6,vcor_test_green_a0d92655f6,green,data_external/vcor_raw/vcor_extracted/test/green/a0d92655f6.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_a0d92655f6.jpg,1423,781,2,0.9930,0.7190,0.4940,114.3997,0.0321,0.0941,0.6040,3.2840,0,203,secondary_car_interference
vcor_test_green_a114606d81,vcor_test_green_a114606d81,green,data_external/vcor_raw/vcor_extracted/test/green/a114606d81.jpg,data_external/vcor_selected/candidate_pool/green/vcor_test_green_a114606d81.jpg,184,108,2,0.9959,0.9448,0.4706,432.9538,0.0008,0.0325,0.4638,3.9536,0,116,secondary_car_interference
