source_dataset,split,assigned_true_color,source_path,file_name,image_id
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/288f843fad.jpg,288f843fad.jpg,vcor_train_beige_288f843fad
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/28a9d7536f.jpg,28a9d7536f.jpg,vcor_train_beige_28a9d7536f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/28b7f32d66.jpg,28b7f32d66.jpg,vcor_train_beige_28b7f32d66
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/28d7609432.jpg,28d7609432.jpg,vcor_train_beige_28d7609432
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/299437e115.jpg,299437e115.jpg,vcor_train_beige_299437e115
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/2a30680797.jpg,2a30680797.jpg,vcor_train_beige_2a30680797
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/2a3ba48f91.jpg,2a3ba48f91.jpg,vcor_train_beige_2a3ba48f91
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/2ca505dafa.jpg,2ca505dafa.jpg,vcor_train_beige_2ca505dafa
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/2ce43ea4e8.jpg,2ce43ea4e8.jpg,vcor_train_beige_2ce43ea4e8
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/2db43928e0.jpg,2db43928e0.jpg,vcor_train_beige_2db43928e0
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/2f7e309f2b.jpg,2f7e309f2b.jpg,vcor_train_beige_2f7e309f2b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/2ffb7df8bc.jpg,2ffb7df8bc.jpg,vcor_train_beige_2ffb7df8bc
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3178cb7050.jpg,3178cb7050.jpg,vcor_train_beige_3178cb7050
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3408cef820.jpg,3408cef820.jpg,vcor_train_beige_3408cef820
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3478701fa4.jpg,3478701fa4.jpg,vcor_train_beige_3478701fa4
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/34bac4dfbc.jpg,34bac4dfbc.jpg,vcor_train_beige_34bac4dfbc
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/353630f86d.jpg,353630f86d.jpg,vcor_train_beige_353630f86d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/36ef97c147.jpg,36ef97c147.jpg,vcor_train_beige_36ef97c147
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/37b7546f31.jpg,37b7546f31.jpg,vcor_train_beige_37b7546f31
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/386071aa57.jpg,386071aa57.jpg,vcor_train_beige_386071aa57
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/38f3bf9ec5.jpg,38f3bf9ec5.jpg,vcor_train_beige_38f3bf9ec5
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/391832f79e.jpg,391832f79e.jpg,vcor_train_beige_391832f79e
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/393b823b37.jpg,393b823b37.jpg,vcor_train_beige_393b823b37
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/396e99f7b7.jpg,396e99f7b7.jpg,vcor_train_beige_396e99f7b7
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/39aaef4d4b.jpg,39aaef4d4b.jpg,vcor_train_beige_39aaef4d4b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3a52114bc8.jpg,3a52114bc8.jpg,vcor_train_beige_3a52114bc8
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3b351d907f.jpg,3b351d907f.jpg,vcor_train_beige_3b351d907f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3bae5a11b7.jpg,3bae5a11b7.jpg,vcor_train_beige_3bae5a11b7
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3c5630f913.jpg,3c5630f913.jpg,vcor_train_beige_3c5630f913
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3c7e355a0c.jpg,3c7e355a0c.jpg,vcor_train_beige_3c7e355a0c
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3c9ee5ac1b.jpg,3c9ee5ac1b.jpg,vcor_train_beige_3c9ee5ac1b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3cd2325e5f.jpg,3cd2325e5f.jpg,vcor_train_beige_3cd2325e5f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3dc9455d44.jpg,3dc9455d44.jpg,vcor_train_beige_3dc9455d44
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3dcf24b1c1.jpg,3dcf24b1c1.jpg,vcor_train_beige_3dcf24b1c1
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3e6ce67a74.jpg,3e6ce67a74.jpg,vcor_train_beige_3e6ce67a74
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/3eb5428c6d.jpg,3eb5428c6d.jpg,vcor_train_beige_3eb5428c6d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/407598484b.jpg,407598484b.jpg,vcor_train_beige_407598484b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4096f0ecfd.jpg,4096f0ecfd.jpg,vcor_train_beige_4096f0ecfd
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4158cabd96.jpg,4158cabd96.jpg,vcor_train_beige_4158cabd96
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4193b5d014.jpg,4193b5d014.jpg,vcor_train_beige_4193b5d014
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/41ddb764b3.jpg,41ddb764b3.jpg,vcor_train_beige_41ddb764b3
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/436c653613.jpg,436c653613.jpg,vcor_train_beige_436c653613
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/43cd6c2593.jpg,43cd6c2593.jpg,vcor_train_beige_43cd6c2593
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/45f6f885ab.jpg,45f6f885ab.jpg,vcor_train_beige_45f6f885ab
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4665a57f83.jpg,4665a57f83.jpg,vcor_train_beige_4665a57f83
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/46d39b75dc.jpg,46d39b75dc.jpg,vcor_train_beige_46d39b75dc
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/479589b18a.jpg,479589b18a.jpg,vcor_train_beige_479589b18a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/47b1dd84d2.jpg,47b1dd84d2.jpg,vcor_train_beige_47b1dd84d2
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4875c1b424.jpg,4875c1b424.jpg,vcor_train_beige_4875c1b424
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/489950f1fa.jpg,489950f1fa.jpg,vcor_train_beige_489950f1fa
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/491687a336.jpg,491687a336.jpg,vcor_train_beige_491687a336
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/49619bb7a0.jpg,49619bb7a0.jpg,vcor_train_beige_49619bb7a0
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4a1f596897.jpg,4a1f596897.jpg,vcor_train_beige_4a1f596897
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4a7424d872.jpg,4a7424d872.jpg,vcor_train_beige_4a7424d872
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4a7affc330.jpg,4a7affc330.jpg,vcor_train_beige_4a7affc330
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4ad6520411.jpg,4ad6520411.jpg,vcor_train_beige_4ad6520411
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4bad6313e1.jpg,4bad6313e1.jpg,vcor_train_beige_4bad6313e1
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4c1c0fab87.jpg,4c1c0fab87.jpg,vcor_train_beige_4c1c0fab87
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4d586f6b18.jpg,4d586f6b18.jpg,vcor_train_beige_4d586f6b18
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4eed0a2922.jpg,4eed0a2922.jpg,vcor_train_beige_4eed0a2922
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/4faa809782.jpg,4faa809782.jpg,vcor_train_beige_4faa809782
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5160636459.jpg,5160636459.jpg,vcor_train_beige_5160636459
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5255f8b570.jpg,5255f8b570.jpg,vcor_train_beige_5255f8b570
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5463999060.jpg,5463999060.jpg,vcor_train_beige_5463999060
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/551d119367.jpg,551d119367.jpg,vcor_train_beige_551d119367
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5530bdacb7.jpg,5530bdacb7.jpg,vcor_train_beige_5530bdacb7
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/563d2d1eeb.jpg,563d2d1eeb.jpg,vcor_train_beige_563d2d1eeb
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/56a084233f.jpg,56a084233f.jpg,vcor_train_beige_56a084233f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/57941256f2.jpg,57941256f2.jpg,vcor_train_beige_57941256f2
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/588dba8dc8.jpg,588dba8dc8.jpg,vcor_train_beige_588dba8dc8
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/58bf22cf08.jpg,58bf22cf08.jpg,vcor_train_beige_58bf22cf08
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/598e5b1979.jpg,598e5b1979.jpg,vcor_train_beige_598e5b1979
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5a55d9be15.jpg,5a55d9be15.jpg,vcor_train_beige_5a55d9be15
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5b09246e25.jpg,5b09246e25.jpg,vcor_train_beige_5b09246e25
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5b646a8167.jpg,5b646a8167.jpg,vcor_train_beige_5b646a8167
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5b787ddde0.jpg,5b787ddde0.jpg,vcor_train_beige_5b787ddde0
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5cf6fb5b4f.jpg,5cf6fb5b4f.jpg,vcor_train_beige_5cf6fb5b4f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5e9f45483b.jpg,5e9f45483b.jpg,vcor_train_beige_5e9f45483b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5ebcb0f571.jpg,5ebcb0f571.jpg,vcor_train_beige_5ebcb0f571
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5f593f05cd.jpg,5f593f05cd.jpg,vcor_train_beige_5f593f05cd
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5f7cabd435.jpg,5f7cabd435.jpg,vcor_train_beige_5f7cabd435
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/5f8b9a800e.jpg,5f8b9a800e.jpg,vcor_train_beige_5f8b9a800e
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/602a824b90.jpg,602a824b90.jpg,vcor_train_beige_602a824b90
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6134541815.jpg,6134541815.jpg,vcor_train_beige_6134541815
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/61ac3a3e29.jpg,61ac3a3e29.jpg,vcor_train_beige_61ac3a3e29
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/620b652c2f.jpg,620b652c2f.jpg,vcor_train_beige_620b652c2f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6284eda1d7.jpg,6284eda1d7.jpg,vcor_train_beige_6284eda1d7
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/62a4f2db00.jpg,62a4f2db00.jpg,vcor_train_beige_62a4f2db00
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/636503596a.jpg,636503596a.jpg,vcor_train_beige_636503596a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/636668a3f5.jpg,636668a3f5.jpg,vcor_train_beige_636668a3f5
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/63c4648ba7.jpg,63c4648ba7.jpg,vcor_train_beige_63c4648ba7
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/649a12c1fc.jpg,649a12c1fc.jpg,vcor_train_beige_649a12c1fc
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/64a7f3bf85.jpg,64a7f3bf85.jpg,vcor_train_beige_64a7f3bf85
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/65c1e411a1.jpg,65c1e411a1.jpg,vcor_train_beige_65c1e411a1
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/65f9d90c44.jpg,65f9d90c44.jpg,vcor_train_beige_65f9d90c44
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6602a7a170.jpg,6602a7a170.jpg,vcor_train_beige_6602a7a170
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/663e3b7a82.jpg,663e3b7a82.jpg,vcor_train_beige_663e3b7a82
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/666b47beaa.jpg,666b47beaa.jpg,vcor_train_beige_666b47beaa
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/66d0bb9360.jpg,66d0bb9360.jpg,vcor_train_beige_66d0bb9360
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/66f0c9d4e1.jpg,66f0c9d4e1.jpg,vcor_train_beige_66f0c9d4e1
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/66f517c8bb.jpg,66f517c8bb.jpg,vcor_train_beige_66f517c8bb
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/67258649f7.jpg,67258649f7.jpg,vcor_train_beige_67258649f7
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/695be96216.jpg,695be96216.jpg,vcor_train_beige_695be96216
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/69b2c734c1.jpg,69b2c734c1.jpg,vcor_train_beige_69b2c734c1
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6a08872d9d.jpg,6a08872d9d.jpg,vcor_train_beige_6a08872d9d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6a10ac4794.jpg,6a10ac4794.jpg,vcor_train_beige_6a10ac4794
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6c8eaebb0e.jpg,6c8eaebb0e.jpg,vcor_train_beige_6c8eaebb0e
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6dc810ef8f.jpg,6dc810ef8f.jpg,vcor_train_beige_6dc810ef8f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6dceb765f1.jpg,6dceb765f1.jpg,vcor_train_beige_6dceb765f1
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6df59f5c5f.jpg,6df59f5c5f.jpg,vcor_train_beige_6df59f5c5f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6e38e1e012.jpg,6e38e1e012.jpg,vcor_train_beige_6e38e1e012
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/6e7fa2d68d.jpg,6e7fa2d68d.jpg,vcor_train_beige_6e7fa2d68d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/700961247e.jpg,700961247e.jpg,vcor_train_beige_700961247e
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/70ec496b1f.jpg,70ec496b1f.jpg,vcor_train_beige_70ec496b1f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/715a8939c4.jpg,715a8939c4.jpg,vcor_train_beige_715a8939c4
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/719d48e2fb.jpg,719d48e2fb.jpg,vcor_train_beige_719d48e2fb
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/720b6fc08d.jpg,720b6fc08d.jpg,vcor_train_beige_720b6fc08d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/72b29db4c9.jpg,72b29db4c9.jpg,vcor_train_beige_72b29db4c9
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/72cecd27f4.jpg,72cecd27f4.jpg,vcor_train_beige_72cecd27f4
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7307e106fa.jpg,7307e106fa.jpg,vcor_train_beige_7307e106fa
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7333c63c49.jpg,7333c63c49.jpg,vcor_train_beige_7333c63c49
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/733ab4d83c.jpg,733ab4d83c.jpg,vcor_train_beige_733ab4d83c
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/73f9d6c024.jpg,73f9d6c024.jpg,vcor_train_beige_73f9d6c024
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7499449670.jpg,7499449670.jpg,vcor_train_beige_7499449670
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/74f19e455c.jpg,74f19e455c.jpg,vcor_train_beige_74f19e455c
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/75c87a8a27.jpg,75c87a8a27.jpg,vcor_train_beige_75c87a8a27
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7611105c03.jpg,7611105c03.jpg,vcor_train_beige_7611105c03
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/761720fc12.jpg,761720fc12.jpg,vcor_train_beige_761720fc12
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/763952921a.jpg,763952921a.jpg,vcor_train_beige_763952921a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/76c475423a.jpg,76c475423a.jpg,vcor_train_beige_76c475423a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/76c820912e.jpg,76c820912e.jpg,vcor_train_beige_76c820912e
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7747ba1f8c.jpg,7747ba1f8c.jpg,vcor_train_beige_7747ba1f8c
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/77901f1550.jpg,77901f1550.jpg,vcor_train_beige_77901f1550
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/77ca10221a.jpg,77ca10221a.jpg,vcor_train_beige_77ca10221a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/77d09ba5a6.jpg,77d09ba5a6.jpg,vcor_train_beige_77d09ba5a6
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/796847b52d.jpg,796847b52d.jpg,vcor_train_beige_796847b52d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7ac63f0d55.jpg,7ac63f0d55.jpg,vcor_train_beige_7ac63f0d55
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7af1db258a.jpg,7af1db258a.jpg,vcor_train_beige_7af1db258a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7b33bc655d.jpg,7b33bc655d.jpg,vcor_train_beige_7b33bc655d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7b72642a90.jpg,7b72642a90.jpg,vcor_train_beige_7b72642a90
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7b920a0335.jpg,7b920a0335.jpg,vcor_train_beige_7b920a0335
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7bc778e3da.jpg,7bc778e3da.jpg,vcor_train_beige_7bc778e3da
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7bda1d3c27.jpg,7bda1d3c27.jpg,vcor_train_beige_7bda1d3c27
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7d02f91930.jpg,7d02f91930.jpg,vcor_train_beige_7d02f91930
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7d66d1ce5b.jpg,7d66d1ce5b.jpg,vcor_train_beige_7d66d1ce5b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7d6cfa09d1.jpg,7d6cfa09d1.jpg,vcor_train_beige_7d6cfa09d1
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/7f397c84ba.jpg,7f397c84ba.jpg,vcor_train_beige_7f397c84ba
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/81dcc66b16.jpg,81dcc66b16.jpg,vcor_train_beige_81dcc66b16
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/81dd70786d.jpg,81dd70786d.jpg,vcor_train_beige_81dd70786d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8260b00014.jpg,8260b00014.jpg,vcor_train_beige_8260b00014
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/858c5c8272.jpg,858c5c8272.jpg,vcor_train_beige_858c5c8272
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/87e1b6f077.jpg,87e1b6f077.jpg,vcor_train_beige_87e1b6f077
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/88f0939620.jpg,88f0939620.jpg,vcor_train_beige_88f0939620
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8937ab147f.jpg,8937ab147f.jpg,vcor_train_beige_8937ab147f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/89b675a23f.jpg,89b675a23f.jpg,vcor_train_beige_89b675a23f
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/89bbf68430.jpg,89bbf68430.jpg,vcor_train_beige_89bbf68430
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8a338b1163.jpg,8a338b1163.jpg,vcor_train_beige_8a338b1163
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8a6cee919b.jpg,8a6cee919b.jpg,vcor_train_beige_8a6cee919b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8a887c175a.jpg,8a887c175a.jpg,vcor_train_beige_8a887c175a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8a9b847b00.jpg,8a9b847b00.jpg,vcor_train_beige_8a9b847b00
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8a9c7a5806.jpg,8a9c7a5806.jpg,vcor_train_beige_8a9c7a5806
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8c09483075.jpg,8c09483075.jpg,vcor_train_beige_8c09483075
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8d5feed42b.jpg,8d5feed42b.jpg,vcor_train_beige_8d5feed42b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8d9c9dafdd.jpg,8d9c9dafdd.jpg,vcor_train_beige_8d9c9dafdd
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8d9ca56753.jpg,8d9ca56753.jpg,vcor_train_beige_8d9ca56753
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8da9a2790b.jpg,8da9a2790b.jpg,vcor_train_beige_8da9a2790b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/8dcf1a2c9c.jpg,8dcf1a2c9c.jpg,vcor_train_beige_8dcf1a2c9c
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/917937e5b9.jpg,917937e5b9.jpg,vcor_train_beige_917937e5b9
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9197135225.jpg,9197135225.jpg,vcor_train_beige_9197135225
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/91f58b9854.jpg,91f58b9854.jpg,vcor_train_beige_91f58b9854
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/920c08f1b0.jpg,920c08f1b0.jpg,vcor_train_beige_920c08f1b0
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/92c74ee107.jpg,92c74ee107.jpg,vcor_train_beige_92c74ee107
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/92d3d4983a.jpg,92d3d4983a.jpg,vcor_train_beige_92d3d4983a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/92d830b516.jpg,92d830b516.jpg,vcor_train_beige_92d830b516
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9374e089b1.jpg,9374e089b1.jpg,vcor_train_beige_9374e089b1
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/93fa2d9d10.jpg,93fa2d9d10.jpg,vcor_train_beige_93fa2d9d10
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9527a187c5.jpg,9527a187c5.jpg,vcor_train_beige_9527a187c5
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/96aadd93e9.jpg,96aadd93e9.jpg,vcor_train_beige_96aadd93e9
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/96db40d9f5.jpg,96db40d9f5.jpg,vcor_train_beige_96db40d9f5
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/987c72b910.jpg,987c72b910.jpg,vcor_train_beige_987c72b910
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9978a34b5d.jpg,9978a34b5d.jpg,vcor_train_beige_9978a34b5d
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/99a21d186b.jpg,99a21d186b.jpg,vcor_train_beige_99a21d186b
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/99f23a903e.jpg,99f23a903e.jpg,vcor_train_beige_99f23a903e
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9a07c2793a.jpg,9a07c2793a.jpg,vcor_train_beige_9a07c2793a
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9a1602cae9.jpg,9a1602cae9.jpg,vcor_train_beige_9a1602cae9
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9ad9b05bf0.jpg,9ad9b05bf0.jpg,vcor_train_beige_9ad9b05bf0
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9ad9fbb909.jpg,9ad9fbb909.jpg,vcor_train_beige_9ad9fbb909
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9b33fb8385.jpg,9b33fb8385.jpg,vcor_train_beige_9b33fb8385
VCoR,train,beige,data_external/vcor_raw/vcor_extracted/train/beige/9b340dad9e.jpg,9b340dad9e.jpg,vcor_train_beige_9b340dad9e
