image_id,source_dataset,split,source_path,assigned_true_color,rejection_reason,reviewer_note
vcor_test_red_044ed301f3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/red/044ed301f3.jpg,red,not_selected_after_strict_auto_screen,auto_rank=44; quality_score=4.0670; passes_auto_screen
vcor_train_blue_1139401ef6,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/1139401ef6.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=165; quality_score=4.0537; passes_auto_screen
vcor_train_blue_1183a92e74,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/1183a92e74.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=72; quality_score=4.6625; passes_auto_screen
vcor_train_blue_11a3274237,VCoR,train,data_external/vcor_raw/vcor_extracted/train/blue/11a3274237.jpg,blue,not_selected_after_strict_auto_screen,auto_rank=45; quality_score=4.8020; secondary_car_interference
vcor_test_green_0174bfb8dd,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0174bfb8dd.jpg,green,not_selected_after_strict_auto_screen,auto_rank=213; quality_score=3.2017; secondary_car_interference
vcor_test_green_044c3fb74a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/044c3fb74a.jpg,green,not_selected_after_strict_auto_screen,auto_rank=158; quality_score=3.6454; secondary_car_interference
vcor_test_green_05a6a4302a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/05a6a4302a.jpg,green,not_selected_after_strict_auto_screen,auto_rank=173; quality_score=3.5352; passes_auto_screen
vcor_test_green_077494412e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/077494412e.jpg,green,not_selected_after_strict_auto_screen,auto_rank=67; quality_score=4.3202; passes_auto_screen
vcor_test_green_07f848564a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/07f848564a.jpg,green,not_selected_after_strict_auto_screen,auto_rank=80; quality_score=4.2002; secondary_car_interference
vcor_test_green_099aee3195,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/099aee3195.jpg,green,not_selected_after_strict_auto_screen,auto_rank=189; quality_score=3.4177; passes_auto_screen
vcor_test_green_0a5bceb5ed,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0a5bceb5ed.jpg,green,not_selected_after_strict_auto_screen,auto_rank=177; quality_score=3.5158; passes_auto_screen
vcor_test_green_0cc0f5ad2d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/0cc0f5ad2d.jpg,green,not_selected_after_strict_auto_screen,auto_rank=85; quality_score=4.1878; passes_auto_screen
vcor_test_green_1385d23c97,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1385d23c97.jpg,green,not_selected_after_strict_auto_screen,auto_rank=226; quality_score=3.0584; secondary_car_interference
vcor_test_green_14b2939176,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/14b2939176.jpg,green,not_selected_after_strict_auto_screen,auto_rank=57; quality_score=4.3647; passes_auto_screen
vcor_test_green_151150bbb1,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/151150bbb1.jpg,green,not_selected_after_strict_auto_screen,auto_rank=242; quality_score=2.8603; secondary_car_interference|weak_color_match
vcor_test_green_161cc3db12,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/161cc3db12.jpg,green,not_selected_after_strict_auto_screen,auto_rank=167; quality_score=3.5893; passes_auto_screen
vcor_test_green_1acad4c6a5,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1acad4c6a5.jpg,green,not_selected_after_strict_auto_screen,auto_rank=152; quality_score=3.6639; passes_auto_screen
vcor_test_green_1b203c6b70,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1b203c6b70.jpg,green,not_selected_after_strict_auto_screen,auto_rank=111; quality_score=3.9872; secondary_car_interference
vcor_test_green_1c8cb508d5,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1c8cb508d5.jpg,green,not_selected_after_strict_auto_screen,auto_rank=82; quality_score=4.1992; passes_auto_screen
vcor_test_green_1d8c22e15a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1d8c22e15a.jpg,green,not_selected_after_strict_auto_screen,auto_rank=186; quality_score=3.4361; secondary_car_interference
vcor_test_green_1ed6e614ae,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1ed6e614ae.jpg,green,not_selected_after_strict_auto_screen,auto_rank=174; quality_score=3.5329; secondary_car_interference
vcor_test_green_1ed83be18e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1ed83be18e.jpg,green,not_selected_after_strict_auto_screen,auto_rank=285; quality_score=0.8508; car_too_small|weak_color_match
vcor_test_green_1fada4c0a8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/1fada4c0a8.jpg,green,not_selected_after_strict_auto_screen,auto_rank=105; quality_score=4.0489; secondary_car_interference
vcor_test_green_2066af6dc4,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/2066af6dc4.jpg,green,not_selected_after_strict_auto_screen,auto_rank=183; quality_score=3.4569; secondary_car_interference
vcor_test_green_252fe9fbe8 - Copy,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/252fe9fbe8 - Copy.jpg,green,not_selected_after_strict_auto_screen,auto_rank=220; quality_score=3.1140; secondary_car_interference
vcor_test_green_2638c942da,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/2638c942da.jpg,green,not_selected_after_strict_auto_screen,auto_rank=234; quality_score=2.9759; secondary_car_interference
vcor_test_green_26ca7cfea7,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/26ca7cfea7.jpg,green,not_selected_after_strict_auto_screen,auto_rank=230; quality_score=3.0249; secondary_car_interference
vcor_test_green_2792577c0a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/2792577c0a.jpg,green,not_selected_after_strict_auto_screen,auto_rank=214; quality_score=3.1952; weak_color_match
vcor_test_green_2982160f2d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/2982160f2d.jpg,green,not_selected_after_strict_auto_screen,auto_rank=125; quality_score=3.9019; secondary_car_interference
vcor_test_green_2a3578bbae - Copy,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/2a3578bbae - Copy.jpg,green,not_selected_after_strict_auto_screen,auto_rank=232; quality_score=2.9990; weak_color_match
vcor_test_green_2f6b3badf8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/2f6b3badf8.jpg,green,not_selected_after_strict_auto_screen,auto_rank=106; quality_score=4.0447; secondary_car_interference
vcor_test_green_373a84b5e7,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/373a84b5e7.jpg,green,not_selected_after_strict_auto_screen,auto_rank=176; quality_score=3.5176; weak_color_match
vcor_test_green_396caa7031,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/396caa7031.jpg,green,not_selected_after_strict_auto_screen,auto_rank=88; quality_score=4.1658; secondary_car_interference
vcor_test_green_3d0f92031f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/3d0f92031f.jpg,green,not_selected_after_strict_auto_screen,auto_rank=227; quality_score=3.0502; secondary_car_interference|weak_color_match
vcor_test_green_43b4542805,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/43b4542805.jpg,green,not_selected_after_strict_auto_screen,auto_rank=204; quality_score=3.2725; weak_color_match
vcor_test_green_474ad00ff9,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/474ad00ff9.jpg,green,not_selected_after_strict_auto_screen,auto_rank=112; quality_score=3.9826; secondary_car_interference
vcor_test_green_49efa1724c,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/49efa1724c.jpg,green,not_selected_after_strict_auto_screen,auto_rank=190; quality_score=3.4093; secondary_car_interference
vcor_test_green_4b4ef9186a,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/4b4ef9186a.jpg,green,not_selected_after_strict_auto_screen,auto_rank=71; quality_score=4.3063; passes_auto_screen
vcor_test_green_4bef7bbfd0,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/4bef7bbfd0.jpg,green,not_selected_after_strict_auto_screen,auto_rank=219; quality_score=3.1190; too_dark
vcor_test_green_4bfdd697c2,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/4bfdd697c2.jpg,green,not_selected_after_strict_auto_screen,auto_rank=63; quality_score=4.3412; secondary_car_interference
vcor_test_green_4fae55c80c,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/4fae55c80c.jpg,green,not_selected_after_strict_auto_screen,auto_rank=287; quality_score=0.7454; car_too_small|weak_color_match
vcor_test_green_501a92a709,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/501a92a709.jpg,green,not_selected_after_strict_auto_screen,auto_rank=127; quality_score=3.8900; passes_auto_screen
vcor_test_green_5190c3bcbb,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/5190c3bcbb.jpg,green,not_selected_after_strict_auto_screen,auto_rank=121; quality_score=3.9178; passes_auto_screen
vcor_test_green_51a99cd620,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/51a99cd620.jpg,green,not_selected_after_strict_auto_screen,auto_rank=98; quality_score=4.0859; passes_auto_screen
vcor_test_green_51c7dd21ec,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/51c7dd21ec.jpg,green,not_selected_after_strict_auto_screen,auto_rank=160; quality_score=3.6403; passes_auto_screen
vcor_test_green_5b0c894f7b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/5b0c894f7b.jpg,green,not_selected_after_strict_auto_screen,auto_rank=229; quality_score=3.0378; secondary_car_interference|weak_color_match
vcor_test_green_5b239ac624,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/5b239ac624.jpg,green,not_selected_after_strict_auto_screen,auto_rank=96; quality_score=4.0935; secondary_car_interference
vcor_test_green_5e9c57e3f7,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/5e9c57e3f7.jpg,green,not_selected_after_strict_auto_screen,auto_rank=182; quality_score=3.4650; weak_color_match
vcor_test_green_5fd4779be8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/5fd4779be8.jpg,green,not_selected_after_strict_auto_screen,auto_rank=115; quality_score=3.9598; secondary_car_interference
vcor_test_green_613a0f4105,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/613a0f4105.jpg,green,not_selected_after_strict_auto_screen,auto_rank=169; quality_score=3.5744; passes_auto_screen
vcor_test_green_66f040fa36,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/66f040fa36.jpg,green,not_selected_after_strict_auto_screen,auto_rank=164; quality_score=3.6100; passes_auto_screen
vcor_test_green_6807063e3b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/6807063e3b.jpg,green,not_selected_after_strict_auto_screen,auto_rank=79; quality_score=4.2268; secondary_car_interference|highlight_overexposed
vcor_test_green_680dec6895,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/680dec6895.jpg,green,not_selected_after_strict_auto_screen,auto_rank=282; quality_score=1.1170; car_too_small|highlight_overexposed
vcor_test_green_6b283952d2,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/6b283952d2.jpg,green,not_selected_after_strict_auto_screen,auto_rank=238; quality_score=2.9065; secondary_car_interference|weak_color_match
vcor_test_green_6b64efcffd,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/6b64efcffd.jpg,green,not_selected_after_strict_auto_screen,auto_rank=52; quality_score=4.4225; highlight_overexposed
vcor_test_green_6c7d8eeadb,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/6c7d8eeadb.jpg,green,not_selected_after_strict_auto_screen,auto_rank=266; quality_score=2.3388; secondary_car_interference|weak_color_match
vcor_test_green_72bc845603,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/72bc845603.jpg,green,not_selected_after_strict_auto_screen,auto_rank=149; quality_score=3.6846; secondary_car_interference
vcor_test_green_774674a18b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/774674a18b.jpg,green,not_selected_after_strict_auto_screen,auto_rank=120; quality_score=3.9203; secondary_car_interference
vcor_test_green_791f99e91b,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/791f99e91b.jpg,green,not_selected_after_strict_auto_screen,auto_rank=118; quality_score=3.9371; passes_auto_screen
vcor_test_green_7a9edbc580,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7a9edbc580.jpg,green,not_selected_after_strict_auto_screen,auto_rank=124; quality_score=3.9101; passes_auto_screen
vcor_test_green_7ab5560b8b - Copy,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7ab5560b8b - Copy.jpg,green,not_selected_after_strict_auto_screen,auto_rank=210; quality_score=3.2195; weak_color_match
vcor_test_green_7b12becb2c,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7b12becb2c.jpg,green,not_selected_after_strict_auto_screen,auto_rank=78; quality_score=4.2274; secondary_car_interference
vcor_test_green_7b81c21069,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7b81c21069.jpg,green,not_selected_after_strict_auto_screen,auto_rank=252; quality_score=2.6460; secondary_car_interference|weak_color_match
vcor_test_green_7ffa14bb51,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/7ffa14bb51.jpg,green,not_selected_after_strict_auto_screen,auto_rank=261; quality_score=2.4395; secondary_car_interference|weak_color_match
vcor_test_green_85d057ef7c,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/85d057ef7c.jpg,green,not_selected_after_strict_auto_screen,auto_rank=207; quality_score=3.2438; secondary_car_interference
vcor_test_green_865a437742,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/865a437742.jpg,green,not_selected_after_strict_auto_screen,auto_rank=134; quality_score=3.8216; secondary_car_interference
vcor_test_green_86a0219951,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/86a0219951.jpg,green,not_selected_after_strict_auto_screen,auto_rank=69; quality_score=4.3103; secondary_car_interference
vcor_test_green_897d4a300f,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/897d4a300f.jpg,green,not_selected_after_strict_auto_screen,auto_rank=150; quality_score=3.6801; too_dark
vcor_test_green_8fc4187dc0,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/8fc4187dc0.jpg,green,not_selected_after_strict_auto_screen,auto_rank=77; quality_score=4.2315; passes_auto_screen
vcor_test_green_9228b09654,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/9228b09654.jpg,green,not_selected_after_strict_auto_screen,auto_rank=191; quality_score=3.4029; secondary_car_interference
vcor_test_green_95b873b66e,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/95b873b66e.jpg,green,not_selected_after_strict_auto_screen,auto_rank=138; quality_score=3.7494; secondary_car_interference
vcor_test_green_963b29c7b7,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/963b29c7b7.jpg,green,not_selected_after_strict_auto_screen,auto_rank=73; quality_score=4.2770; secondary_car_interference
vcor_test_green_96a6c09c80,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/96a6c09c80.jpg,green,not_selected_after_strict_auto_screen,auto_rank=288; quality_score=0.5449; car_too_small|weak_color_match
vcor_test_green_9b0a749209,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/9b0a749209.jpg,green,not_selected_after_strict_auto_screen,auto_rank=162; quality_score=3.6167; secondary_car_interference
vcor_test_green_9c6544c3cd,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/9c6544c3cd.jpg,green,not_selected_after_strict_auto_screen,auto_rank=211; quality_score=3.2116; weak_color_match
vcor_test_green_9d7735d456,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/9d7735d456.jpg,green,not_selected_after_strict_auto_screen,auto_rank=155; quality_score=3.6580; secondary_car_interference
vcor_test_green_9f7a45c8b8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/9f7a45c8b8.jpg,green,not_selected_after_strict_auto_screen,auto_rank=225; quality_score=3.0920; passes_auto_screen
vcor_test_green_9f99025e1d,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/9f99025e1d.jpg,green,not_selected_after_strict_auto_screen,auto_rank=123; quality_score=3.9122; secondary_car_interference
vcor_test_green_a0d92655f6,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/a0d92655f6.jpg,green,not_selected_after_strict_auto_screen,auto_rank=203; quality_score=3.2840; secondary_car_interference
vcor_test_green_a114606d81,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/a114606d81.jpg,green,not_selected_after_strict_auto_screen,auto_rank=116; quality_score=3.9536; secondary_car_interference
vcor_test_green_a619b69be6,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/a619b69be6.jpg,green,not_selected_after_strict_auto_screen,auto_rank=130; quality_score=3.8447; passes_auto_screen
vcor_test_green_b2805a33f5,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/b2805a33f5.jpg,green,not_selected_after_strict_auto_screen,auto_rank=196; quality_score=3.3494; secondary_car_interference|highlight_overexposed
vcor_test_green_bb09c84231,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/bb09c84231.jpg,green,not_selected_after_strict_auto_screen,auto_rank=228; quality_score=3.0419; too_dark|weak_color_match
vcor_test_green_c6f5a824e0,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/c6f5a824e0.jpg,green,not_selected_after_strict_auto_screen,auto_rank=202; quality_score=3.3160; weak_color_match
vcor_test_green_ca230c9a71,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/ca230c9a71.jpg,green,not_selected_after_strict_auto_screen,auto_rank=166; quality_score=3.5995; secondary_car_interference
vcor_test_green_cbc90305e3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/cbc90305e3.jpg,green,not_selected_after_strict_auto_screen,auto_rank=240; quality_score=2.8782; secondary_car_interference
vcor_test_green_cdd6f6abe6,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/cdd6f6abe6.jpg,green,not_selected_after_strict_auto_screen,auto_rank=103; quality_score=4.0568; passes_auto_screen
vcor_test_green_d103c9f0cc,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/d103c9f0cc.jpg,green,not_selected_after_strict_auto_screen,auto_rank=91; quality_score=4.1524; secondary_car_interference
vcor_test_green_d2a80c5e06,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/d2a80c5e06.jpg,green,not_selected_after_strict_auto_screen,auto_rank=90; quality_score=4.1545; passes_auto_screen
vcor_test_green_d36f052367,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/d36f052367.jpg,green,not_selected_after_strict_auto_screen,auto_rank=65; quality_score=4.3372; passes_auto_screen
vcor_test_green_d3a6ec2ea9,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/d3a6ec2ea9.jpg,green,not_selected_after_strict_auto_screen,auto_rank=262; quality_score=2.4174; secondary_car_interference|weak_color_match
vcor_test_green_d3fb5450c3,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/d3fb5450c3.jpg,green,not_selected_after_strict_auto_screen,auto_rank=258; quality_score=2.4897; secondary_car_interference|weak_color_match
vcor_test_green_d528d5fbb1,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/d528d5fbb1.jpg,green,not_selected_after_strict_auto_screen,auto_rank=72; quality_score=4.2826; passes_auto_screen
vcor_test_green_d752ca4d63,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/d752ca4d63.jpg,green,not_selected_after_strict_auto_screen,auto_rank=235; quality_score=2.9658; secondary_car_interference
vcor_test_green_d7ff601ccc - Copy,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/d7ff601ccc - Copy.jpg,green,not_selected_after_strict_auto_screen,auto_rank=274; quality_score=2.0155; secondary_car_interference|weak_color_match
vcor_test_green_df940057ce,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/df940057ce.jpg,green,not_selected_after_strict_auto_screen,auto_rank=126; quality_score=3.8906; passes_auto_screen
vcor_test_green_e0acd74b58,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/e0acd74b58.jpg,green,not_selected_after_strict_auto_screen,auto_rank=141; quality_score=3.7336; passes_auto_screen
vcor_test_green_e34bfa3329,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/e34bfa3329.jpg,green,not_selected_after_strict_auto_screen,auto_rank=257; quality_score=2.4990; secondary_car_interference
vcor_test_green_e3508cbae1,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/e3508cbae1.jpg,green,not_selected_after_strict_auto_screen,auto_rank=179; quality_score=3.5003; passes_auto_screen
vcor_test_green_e4fc43fbac,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/e4fc43fbac.jpg,green,not_selected_after_strict_auto_screen,auto_rank=215; quality_score=3.1929; weak_color_match
vcor_test_green_e5657997ac,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/e5657997ac.jpg,green,not_selected_after_strict_auto_screen,auto_rank=276; quality_score=1.9512; car_too_small
vcor_test_green_e75ef7c8b8,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/e75ef7c8b8.jpg,green,not_selected_after_strict_auto_screen,auto_rank=102; quality_score=4.0610; secondary_car_interference
vcor_test_green_eda2a76900,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/eda2a76900.jpg,green,not_selected_after_strict_auto_screen,auto_rank=192; quality_score=3.3886; weak_color_match
vcor_test_green_ee34fc7f25,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/ee34fc7f25.jpg,green,not_selected_after_strict_auto_screen,auto_rank=224; quality_score=3.0936; weak_color_match
vcor_test_green_fe456be170,VCoR,test,data_external/vcor_raw/vcor_extracted/test/green/fe456be170.jpg,green,not_selected_after_strict_auto_screen,auto_rank=143; quality_score=3.7283; secondary_car_interference
vcor_train_green_004fbfb1b1,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/004fbfb1b1.jpg,green,not_selected_after_strict_auto_screen,auto_rank=251; quality_score=2.6491; secondary_car_interference|weak_color_match
vcor_train_green_00cb5cd89e,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/00cb5cd89e.jpg,green,not_selected_after_strict_auto_screen,auto_rank=70; quality_score=4.3077; passes_auto_screen
vcor_train_green_01b519b792,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/01b519b792.jpg,green,not_selected_after_strict_auto_screen,auto_rank=75; quality_score=4.2600; passes_auto_screen
vcor_train_green_0238ece041,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0238ece041.jpg,green,not_selected_after_strict_auto_screen,auto_rank=256; quality_score=2.5388; secondary_car_interference
vcor_train_green_02a05622ca,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/02a05622ca.jpg,green,not_selected_after_strict_auto_screen,auto_rank=60; quality_score=4.3501; secondary_car_interference
vcor_train_green_02d6a6b85d,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/02d6a6b85d.jpg,green,not_selected_after_strict_auto_screen,auto_rank=94; quality_score=4.1101; passes_auto_screen
vcor_train_green_043de69d64,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/043de69d64.jpg,green,not_selected_after_strict_auto_screen,auto_rank=113; quality_score=3.9759; passes_auto_screen
vcor_train_green_0591d1c537,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0591d1c537.jpg,green,not_selected_after_strict_auto_screen,auto_rank=87; quality_score=4.1661; passes_auto_screen
vcor_train_green_067edad668,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/067edad668.jpg,green,not_selected_after_strict_auto_screen,auto_rank=216; quality_score=3.1773; secondary_car_interference
vcor_train_green_07b80f8d4b,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/07b80f8d4b.jpg,green,not_selected_after_strict_auto_screen,auto_rank=171; quality_score=3.5597; secondary_car_interference
vcor_train_green_07c98136f8,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/07c98136f8.jpg,green,not_selected_after_strict_auto_screen,auto_rank=265; quality_score=2.3540; secondary_car_interference|weak_color_match
vcor_train_green_07dfdf5108,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/07dfdf5108.jpg,green,not_selected_after_strict_auto_screen,auto_rank=145; quality_score=3.7143; secondary_car_interference
vcor_train_green_086b2a352e,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/086b2a352e.jpg,green,not_selected_after_strict_auto_screen,auto_rank=280; quality_score=1.3283; car_too_small|weak_color_match
vcor_train_green_08f99bcc5e,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/08f99bcc5e.jpg,green,not_selected_after_strict_auto_screen,auto_rank=260; quality_score=2.4601; secondary_car_interference|weak_color_match
vcor_train_green_0920e92f43,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0920e92f43.jpg,green,not_selected_after_strict_auto_screen,auto_rank=253; quality_score=2.6227; secondary_car_interference|weak_color_match
vcor_train_green_0a6d45c47e,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0a6d45c47e.jpg,green,not_selected_after_strict_auto_screen,auto_rank=244; quality_score=2.8151; weak_color_match
vcor_train_green_0a85e4b4a4,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0a85e4b4a4.jpg,green,not_selected_after_strict_auto_screen,auto_rank=81; quality_score=4.1993; secondary_car_interference
vcor_train_green_0b766d2878,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0b766d2878.jpg,green,not_selected_after_strict_auto_screen,auto_rank=278; quality_score=1.6877; secondary_car_interference|too_dark
vcor_train_green_0b8856c0b8,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0b8856c0b8.jpg,green,not_selected_after_strict_auto_screen,auto_rank=109; quality_score=4.0229; highlight_overexposed
vcor_train_green_0d54624e8e,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0d54624e8e.jpg,green,not_selected_after_strict_auto_screen,auto_rank=180; quality_score=3.4824; passes_auto_screen
vcor_train_green_0d7d15b6d1,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0d7d15b6d1.jpg,green,not_selected_after_strict_auto_screen,auto_rank=254; quality_score=2.6130; car_too_small
vcor_train_green_0d928819d0,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0d928819d0.jpg,green,not_selected_after_strict_auto_screen,auto_rank=100; quality_score=4.0656; secondary_car_interference
vcor_train_green_0e28e43824,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0e28e43824.jpg,green,not_selected_after_strict_auto_screen,auto_rank=64; quality_score=4.3390; passes_auto_screen
vcor_train_green_0e5b04ffc9,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0e5b04ffc9.jpg,green,not_selected_after_strict_auto_screen,auto_rank=51; quality_score=4.4265; highlight_overexposed
vcor_train_green_0eb5a65cde,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0eb5a65cde.jpg,green,not_selected_after_strict_auto_screen,auto_rank=245; quality_score=2.7881; secondary_car_interference
vcor_train_green_0fa6bde66d,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/0fa6bde66d.jpg,green,not_selected_after_strict_auto_screen,auto_rank=241; quality_score=2.8633; secondary_car_interference
vcor_train_green_1056476eb6,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/1056476eb6.jpg,green,not_selected_after_strict_auto_screen,auto_rank=132; quality_score=3.8315; passes_auto_screen
vcor_train_green_108b3e81b4,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/108b3e81b4.jpg,green,not_selected_after_strict_auto_screen,auto_rank=263; quality_score=2.3948; secondary_car_interference|weak_color_match
vcor_train_green_10a53dae3a - Copy,VCoR,train,data_external/vcor_raw/vcor_extracted/train/green/10a53dae3a - Copy.jpg,green,not_selected_after_strict_auto_screen,auto_rank=187; quality_score=3.4282; weak_color_match
