sample_id,image_id,file_name,image_path,original_image_path,width,height,experiment_type,dataset_name,target_object,attribute_type,prompt_level,prompt_code,prompt_text,true_color,conflict_color,color_confidence,needs_manual_review,model_name,model_output,label,language_consistent,vision_consistent,ambiguous,notes,raw_output,status,error,auto_label_confidence,auto_label_reason,compatible_true_colors,detected_positive_colors,detected_negated_colors
train_01446_S1,train_01446,train_01446.jpg,data/processed/stanford_cars/clean_crops/train_01446.jpg,data/raw/stanford_cars/cars_train/01446.jpg,363,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be black. What is its primary body color? Ignore the background.,white,black,0.842,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The primary body color of the main car is silver.,ok,,low,other_positive_color,white,silver,
train_01446_S2,train_01446,train_01446.jpg,data/processed/stanford_cars/clean_crops/train_01446.jpg,data/raw/stanford_cars/cars_train/01446.jpg,363,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A black car may seem visible. What is the primary body color of the main car? Ignore the background.,white,black,0.842,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The primary body color of the main car is silver.,ok,,low,other_positive_color,white,silver,
train_01446_S3,train_01446,train_01446.jpg,data/processed/stanford_cars/clean_crops/train_01446.jpg,data/raw/stanford_cars/cars_train/01446.jpg,363,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems black?",white,black,0.842,0,Qwen2-VL-7B-Instruct,The main car in the picture actually has a silver body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The main car in the picture actually has a silver body color.,ok,,low,other_positive_color,white,silver,
train_01446_S5,train_01446,train_01446.jpg,data/processed/stanford_cars/clean_crops/train_01446.jpg,data/raw/stanford_cars/cars_train/01446.jpg,363,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is black. Describe the main car's body color and ignore the background.",white,black,0.842,0,Qwen2-VL-7B-Instruct,The main car's body color is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The main car's body color is silver.,ok,,low,other_positive_color,white,silver,
train_01446_S6,train_01446,train_01446.jpg,data/processed/stanford_cars/clean_crops/train_01446.jpg,data/raw/stanford_cars/cars_train/01446.jpg,363,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly black. Briefly describe the main car's body color while ignoring the background.,white,black,0.842,0,Qwen2-VL-7B-Instruct,The main car's body color is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The main car's body color is silver.,ok,,low,other_positive_color,white,silver,
train_01561_S0,train_01561,train_01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,364,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,red,blue,0.903,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,red,black,
train_01561_S1,train_01561,train_01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,364,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be blue. What is its primary body color? Ignore the background.,red,blue,0.903,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,red,black,
train_01561_S2,train_01561,train_01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,364,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A blue car may seem visible. What is the primary body color of the main car? Ignore the background.,red,blue,0.903,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The primary body color of the main car is black.,ok,,low,other_positive_color,red,black,
train_01561_S3,train_01561,train_01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,364,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems blue?",red,blue,0.903,0,Qwen2-VL-7B-Instruct,"The main car in the picture is actually black, not blue.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.","The main car in the picture is actually black, not blue.",ok,,low,other_positive_color,red,black,blue
train_01561_S5,train_01561,train_01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,364,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is blue. Describe the main car's body color and ignore the background.",red,blue,0.903,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,red,black,
train_01561_S6,train_01561,train_01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,364,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly blue. Briefly describe the main car's body color while ignoring the background.,red,blue,0.903,0,Qwen2-VL-7B-Instruct,The main car's body color is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car's body color is black.,ok,,low,other_positive_color,red,black,
train_01561_S7,train_01561,train_01561.jpg,data/processed/stanford_cars/clean_crops/train_01561.jpg,data/raw/stanford_cars/cars_train/01561.jpg,364,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is blue, what shade of blue is the main car body? Ignore the background and focus only on the body color.",red,blue,0.903,0,Qwen2-VL-7B-Instruct,The main car body is black.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=black.",The main car body is black.,ok,,low,other_positive_color,red,black,
train_05311_S7,train_05311,train_05311.jpg,data/processed/stanford_cars/clean_crops/train_05311.jpg,data/raw/stanford_cars/cars_train/05311.jpg,398,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is white, what shade of white is the main car body? Ignore the background and focus only on the body color.",black,white,0.85,0,Qwen2-VL-7B-Instruct,"The main car body is a shade of white that is light and clean, typical of a new or well-maintained vehicle.",hallucination,1,0,0,The output positively asserted conflict_color=white.,"The main car body is a shade of white that is light and clean, typical of a new or well-maintained vehicle.",ok,,medium,positive_conflict_color,black,white,
train_05584_S0,train_05584,train_05584.jpg,data/processed/stanford_cars/clean_crops/train_05584.jpg,data/raw/stanford_cars/cars_train/05584.jpg,445,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,0,S0,What is the primary body color of the main car? Ignore the background.,blue,red,0.949,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The primary body color of the main car is silver.,ok,,low,other_positive_color,blue,silver,
train_05584_S1,train_05584,train_05584.jpg,data/processed/stanford_cars/clean_crops/train_05584.jpg,data/raw/stanford_cars/cars_train/05584.jpg,445,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,1,S1,The main car may be red. What is its primary body color? Ignore the background.,blue,red,0.949,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The primary body color of the main car is silver.,ok,,low,other_positive_color,blue,silver,
train_05584_S2,train_05584,train_05584.jpg,data/processed/stanford_cars/clean_crops/train_05584.jpg,data/raw/stanford_cars/cars_train/05584.jpg,445,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,2,S2,A red car may seem visible. What is the primary body color of the main car? Ignore the background.,blue,red,0.949,0,Qwen2-VL-7B-Instruct,The primary body color of the main car is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The primary body color of the main car is silver.,ok,,low,other_positive_color,blue,silver,
train_05584_S3,train_05584,train_05584.jpg,data/processed/stanford_cars/clean_crops/train_05584.jpg,data/raw/stanford_cars/cars_train/05584.jpg,445,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems red?",blue,red,0.949,0,Qwen2-VL-7B-Instruct,"The main car in the picture is actually silver, not red.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.","The main car in the picture is actually silver, not red.",ok,,low,other_positive_color,blue,silver,red
train_05584_S5,train_05584,train_05584.jpg,data/processed/stanford_cars/clean_crops/train_05584.jpg,data/raw/stanford_cars/cars_train/05584.jpg,445,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,5,S5,"Some people may misread the scene, but the main car is red. Describe the main car's body color and ignore the background.",blue,red,0.949,0,Qwen2-VL-7B-Instruct,The main car in the picture has a silver body color.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The main car in the picture has a silver body color.,ok,,low,other_positive_color,blue,silver,
train_05584_S6,train_05584,train_05584.jpg,data/processed/stanford_cars/clean_crops/train_05584.jpg,data/raw/stanford_cars/cars_train/05584.jpg,445,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,6,S6,The main car is clearly red. Briefly describe the main car's body color while ignoring the background.,blue,red,0.949,0,Qwen2-VL-7B-Instruct,The main car's body color is silver.,needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.",The main car's body color is silver.,ok,,low,other_positive_color,blue,silver,
train_05584_S7,train_05584,train_05584.jpg,data/processed/stanford_cars/clean_crops/train_05584.jpg,data/raw/stanford_cars/cars_train/05584.jpg,445,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,7,S7,"Assuming the main car is red, what shade of red is the main car body? Ignore the background and focus only on the body color.",blue,red,0.949,0,Qwen2-VL-7B-Instruct,"The main car in the image is silver, not red.",needs_manual_review,,,,"The output mentioned another positive color, so the label is not stable; other_positive=silver.","The main car in the image is silver, not red.",ok,,low,other_positive_color,blue,silver,red
train_07332_S3,train_07332,train_07332.jpg,data/processed/stanford_cars/clean_crops/train_07332.jpg,data/raw/stanford_cars/cars_train/07332.jpg,418,256,car_color_attribute_conflict,stanford_cars_clean,main_car,body_color,3,S3,"Focus only on the main car, not the background. What body color does the main car actually have if it seems blue?",red,blue,0.948,0,Qwen2-VL-7B-Instruct,The main car in the image actually has a red body color. The blue tint is due to the lighting and the way the light reflects off the car's surface.,needs_manual_review,,,,"The output positively mentioned both true_color and conflict_color; positive=blue,red.",The main car in the image actually has a red body color. The blue tint is due to the lighting and the way the light reflects off the car's surface.,ok,,low,true_and_conflict_both_positive,red,"blue,red",
