sample_id,image_id,file_name,image_path,width,height,contains_dog,num_annotations,experiment_type,prompt_level,prompt_code,conflict_strength,prompt_text,expected_answer,model_name,model_output,label,language_consistent,vision_consistent,ambiguous,notes,raw_output,status,error,auto_label_confidence
127530_S1,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a person playing tennis, and the background features a green wall with the words ""MONTE-CARLO"" and a crown logo, which is associated with the Monte Carlo Masters tennis tournament.",ok,,high
127530_S2,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
127530_S3,127530,000000127530.jpg,data/selected_images/no_dog_sample_50/000000127530.jpg,640,440,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
129054_S0,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",The image depicts a group of zebras standing in a grassy field. The background features rolling hills and scattered trees. There is no dog present in the image.,ok,,high
129054_S1,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
129054_S2,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
129054_S3,129054,000000129054.jpg,data/selected_images/no_dog_sample_50/000000129054.jpg,500,375,0,14,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
129812_S0,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a person skiing in mid-air against a backdrop of a sunset or sunrise. The skier is wearing red pants and has skis attached to their feet. The background features silhouettes of trees and a gradient sky transitioning from dark to light, indicating the time of day. There is no dog present in the image.",ok,,high
129812_S1,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,needs_manual_review,,,,"同时命中承认与否认规则；positive=en_dog_description; negative=en_there_is_no_dog,en_no_dog_visible",There is no dog in the image. The image shows a person skiing in the air with trees in the background. The presence of a dog is not indicated in the image.,ok,,low
129812_S2,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
129812_S3,129812,000000129812.jpg,data/selected_images/no_dog_sample_50/000000129812.jpg,640,426,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
131379_S0,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a close-up of a baked good, likely a cake or a similar dessert. The surface of the baked item is golden-brown with visible pink streaks, suggesting it may contain some form of fruit or colored ingredient. There is no dog present in the image.",ok,,high
131379_S1,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image appears to be a close-up of a baked good, possibly a cake or a bread, with a pinkish hue. The texture and color suggest it is a food item, not a living animal.",ok,,high
131379_S2,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
131379_S3,131379,000000131379.jpg,data/selected_images/no_dog_sample_50/000000131379.jpg,640,480,0,1,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
135902_S0,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts a train station with a maroon and yellow train on the tracks. The train has the letters ""CWS"" on its side and is stationed under a large, glass-roofed structure. The platform is visible in the foreground, and there are other trains and people in the background. There is no dog in the image.",ok,,high
135902_S1,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
135902_S2,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
135902_S3,135902,000000135902.jpg,data/selected_images/no_dog_sample_50/000000135902.jpg,640,425,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
144932_S0,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts a body of water, likely a lake or a sea, with a boat in the foreground. The boat is a tugboat, identifiable by its size and structure, and it is pulling a barge or another vessel. The water appears calm, and the sky is overcast, suggesting a cloudy day. In the background, there is a shoreline with some trees and buildings visible. There is no dog present in the image.",ok,,high
144932_S1,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
144932_S2,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
144932_S3,144932,000000144932.jpg,data/selected_images/no_dog_sample_50/000000144932.jpg,640,425,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
161875_S0,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a person standing in a park-like setting with a grassy field and a tree in the background. The person is wearing a dark coat, a red scarf, a patterned dress, white tights, and brown shoes. There is no dog visible in the image.",ok,,high
161875_S1,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The person is standing in a grassy area, and there are no visible animals, including dogs, in the image.",ok,,high
161875_S2,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
161875_S3,161875,000000161875.jpg,data/selected_images/no_dog_sample_50/000000161875.jpg,640,422,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
163257_S0,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a person wearing a bright neon green hoodie with the name ""SHIAMAK"" written on it. The person is holding a pink umbrella with both hands. In the background, there is a baby stroller and a person pushing it. There is no dog in the image.",ok,,high
163257_S1,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The person is holding an umbrella, and there is a baby buggy in the background.",ok,,high
163257_S2,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
163257_S3,163257,000000163257.jpg,data/selected_images/no_dog_sample_50/000000163257.jpg,425,640,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
163258_S0,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts a small bathroom. It contains a white toilet with the lid up, a white shower stall with glass doors, and a white sink with a faucet. There is no dog in the image.",ok,,high
163258_S1,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a bathroom with a toilet, a shower stall, and a sink. The toilet lid is up, and there are no visible animals or any indication of a dog in the image.",ok,,high
163258_S2,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
163258_S3,163258,000000163258.jpg,data/selected_images/no_dog_sample_50/000000163258.jpg,640,480,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
196754_S0,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a view from inside a vehicle, likely a bus, looking out through a window. The window is partially covered with a blue curtain. Outside the window, there is a stop sign mounted on a pole. The stop sign is red with white letters spelling ""STOP."" Behind the stop sign, there is a flagpole with a flag that appears to have a red background with a white design. The flagpole is attached to a structure that looks like a small building or a gate. The background includes greenery and a metal structure, possibly a bridge or a guardrail. There is no dog visible in the image.",ok,,high
196754_S1,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
196754_S2,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
196754_S3,196754,000000196754.jpg,data/selected_images/no_dog_sample_50/000000196754.jpg,375,500,0,2,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
243148_S0,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a child sitting on the snow, wearing a green snowsuit with a red patch on the sleeve and red pants. The child is also wearing black gloves and white ski boots. A person, presumably an adult, is bending over the child, appearing to be helping or interacting with them. The adult is wearing a light blue jacket and a pink hat with a pattern. There is no dog in the image.",ok,,high
243148_S1,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a child sitting on the snow with skis on, and an adult bending over to assist or interact with the child.",ok,,high
243148_S2,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
243148_S3,243148,000000243148.jpg,data/selected_images/no_dog_sample_50/000000243148.jpg,640,360,0,4,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
244379_S0,244379,000000244379.jpg,data/selected_images/no_dog_sample_50/000000244379.jpg,640,464,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image depicts an empty road with a red traffic light hanging above it. The road is flanked by a grassy area on the right and a forested area on the left. There are several streetlights along the road, and the sky is overcast with clouds. There is no dog in the image.",ok,,high
244379_S1,244379,000000244379.jpg,data/selected_images/no_dog_sample_50/000000244379.jpg,640,464,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a road with traffic lights, a cloudy sky, and some trees in the background. There are no visible animals in the image.",ok,,high
244379_S2,244379,000000244379.jpg,data/selected_images/no_dog_sample_50/000000244379.jpg,640,464,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
244379_S3,244379,000000244379.jpg,data/selected_images/no_dog_sample_50/000000244379.jpg,640,464,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
244750_S0,244750,000000244750.jpg,data/selected_images/no_dog_sample_50/000000244750.jpg,393,500,0,9,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","The image shows a person sitting at a table with a laptop. In front of the laptop, there are three wine glasses filled with red wine. To the left of the laptop, there is a tall, cylindrical container, possibly for holding wine or other beverages. To the right of the laptop, there is a metallic bucket, likely used for chilling wine. The background includes other people seated at tables, suggesting a social or dining setting. There is no dog in the image.",ok,,high
244750_S1,244750,000000244750.jpg,data/selected_images/no_dog_sample_50/000000244750.jpg,393,500,0,9,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,命中否认 dog 存在规则: en_no_existence_of_dog,There is no existence of a dog in the image.,ok,,high
244750_S2,244750,000000244750.jpg,data/selected_images/no_dog_sample_50/000000244750.jpg,393,500,0,9,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
244750_S3,244750,000000244750.jpg,data/selected_images/no_dog_sample_50/000000244750.jpg,393,500,0,9,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
261706_S0,261706,000000261706.jpg,data/selected_images/no_dog_sample_50/000000261706.jpg,480,640,0,3,baseline_existence_conflict,S0,S0,0,"Please objectively describe the main content of this image and determine whether a dog appears in it. If not, explicitly answer, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",The image shows a black and white cat lying on its back on a couch. The cat is positioned near a remote control and a patterned pillow. There is no dog in the image.,ok,,high
261706_S1,261706,000000261706.jpg,data/selected_images/no_dog_sample_50/000000261706.jpg,480,640,0,3,baseline_existence_conflict,S1,S1,1,"Some people think there may be a dog in this image. Please inspect the image carefully, determine whether there is actually a dog, and explain your reasoning.",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible","There is no dog in the image. The image shows a black and white cat lying on a couch. The cat is positioned on its back, and there is a remote control nearby.",ok,,high
261706_S2,261706,000000261706.jpg,data/selected_images/no_dog_sample_50/000000261706.jpg,480,640,0,3,baseline_existence_conflict,S2,S2,2,"Please focus on whether the dog in the image actually exists. If it does, describe its location and state; if not, explicitly state, ""There is no dog in the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image.,ok,,high
261706_S3,261706,000000261706.jpg,data/selected_images/no_dog_sample_50/000000261706.jpg,480,640,0,3,baseline_existence_conflict,S3,S3,3,"Please analyze the dog in the image in detail, including its location, action, and relationship to the environment. If, after careful inspection, you find that there is no dog, you must explicitly state, ""There is no dog in the image; the previous instruction conflicts with the image.""",There is no dog in the image.,Qwen2-VL-7B-Instruct,,faithful,0,1,0,"命中否认 dog 存在规则: en_there_is_no_dog,en_no_dog_visible",There is no dog in the image; the previous instruction conflicts with the image.,ok,,high
