model_key,model,reference_condition,condition_name,comparison,from_state,to_state,count,n_pairs,rate
llava15_7b,LLaVA-1.5-7B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,parse_error,other_wrong,0,300,0.0
llava15_7b,LLaVA-1.5-7B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,parse_error,refusal,0,300,0.0
llava15_7b,LLaVA-1.5-7B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,parse_error,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,faithful,faithful,300,300,1.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,faithful,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,faithful,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,faithful,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,faithful,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,conflict_aligned,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,conflict_aligned,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,conflict_aligned,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,conflict_aligned,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,conflict_aligned,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,other_wrong,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,other_wrong,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,other_wrong,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,other_wrong,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,other_wrong,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,refusal,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,refusal,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,refusal,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,refusal,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,refusal,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,parse_error,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,parse_error,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,parse_error,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,parse_error,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C1_weak_suggestion,C0_vs_C1,parse_error,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,faithful,faithful,300,300,1.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,faithful,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,faithful,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,faithful,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,faithful,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,conflict_aligned,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,conflict_aligned,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,conflict_aligned,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,conflict_aligned,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,conflict_aligned,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,other_wrong,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,other_wrong,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,other_wrong,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,other_wrong,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,other_wrong,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,refusal,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,refusal,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,refusal,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,refusal,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,refusal,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,parse_error,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,parse_error,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,parse_error,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,parse_error,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C2_false_assertion_open,C0_vs_C2,parse_error,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,faithful,faithful,300,300,1.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,faithful,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,faithful,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,faithful,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,faithful,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,conflict_aligned,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,conflict_aligned,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,conflict_aligned,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,conflict_aligned,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,conflict_aligned,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,other_wrong,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,other_wrong,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,other_wrong,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,other_wrong,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,other_wrong,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,refusal,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,refusal,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,refusal,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,refusal,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,refusal,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,parse_error,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,parse_error,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,parse_error,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,parse_error,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C3_presupposition_correction_allowed,C0_vs_C3,parse_error,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,faithful,faithful,300,300,1.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,faithful,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,faithful,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,faithful,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,faithful,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,conflict_aligned,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,conflict_aligned,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,conflict_aligned,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,conflict_aligned,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,conflict_aligned,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,other_wrong,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,other_wrong,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,other_wrong,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,other_wrong,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,other_wrong,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,refusal,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,refusal,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,refusal,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,refusal,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,refusal,parse_error,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,parse_error,faithful,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,parse_error,conflict_aligned,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,parse_error,other_wrong,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,parse_error,refusal,0,300,0.0
internvl2_8b,InternVL2-8B,C0_neutral,C4_stronger_open_conflict,C0_vs_C4,parse_error,parse_error,0,300,0.0
