image_id,file_name,source_dataset,source_split,source_path,original_path,cropped_path,true_color,conflict_color,truth_source,review_status,review_notes,include_in_primary_main_analysis,include_in_v2_auxiliary_analysis,selection_version,selection_bucket,selection_rank,exclusion_reason,notes
train_04796,train_04796.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/04796.jpg,data/raw/stanford_cars/cars_train/04796.jpg,data/processed/stanford_cars/clean_crops/train_04796.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,23,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_04878,train_04878.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/04878.jpg,data/raw/stanford_cars/cars_train/04878.jpg,data/processed/stanford_cars/clean_crops/train_04878.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,97,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_05058,train_05058.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/05058.jpg,data/raw/stanford_cars/cars_train/05058.jpg,data/processed/stanford_cars/clean_crops/train_05058.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,21,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_06236,train_06236.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/06236.jpg,data/raw/stanford_cars/cars_train/06236.jpg,data/processed/stanford_cars/clean_crops/train_06236.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,81,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_06365,train_06365.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/06365.jpg,data/raw/stanford_cars/cars_train/06365.jpg,data/processed/stanford_cars/clean_crops/train_06365.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,75,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_06464,train_06464.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/06464.jpg,data/raw/stanford_cars/cars_train/06464.jpg,data/processed/stanford_cars/clean_crops/train_06464.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,100,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07332,train_07332.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/07332.jpg,data/raw/stanford_cars/cars_train/07332.jpg,data/processed/stanford_cars/clean_crops/train_07332.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,16,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07371,train_07371.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/07371.jpg,data/raw/stanford_cars/cars_train/07371.jpg,data/processed/stanford_cars/clean_crops/train_07371.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,56,,codex_single_review_contact_sheet_confirmed: reviewed=red
train_07790,train_07790.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/07790.jpg,data/raw/stanford_cars/cars_train/07790.jpg,data/processed/stanford_cars/clean_crops/train_07790.jpg,red,blue,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=red,yes,yes,primary_core_stanford_only,stanford_core,112,,codex_single_review_contact_sheet_confirmed: reviewed=red
test_00209,test_00209.jpg,StanfordCars,test,data/raw/stanford_cars/cars_test/00209.jpg,data/raw/stanford_cars/cars_test/00209.jpg,data/processed/stanford_cars/clean_crops/test_00209.jpg,white,black,reviewed,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,98,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
test_01993,test_01993.jpg,StanfordCars,test,data/raw/stanford_cars/cars_test/01993.jpg,data/raw/stanford_cars/cars_test/01993.jpg,data/processed/stanford_cars/clean_crops/test_01993.jpg,white,black,reviewed,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,104,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
test_03751,test_03751.jpg,StanfordCars,test,data/raw/stanford_cars/cars_test/03751.jpg,data/raw/stanford_cars/cars_test/03751.jpg,data/processed/stanford_cars/clean_crops/test_03751.jpg,white,black,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,5,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_03865,test_03865.jpg,StanfordCars,test,data/raw/stanford_cars/cars_test/03865.jpg,data/raw/stanford_cars/cars_test/03865.jpg,data/processed/stanford_cars/clean_crops/test_03865.jpg,white,black,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,110,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_06383,test_06383.jpg,StanfordCars,test,data/raw/stanford_cars/cars_test/06383.jpg,data/raw/stanford_cars/cars_test/06383.jpg,data/processed/stanford_cars/clean_crops/test_06383.jpg,white,black,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,14,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_00272,train_00272.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/00272.jpg,data/raw/stanford_cars/cars_train/00272.jpg,data/processed/stanford_cars/clean_crops/train_00272.jpg,white,black,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,120,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_00925,train_00925.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/00925.jpg,data/raw/stanford_cars/cars_train/00925.jpg,data/processed/stanford_cars/clean_crops/train_00925.jpg,white,black,reviewed,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=silver -> reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,78,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=silver -> reviewed=white
train_01917,train_01917.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/01917.jpg,data/raw/stanford_cars/cars_train/01917.jpg,data/processed/stanford_cars/clean_crops/train_01917.jpg,white,black,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,113,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_03125,train_03125.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/03125.jpg,data/raw/stanford_cars/cars_train/03125.jpg,data/processed/stanford_cars/clean_crops/train_03125.jpg,white,black,reviewed,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,95,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
train_05773,train_05773.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/05773.jpg,data/raw/stanford_cars/cars_train/05773.jpg,data/processed/stanford_cars/clean_crops/train_05773.jpg,white,black,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,103,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_05942,train_05942.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/05942.jpg,data/raw/stanford_cars/cars_train/05942.jpg,data/processed/stanford_cars/clean_crops/train_05942.jpg,white,black,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,74,,codex_single_review_contact_sheet_confirmed: reviewed=white
train_06150,train_06150.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/06150.jpg,data/raw/stanford_cars/cars_train/06150.jpg,data/processed/stanford_cars/clean_crops/train_06150.jpg,white,black,reviewed,codex_second_review_corrected,codex_second_review_correction: reviewed=other -> white; reason=other_wrong_audit,yes,yes,primary_core_stanford_only,stanford_core,50,,prior_issue_flag | codex_second_review_correction: reviewed=other -> white; reason=other_wrong_audit
train_07139,train_07139.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/07139.jpg,data/raw/stanford_cars/cars_train/07139.jpg,data/processed/stanford_cars/clean_crops/train_07139.jpg,white,black,reviewed,codex_single_review_corrected,codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,25,,prior_issue_flag | codex_single_review_contact_sheet_correction: provisional=gray -> reviewed=white
train_07828,train_07828.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/07828.jpg,data/raw/stanford_cars/cars_train/07828.jpg,data/processed/stanford_cars/clean_crops/train_07828.jpg,white,black,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=white,yes,yes,primary_core_stanford_only,stanford_core,4,,codex_single_review_contact_sheet_confirmed: reviewed=white
test_06344,test_06344.jpg,StanfordCars,test,data/raw/stanford_cars/cars_test/06344.jpg,data/raw/stanford_cars/cars_test/06344.jpg,data/processed/stanford_cars/clean_crops/test_06344.jpg,yellow,red,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=yellow,yes,yes,primary_core_stanford_only,stanford_core,61,,codex_single_review_contact_sheet_confirmed: reviewed=yellow
train_02117,train_02117.jpg,StanfordCars,train,data/raw/stanford_cars/cars_train/02117.jpg,data/raw/stanford_cars/cars_train/02117.jpg,data/processed/stanford_cars/clean_crops/train_02117.jpg,yellow,red,reviewed,codex_single_review_confirmed,codex_single_review_contact_sheet_confirmed: reviewed=yellow,yes,yes,primary_core_stanford_only,stanford_core,44,,codex_single_review_contact_sheet_confirmed: reviewed=yellow
vcor_test_black_1e96fbafd9,vcor_test_black_1e96fbafd9.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/1e96fbafd9.jpg,data_external/vcor_raw/vcor_extracted/test/black/1e96fbafd9.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_1e96fbafd9.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=15; quality_score=4.7698; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,145,,auto_keep_rank=15; quality_score=4.7698; passes_auto_screen
vcor_test_black_2f9f999f61,vcor_test_black_2f9f999f61.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/2f9f999f61.jpg,data_external/vcor_raw/vcor_extracted/test/black/2f9f999f61.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_2f9f999f61.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=14; quality_score=4.7863; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,146,,auto_keep_rank=14; quality_score=4.7863; passes_auto_screen
vcor_test_black_52e2308e4e,vcor_test_black_52e2308e4e.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/52e2308e4e.jpg,data_external/vcor_raw/vcor_extracted/test/black/52e2308e4e.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_52e2308e4e.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=13; quality_score=4.8186; too_dark,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,147,,auto_keep_rank=13; quality_score=4.8186; too_dark
vcor_test_black_60586e8925,vcor_test_black_60586e8925.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/60586e8925.jpg,data_external/vcor_raw/vcor_extracted/test/black/60586e8925.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_60586e8925.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=3; quality_score=5.1417; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,148,,auto_keep_rank=3; quality_score=5.1417; passes_auto_screen
vcor_test_black_8ed74bb508,vcor_test_black_8ed74bb508.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/8ed74bb508.jpg,data_external/vcor_raw/vcor_extracted/test/black/8ed74bb508.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_8ed74bb508.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=12; quality_score=4.8406; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,149,,auto_keep_rank=12; quality_score=4.8406; passes_auto_screen
vcor_test_black_9be75bffb3,vcor_test_black_9be75bffb3.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/9be75bffb3.jpg,data_external/vcor_raw/vcor_extracted/test/black/9be75bffb3.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_9be75bffb3.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=25; quality_score=4.6118; too_dark,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,150,,auto_keep_rank=25; quality_score=4.6118; too_dark
vcor_test_black_b96ede8a64,vcor_test_black_b96ede8a64.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/b96ede8a64.jpg,data_external/vcor_raw/vcor_extracted/test/black/b96ede8a64.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_b96ede8a64.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=1; quality_score=5.2767; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,151,,auto_keep_rank=1; quality_score=5.2767; passes_auto_screen
vcor_test_black_cf9bcb7b0b,vcor_test_black_cf9bcb7b0b.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/cf9bcb7b0b.jpg,data_external/vcor_raw/vcor_extracted/test/black/cf9bcb7b0b.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_cf9bcb7b0b.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=5; quality_score=5.0845; too_dark,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,152,,auto_keep_rank=5; quality_score=5.0845; too_dark
vcor_test_black_dbdf4800f4,vcor_test_black_dbdf4800f4.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/dbdf4800f4.jpg,data_external/vcor_raw/vcor_extracted/test/black/dbdf4800f4.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_dbdf4800f4.jpg,black,white,manual_review_vcor,manual_review_vcor_include,manual_swap_in_after_black_recheck; prior_auto_rank=28; quality_score=4.5867; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,153,,manual_swap_in_after_black_recheck; prior_auto_rank=28; quality_score=4.5867; passes_auto_screen
vcor_test_black_f160ef9d4e,vcor_test_black_f160ef9d4e.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/black/f160ef9d4e.jpg,data_external/vcor_raw/vcor_extracted/test/black/f160ef9d4e.jpg,data_external/vcor_selected/candidate_pool/black/vcor_test_black_f160ef9d4e.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=17; quality_score=4.7041; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,154,,auto_keep_rank=17; quality_score=4.7041; passes_auto_screen
vcor_train_black_02db69e20c,vcor_train_black_02db69e20c.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/02db69e20c.jpg,data_external/vcor_raw/vcor_extracted/train/black/02db69e20c.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_02db69e20c.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=11; quality_score=4.8977; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,155,,auto_keep_rank=11; quality_score=4.8977; passes_auto_screen
vcor_train_black_0416ce7a23,vcor_train_black_0416ce7a23.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/0416ce7a23.jpg,data_external/vcor_raw/vcor_extracted/train/black/0416ce7a23.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_0416ce7a23.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=27; quality_score=4.5886; too_dark,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,156,,auto_keep_rank=27; quality_score=4.5886; too_dark
vcor_train_black_054c3c45c9,vcor_train_black_054c3c45c9.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/054c3c45c9.jpg,data_external/vcor_raw/vcor_extracted/train/black/054c3c45c9.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_054c3c45c9.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=6; quality_score=4.9870; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,157,,auto_keep_rank=6; quality_score=4.9870; passes_auto_screen
vcor_train_black_063f455123,vcor_train_black_063f455123.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/063f455123.jpg,data_external/vcor_raw/vcor_extracted/train/black/063f455123.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_063f455123.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=16; quality_score=4.7615; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,158,,auto_keep_rank=16; quality_score=4.7615; passes_auto_screen
vcor_train_black_06bfe44a3e,vcor_train_black_06bfe44a3e.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/06bfe44a3e.jpg,data_external/vcor_raw/vcor_extracted/train/black/06bfe44a3e.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_06bfe44a3e.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=10; quality_score=4.9028; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,159,,auto_keep_rank=10; quality_score=4.9028; passes_auto_screen
vcor_train_black_0c4482d9cc,vcor_train_black_0c4482d9cc.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/0c4482d9cc.jpg,data_external/vcor_raw/vcor_extracted/train/black/0c4482d9cc.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_0c4482d9cc.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=22; quality_score=4.6653; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,160,,auto_keep_rank=22; quality_score=4.6653; passes_auto_screen
vcor_train_black_0e995c127c,vcor_train_black_0e995c127c.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/0e995c127c.jpg,data_external/vcor_raw/vcor_extracted/train/black/0e995c127c.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_0e995c127c.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=18; quality_score=4.6874; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,161,,auto_keep_rank=18; quality_score=4.6874; passes_auto_screen
vcor_train_black_0f15e11fd8,vcor_train_black_0f15e11fd8.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/0f15e11fd8.jpg,data_external/vcor_raw/vcor_extracted/train/black/0f15e11fd8.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_0f15e11fd8.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=7; quality_score=4.9836; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,162,,auto_keep_rank=7; quality_score=4.9836; passes_auto_screen
vcor_train_black_15c1263100,vcor_train_black_15c1263100.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/15c1263100.jpg,data_external/vcor_raw/vcor_extracted/train/black/15c1263100.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_15c1263100.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=24; quality_score=4.6234; too_dark,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,163,,auto_keep_rank=24; quality_score=4.6234; too_dark
vcor_train_black_16b4a44c55,vcor_train_black_16b4a44c55.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/16b4a44c55.jpg,data_external/vcor_raw/vcor_extracted/train/black/16b4a44c55.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_16b4a44c55.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=23; quality_score=4.6630; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,164,,auto_keep_rank=23; quality_score=4.6630; passes_auto_screen
vcor_train_black_1a0ad6e255,vcor_train_black_1a0ad6e255.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/1a0ad6e255.jpg,data_external/vcor_raw/vcor_extracted/train/black/1a0ad6e255.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1a0ad6e255.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=9; quality_score=4.9591; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,165,,auto_keep_rank=9; quality_score=4.9591; passes_auto_screen
vcor_train_black_1cc1fccc39,vcor_train_black_1cc1fccc39.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/1cc1fccc39.jpg,data_external/vcor_raw/vcor_extracted/train/black/1cc1fccc39.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1cc1fccc39.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=4; quality_score=5.0870; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,166,,auto_keep_rank=4; quality_score=5.0870; passes_auto_screen
vcor_train_black_1d4013153e,vcor_train_black_1d4013153e.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/1d4013153e.jpg,data_external/vcor_raw/vcor_extracted/train/black/1d4013153e.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1d4013153e.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=21; quality_score=4.6673; secondary_car_interference|too_dark,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,167,,auto_keep_rank=21; quality_score=4.6673; secondary_car_interference|too_dark
vcor_train_black_1e256031e6,vcor_train_black_1e256031e6.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/1e256031e6.jpg,data_external/vcor_raw/vcor_extracted/train/black/1e256031e6.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1e256031e6.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=2; quality_score=5.1780; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,168,,auto_keep_rank=2; quality_score=5.1780; passes_auto_screen
vcor_train_black_1f2fa08321,vcor_train_black_1f2fa08321.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/1f2fa08321.jpg,data_external/vcor_raw/vcor_extracted/train/black/1f2fa08321.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1f2fa08321.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=19; quality_score=4.6840; too_dark,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,169,,auto_keep_rank=19; quality_score=4.6840; too_dark
vcor_train_black_2c27164b63,vcor_train_black_2c27164b63.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/2c27164b63.jpg,data_external/vcor_raw/vcor_extracted/train/black/2c27164b63.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2c27164b63.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=26; quality_score=4.5918; secondary_car_interference,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,170,,auto_keep_rank=26; quality_score=4.5918; secondary_car_interference
vcor_train_black_2e85a40194,vcor_train_black_2e85a40194.jpg,VCoR,train,data_external/vcor_raw/vcor_extracted/train/black/2e85a40194.jpg,data_external/vcor_raw/vcor_extracted/train/black/2e85a40194.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2e85a40194.jpg,black,white,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=20; quality_score=4.6771; too_dark,yes,yes,primary_expanded_balanced_with_vcor,vcor_black,171,,auto_keep_rank=20; quality_score=4.6771; too_dark
vcor_test_blue_01401b6d76,vcor_test_blue_01401b6d76.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/01401b6d76.jpg,data_external/vcor_raw/vcor_extracted/test/blue/01401b6d76.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_01401b6d76.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=29; quality_score=4.9145; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,11,,auto_keep_rank=29; quality_score=4.9145; passes_auto_screen
vcor_test_blue_19bb38978c,vcor_test_blue_19bb38978c.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/19bb38978c.jpg,data_external/vcor_raw/vcor_extracted/test/blue/19bb38978c.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_19bb38978c.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=25; quality_score=4.9412; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,12,,auto_keep_rank=25; quality_score=4.9412; passes_auto_screen
vcor_test_blue_2ac156ba67,vcor_test_blue_2ac156ba67.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2ac156ba67.jpg,data_external/vcor_raw/vcor_extracted/test/blue/2ac156ba67.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_2ac156ba67.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=2; quality_score=5.2540; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,13,,auto_keep_rank=2; quality_score=5.2540; passes_auto_screen
vcor_test_blue_2ed5dd359b,vcor_test_blue_2ed5dd359b.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/2ed5dd359b.jpg,data_external/vcor_raw/vcor_extracted/test/blue/2ed5dd359b.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_2ed5dd359b.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=17; quality_score=5.0285; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,14,,auto_keep_rank=17; quality_score=5.0285; passes_auto_screen
vcor_test_blue_3295d5f0b2,vcor_test_blue_3295d5f0b2.jpg,VCoR,test,data_external/vcor_raw/vcor_extracted/test/blue/3295d5f0b2.jpg,data_external/vcor_raw/vcor_extracted/test/blue/3295d5f0b2.jpg,data_external/vcor_selected/candidate_pool/blue/vcor_test_blue_3295d5f0b2.jpg,blue,red,manual_review_vcor,manual_review_vcor_include,auto_keep_rank=38; quality_score=4.8481; passes_auto_screen,yes,yes,primary_expanded_balanced_with_vcor,vcor_blue,15,,auto_keep_rank=38; quality_score=4.8481; passes_auto_screen
